ligand_inchikey,ligand_smiles,drug_names,project_entity_ids,target_chembl_id,gene_symbol,uniprot_accession,target_name,target_class_l1,assay_lane,calibration_status,positive_compounds,negative_compounds,computed_pocket_evidence,pocket_consensus_class,best_method_match_p2rank_rank,best_method_match_fpocket_rank,evidence_compute_route,target_compute_class_zh,class_specific_compute_bundle_zh,wetlab_priority,conplex_score,conplex_rank_within_target,conplex_rank_within_ligand_46,conplex_percentile_within_target,conplex_percentile_within_ligand_46,drugclip_predicted_pocket_cosine_mean,drugclip_predicted_pocket_sixfold_std,drugclip_rank_within_target,drugclip_rank_within_ligand_44,drugclip_percentile_within_target,drugclip_percentile_within_ligand_44,drugclip_formal_eligible,dta_target_percentile_disagreement,dta_ligand_percentile_disagreement,dta_target_top10pct_concordant,dta_bidirectional_top10pct_concordant,sequence_only_fragment_exploratory_top5pct,shortlist_route
XRVDGNKRPOAQTN-FQEVSTJZSA-N,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCO)no2)cc1C#N,ozanimod,UNII:Z80293URPV,CHEMBL1938222,PIKFYVE,Q9Y2I7,1-phosphatidylinositol 3-phosphate 5-kinase,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,74,111,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,157.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.24514164,47.0,7.0,0.9360223,0.8666667,0.3562484,0.10468056,23.0,1.0,0.96940196,1.0,True,0.033379674,0.13333333,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
PDGKHKMBHVFCMG-UHFFFAOYSA-N,CN1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CC1,trilaciclib,UNII:U6072DO9XG,CHEMBL1938222,PIKFYVE,Q9Y2I7,1-phosphatidylinositol 3-phosphate 5-kinase,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,74,111,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,157.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.33856627,16.0,17.0,0.9791377,0.64444447,0.30314565,0.11837576,42.0,1.0,0.94297636,1.0,True,0.036161363,0.35555553,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
VWUXBMIQPBEWFH-WCCTWKNTSA-N,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,fulvestrant,UNII:22X328QOC4,CHEMBL1938222,PIKFYVE,Q9Y2I7,1-phosphatidylinositol 3-phosphate 5-kinase,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,74,111,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,157.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.30567604,27.0,13.0,0.96383864,0.73333335,0.25775155,0.08470623,61.0,5.0,0.91655076,0.90697676,True,0.04728788,0.17364341,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
DDOOFTLHJSMHLN-ZQHRPCGSSA-N,C[C@@H]1[C@H](c2ccccc2)C[C@H](NC(=O)c2cnc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F,ubrogepant,UNII:AD0O8X2QJR,CHEMBL1964,KCND3,Q9UK17,A-type voltage-gated potassium channel KCND3,Ion channel,ION_CHANNEL_FUNCTIONAL,T5_SPARSE_OR_NONE,0,8,P2_FPOCKET_GEOMETRIC_RESCUE,C4_FPOCKET_RESCUE,1.0,6.0,R4_GEOMETRIC_RESCUE_CONTROL_ACQUISITION,离子通道,开放/关闭/失活状态和孔道口袋ensemble；Boltz-2；膜内离子通道MD,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,0.5417432,8.0,1.0,0.99026424,1.0,0.25978458,0.09182713,12.0,4.0,0.984701,0.9302325,True,0.005563259,0.069767475,True,True,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
JIVPVXMEBJLZRO-UHFFFAOYSA-N,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,chlorthalidone,UNII:Q0MQD1073Q,CHEMBL1964,KCND3,Q9UK17,A-type voltage-gated potassium channel KCND3,Ion channel,ION_CHANNEL_FUNCTIONAL,T5_SPARSE_OR_NONE,0,8,P2_FPOCKET_GEOMETRIC_RESCUE,C4_FPOCKET_RESCUE,1.0,6.0,R4_GEOMETRIC_RESCUE_CONTROL_ACQUISITION,离子通道,开放/关闭/失活状态和孔道口袋ensemble；Boltz-2；膜内离子通道MD,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,0.34320742,49.0,1.0,0.9332406,1.0,0.2044801,0.08316836,44.0,6.0,0.9401947,0.88372093,True,0.0069541335,0.116279066,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
QIVUCLWGARAQIO-OLIXTKCUSA-N,C[C@@H]1[C@H](c2c(F)ccc(F)c2F)C[C@H](NC(=O)c2cnc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F,atogepant,UNII:7CRV8RR151,CHEMBL1964,KCND3,Q9UK17,A-type voltage-gated potassium channel KCND3,Ion channel,ION_CHANNEL_FUNCTIONAL,T5_SPARSE_OR_NONE,0,8,P2_FPOCKET_GEOMETRIC_RESCUE,C4_FPOCKET_RESCUE,1.0,6.0,R4_GEOMETRIC_RESCUE_CONTROL_ACQUISITION,离子通道,开放/关闭/失活状态和孔道口袋ensemble；Boltz-2；膜内离子通道MD,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,0.42783493,23.0,1.0,0.96940196,1.0,0.25813773,0.11114827,13.0,4.0,0.98331016,0.9302325,True,0.013908207,0.069767475,True,True,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
JWJOTENAMICLJG-QWBYCMEYSA-N,C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12,dutasteride,UNII:O0J6XJN02I,CHEMBL1964,KCND3,Q9UK17,A-type voltage-gated potassium channel KCND3,Ion channel,ION_CHANNEL_FUNCTIONAL,T5_SPARSE_OR_NONE,0,8,P2_FPOCKET_GEOMETRIC_RESCUE,C4_FPOCKET_RESCUE,1.0,6.0,R4_GEOMETRIC_RESCUE_CONTROL_ACQUISITION,离子通道,开放/关闭/失活状态和孔道口袋ensemble；Boltz-2；膜内离子通道MD,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,0.459342,15.0,3.0,0.98052853,0.95555556,0.22738749,0.07405214,27.0,1.0,0.96383864,1.0,True,0.016689897,0.04444444,True,True,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
MUMGGOZAMZWBJJ-DYKIIFRCSA-N,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,testosterone,UNII:3XMK78S47O,CHEMBL1964,KCND3,Q9UK17,A-type voltage-gated potassium channel KCND3,Ion channel,ION_CHANNEL_FUNCTIONAL,T5_SPARSE_OR_NONE,0,8,P2_FPOCKET_GEOMETRIC_RESCUE,C4_FPOCKET_RESCUE,1.0,6.0,R4_GEOMETRIC_RESCUE_CONTROL_ACQUISITION,离子通道,开放/关闭/失活状态和孔道口袋ensemble；Boltz-2；膜内离子通道MD,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,0.41927758,24.0,3.0,0.96801114,0.95555556,0.2113368,0.13024555,38.0,3.0,0.9485396,0.95348835,True,0.019471526,0.0020672083,True,True,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
GPNHMOZDMYNCPO-PDUMRIMRSA-N,CCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,clascoterone,UNII:XN7MM8XG2M,CHEMBL1964,KCND3,Q9UK17,A-type voltage-gated potassium channel KCND3,Ion channel,ION_CHANNEL_FUNCTIONAL,T5_SPARSE_OR_NONE,0,8,P2_FPOCKET_GEOMETRIC_RESCUE,C4_FPOCKET_RESCUE,1.0,6.0,R4_GEOMETRIC_RESCUE_CONTROL_ACQUISITION,离子通道,开放/关闭/失活状态和孔道口袋ensemble；Boltz-2；膜内离子通道MD,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,0.35022333,46.0,2.0,0.9374131,0.9777778,0.19035701,0.056329645,60.0,2.0,0.9179416,0.9767442,True,0.019471526,0.0010336041,True,True,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
RJKFOVLPORLFTN-LEKSSAKUSA-N,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,progesterone,UNII:4G7DS2Q64Y,CHEMBL1964,KCND3,Q9UK17,A-type voltage-gated potassium channel KCND3,Ion channel,ION_CHANNEL_FUNCTIONAL,T5_SPARSE_OR_NONE,0,8,P2_FPOCKET_GEOMETRIC_RESCUE,C4_FPOCKET_RESCUE,1.0,6.0,R4_GEOMETRIC_RESCUE_CONTROL_ACQUISITION,离子通道,开放/关闭/失活状态和孔道口袋ensemble；Boltz-2；膜内离子通道MD,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,0.36674237,39.0,6.0,0.9471488,0.8888889,0.18840055,0.120906815,65.0,3.0,0.9109875,0.95348835,True,0.036161304,0.064599454,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
DBEPLOCGEIEOCV-WSBQPABSSA-N,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,finasteride,UNII:57GNO57U7G,CHEMBL1964,KCND3,Q9UK17,A-type voltage-gated potassium channel KCND3,Ion channel,ION_CHANNEL_FUNCTIONAL,T5_SPARSE_OR_NONE,0,8,P2_FPOCKET_GEOMETRIC_RESCUE,C4_FPOCKET_RESCUE,1.0,6.0,R4_GEOMETRIC_RESCUE_CONTROL_ACQUISITION,离子通道,开放/关闭/失活状态和孔道口袋ensemble；Boltz-2；膜内离子通道MD,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,0.33938304,50.0,3.0,0.9318498,0.95555556,0.23318076,0.09458879,24.0,2.0,0.96801114,0.9767442,True,0.036161363,0.021188617,True,True,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
USUZGMWDZDXMDG-CYBMUJFWSA-N,N#Cc1ccc([C@H]2CCc3cncn32)c(F)c1,osilodrostat,UNII:5YL4IQ1078,CHEMBL1964,KCND3,Q9UK17,A-type voltage-gated potassium channel KCND3,Ion channel,ION_CHANNEL_FUNCTIONAL,T5_SPARSE_OR_NONE,0,8,P2_FPOCKET_GEOMETRIC_RESCUE,C4_FPOCKET_RESCUE,1.0,6.0,R4_GEOMETRIC_RESCUE_CONTROL_ACQUISITION,离子通道,开放/关闭/失活状态和孔道口袋ensemble；Boltz-2；膜内离子通道MD,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,0.38786864,32.0,1.0,0.95688456,1.0,0.1863467,0.09552414,66.0,6.0,0.9095967,0.88372093,True,0.04728788,0.116279066,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
HOIIHACBCFLJET-SFTDATJTSA-N,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12,lumateperone,UNII:70BSQ12069,CHEMBL1964,KCND3,Q9UK17,A-type voltage-gated potassium channel KCND3,Ion channel,ION_CHANNEL_FUNCTIONAL,T5_SPARSE_OR_NONE,0,8,P2_FPOCKET_GEOMETRIC_RESCUE,C4_FPOCKET_RESCUE,1.0,6.0,R4_GEOMETRIC_RESCUE_CONTROL_ACQUISITION,离子通道,开放/关闭/失活状态和孔道口袋ensemble；Boltz-2；膜内离子通道MD,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,0.3766346,36.0,5.0,0.9513213,0.9111111,0.18334502,0.11866832,70.0,7.0,0.90403336,0.8604651,True,0.04728794,0.050646007,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
RUDATBOHQWOJDD-BSWAIDMHSA-N,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,chenodiol,UNII:0GEI24LG0J,CHEMBL1964,KCND3,Q9UK17,A-type voltage-gated potassium channel KCND3,Ion channel,ION_CHANNEL_FUNCTIONAL,T5_SPARSE_OR_NONE,0,8,P2_FPOCKET_GEOMETRIC_RESCUE,C4_FPOCKET_RESCUE,1.0,6.0,R4_GEOMETRIC_RESCUE_CONTROL_ACQUISITION,离子通道,开放/关闭/失活状态和孔道口袋ensemble；Boltz-2；膜内离子通道MD,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,0.3269481,57.0,3.0,0.922114,0.95555556,0.27253056,0.13511689,8.0,2.0,0.99026424,0.9767442,True,0.06815022,0.021188617,True,True,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
RAPZEAPATHNIPO-UHFFFAOYSA-N,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,risperidone,UNII:L6UH7ZF8HC,CHEMBL1973,TYR,P14679,Tyrosinase,Enzyme,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,24,119,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,2.0,4.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.37487847,39.0,7.0,0.9471488,0.8666667,0.3129972,0.09255451,34.0,2.0,0.95410293,0.9767442,True,0.0069541335,0.1100775,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
FASDKYOPVNHBLU-ZETCQYMHSA-N,CCCN[C@H]1CCc2nc(N)sc2C1,pramipexole,UNII:83619PEU5T,CHEMBL1973,TYR,P14679,Tyrosinase,Enzyme,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,24,119,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,2.0,4.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.39948985,22.0,1.0,0.9707928,1.0,0.36894715,0.14322424,16.0,2.0,0.9791377,0.9767442,True,0.008344948,0.023255825,True,True,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
LEBVLXFERQHONN-UHFFFAOYSA-N,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,bupivacaine,UNII:Y8335394RO,CHEMBL1973,TYR,P14679,Tyrosinase,Enzyme,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,24,119,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,2.0,4.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.33431703,52.0,2.0,0.92906815,0.9777778,0.28699934,0.1315176,45.0,1.0,0.9388039,1.0,True,0.009735763,0.02222222,True,True,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
GZOSMCIZMLWJML-VJLLXTKPSA-N,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,abiraterone,UNII:G819A456D0,CHEMBL1973,TYR,P14679,Tyrosinase,Enzyme,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,24,119,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,2.0,4.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.43835652,10.0,7.0,0.9874826,0.8666667,0.32820022,0.05620743,27.0,1.0,0.96383864,1.0,True,0.02364397,0.13333333,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
NNACHAUCXXVJSP-UHFFFAOYSA-N,Clc1ccc(CCCOCCCN2CCCCC2)cc1,pitolisant,UNII:4BC83L4PIY,CHEMBL1973,TYR,P14679,Tyrosinase,Enzyme,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,24,119,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,2.0,4.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.3735835,40.0,5.0,0.945758,0.9111111,0.47812045,0.040261235,4.0,1.0,0.99582756,1.0,True,0.05006957,0.08888888,True,True,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
NEMGRZFTLSKBAP-LBPRGKRZSA-N,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,safinamide,UNII:90ENL74SIG,CHEMBL1973,TYR,P14679,Tyrosinase,Enzyme,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,24,119,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,2.0,4.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.3560294,44.0,1.0,0.9401947,1.0,0.43884692,0.07067485,7.0,3.0,0.99165505,0.95348835,True,0.051460326,0.04651165,True,True,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
ADEBPBSSDYVVLD-UHFFFAOYSA-N,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,donepezil,UNII:8SSC91326P,CHEMBL1973,TYR,P14679,Tyrosinase,Enzyme,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,24,119,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,2.0,4.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.32399806,59.0,5.0,0.9193324,0.9111111,0.36288038,0.14164129,19.0,1.0,0.9749652,1.0,True,0.05563283,0.08888888,True,True,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
RKUNBYITZUJHSG-SPUOUPEWSA-N,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,atropine,UNII:7C0697DR9I,CHEMBL1973,TYR,P14679,Tyrosinase,Enzyme,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,24,119,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,2.0,4.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.40229768,19.0,5.0,0.9749652,0.9111111,0.25454926,0.04527049,62.0,4.0,0.91515994,0.9302325,True,0.059805274,0.019121408,True,True,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
MKJIEFSOBYUXJB-WEZHFFAMSA-N,[2H]C([2H])([2H])Oc1cc2c(cc1OC([2H])([2H])[2H])[C@@H]1CC(=O)[C@@H](CC(C)C)CN1CC2,deutetrabenazine,UNII:P341G6W9NB,CHEMBL1973,TYR,P14679,Tyrosinase,Enzyme,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,24,119,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,2.0,4.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.5944706,3.0,1.0,0.9972184,1.0,0.28063917,0.07064164,48.0,6.0,0.9346314,0.88372093,True,0.06258696,0.116279066,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
MKJIEFSOBYUXJB-HOCLYGCPSA-N,COc1cc2c(cc1OC)[C@@H]1CC(=O)[C@@H](CC(C)C)CN1CC2,tetrabenazine,UNII:Z9O08YRN8O,CHEMBL1973,TYR,P14679,Tyrosinase,Enzyme,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,24,119,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,2.0,4.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.6250807,1.0,2.0,1.0,0.9777778,0.27851182,0.07026629,50.0,5.0,0.9318498,0.90697676,True,0.06815022,0.07080102,True,True,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
WBFUHHBPNXWNCC-UHFFFAOYSA-N,Cc1n[nH]c(C)c1CCCOc1cc(C(=O)O)ccc1F,acoramidis,UNII:T12B44A1OE,CHEMBL2019,DIO1,P49895,Type I iodothyronine deiodinase,Enzyme,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,0,0,P3_LOW_CONFIDENCE_FRAGMENT_HYPOTHESIS,C6_STRUCTURE_FIRST_NO_EXACT_MODEL,,,R5_LOW_CONFIDENCE_STRUCTURE_FIRST,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.5142587,1.0,2.0,1.0,0.9777778,,,,,,,False,,,False,False,True,CONPLEX_TARGET_TOP5PCT_FRAGMENT_EXPLORATORY
GZOSMCIZMLWJML-VJLLXTKPSA-N,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,abiraterone,UNII:G819A456D0,CHEMBL2019,DIO1,P49895,Type I iodothyronine deiodinase,Enzyme,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,0,0,P3_LOW_CONFIDENCE_FRAGMENT_HYPOTHESIS,C6_STRUCTURE_FIRST_NO_EXACT_MODEL,,,R5_LOW_CONFIDENCE_STRUCTURE_FIRST,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.4776199,2.0,6.0,0.9986092,0.8888889,,,,,,,False,,,False,False,True,CONPLEX_TARGET_TOP5PCT_FRAGMENT_EXPLORATORY
ASMXXROZKSBQIH-VITNCHFBSA-N,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1,aclidinium,UNII:K17VY42F6C,CHEMBL2019,DIO1,P49895,Type I iodothyronine deiodinase,Enzyme,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,0,0,P3_LOW_CONFIDENCE_FRAGMENT_HYPOTHESIS,C6_STRUCTURE_FIRST_NO_EXACT_MODEL,,,R5_LOW_CONFIDENCE_STRUCTURE_FIRST,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.46295416,3.0,4.0,0.9972184,0.93333334,,,,,,,False,,,False,False,True,CONPLEX_TARGET_TOP5PCT_FRAGMENT_EXPLORATORY
CYQFCXCEBYINGO-IAGOWNOFSA-N,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,dronabinol,UNII:7J8897W37S,CHEMBL2019,DIO1,P49895,Type I iodothyronine deiodinase,Enzyme,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,0,0,P3_LOW_CONFIDENCE_FRAGMENT_HYPOTHESIS,C6_STRUCTURE_FIRST_NO_EXACT_MODEL,,,R5_LOW_CONFIDENCE_STRUCTURE_FIRST,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.46105313,4.0,4.0,0.99582756,0.93333334,,,,,,,False,,,False,False,True,CONPLEX_TARGET_TOP5PCT_FRAGMENT_EXPLORATORY
VMWNQDUVQKEIOC-CYBMUJFWSA-N,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,apomorphine,UNII:N21FAR7B4S,CHEMBL2019,DIO1,P49895,Type I iodothyronine deiodinase,Enzyme,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,0,0,P3_LOW_CONFIDENCE_FRAGMENT_HYPOTHESIS,C6_STRUCTURE_FIRST_NO_EXACT_MODEL,,,R5_LOW_CONFIDENCE_STRUCTURE_FIRST,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W3_CONTROL_OR_STRUCTURE_ACQUISITION,0.44379073,5.0,8.0,0.99443674,0.84444445,,,,,,,False,,,False,False,True,CONPLEX_TARGET_TOP5PCT_FRAGMENT_EXPLORATORY
