ligand_inchikey,ligand_smiles,drug_names,project_entity_ids,target_chembl_id,gene_symbol,uniprot_accession,target_name,target_class_l1,assay_lane,calibration_status,positive_compounds,negative_compounds,computed_pocket_evidence,pocket_consensus_class,best_method_match_p2rank_rank,best_method_match_fpocket_rank,evidence_compute_route,target_compute_class_zh,class_specific_compute_bundle_zh,wetlab_priority,conplex_score,conplex_rank_within_target,conplex_rank_within_ligand_46,conplex_percentile_within_target,conplex_percentile_within_ligand_46,drugclip_predicted_pocket_cosine_mean,drugclip_predicted_pocket_sixfold_std,drugclip_rank_within_target,drugclip_rank_within_ligand_44,drugclip_percentile_within_target,drugclip_percentile_within_ligand_44,drugclip_formal_eligible,dta_target_percentile_disagreement,dta_ligand_percentile_disagreement,dta_target_top10pct_concordant,dta_bidirectional_top10pct_concordant,sequence_only_fragment_exploratory_top5pct,shortlist_route
KQKPFRSPSRPDEB-UHFFFAOYSA-N,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,sumatriptan,UNII:8R78F6L9VO,CHEMBL2063,UGCG,Q16739,Ceramide glucosyltransferase,Enzyme,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,207,21,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,1.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.33360016,52.0,6.0,0.92906815,0.8888889,0.20418553,0.043650214,18.0,8.0,0.976356,0.8372093,True,0.04728788,0.05167961,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
VGKDLMBJGBXTGI-SJCJKPOMSA-N,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,sertraline,UNII:QUC7NX6WMB,CHEMBL2063,UGCG,Q16739,Ceramide glucosyltransferase,Enzyme,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,207,21,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,1.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.40234953,25.0,4.0,0.9666203,0.93333334,0.14836593,0.098584086,66.0,15.0,0.9095967,0.67441857,True,0.057023644,0.25891477,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
HKHCSWPSUSWGLI-CABCVRRESA-N,c1ccc2cc([C@]34CNC[C@H]3C4)ccc2c1,centanafadine,UNII:D2A6T4UH9C,CHEMBL2063,UGCG,Q16739,Ceramide glucosyltransferase,Enzyme,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,207,21,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,1.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.32855868,55.0,3.0,0.9248957,0.95555556,0.234439,0.05294256,8.0,6.0,0.99026424,0.88372093,True,0.06536853,0.071834624,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
MRBDMNSDAVCSSF-UHFFFAOYSA-N,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,phentolamine,UNII:Z468598HBV,CHEMBL2063,UGCG,Q16739,Ceramide glucosyltransferase,Enzyme,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,207,21,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,1.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.3074283,66.0,5.0,0.9095967,0.9111111,0.2260881,0.08428968,13.0,3.0,0.98331016,0.95348835,True,0.07371348,0.042377234,True,True,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
KAQKFAOMNZTLHT-OZUDYXHBSA-N,CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)O[C@H]2C[C@H]1O,epoprostenol,UNII:DCR9Z582X0,CHEMBL2073,YES1,P07947,Tyrosine-protein kinase Yes,Enzyme,KINASE_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,126,348,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,2.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,激酶,预测ATP/变构口袋ensemble；历史正负对照校准GNINA；Boltz-2多seed；通过门控后短程MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.035850838,70.0,44.0,0.90403336,0.04444444,0.19054878,0.056911774,72.0,11.0,0.90125173,0.76744187,True,0.0027816296,0.7229974,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
MWKYMZXCGYXLPL-ZDUSSCGKSA-N,CCC(=O)N1CC[C@H](Nc2ncnc3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1,leniolisib,UNII:L22772Z9CP,CHEMBL2073,YES1,P07947,Tyrosine-protein kinase Yes,Enzyme,KINASE_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,126,348,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,2.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,激酶,预测ATP/变构口袋ensemble；历史正负对照校准GNINA；Boltz-2多seed；通过门控后短程MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.07694679,31.0,30.0,0.9582754,0.35555553,0.25792167,0.10541218,27.0,1.0,0.96383864,1.0,True,0.005563259,0.64444447,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
HIFJCPQKFCZDDL-ACWOEMLNSA-N,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,iloprost,UNII:JED5K35YGL,CHEMBL2073,YES1,P07947,Tyrosine-protein kinase Yes,Enzyme,KINASE_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,126,348,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,2.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,激酶,预测ATP/变构口袋ensemble；历史正负对照校准GNINA；Boltz-2多seed；通过门控后短程MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.046104018,50.0,43.0,0.9318498,0.06666666,0.19919805,0.06676204,65.0,7.0,0.9109875,0.8604651,True,0.020862281,0.79379845,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
FIKPXCOQUIZNHB-WDEREUQCSA-N,C[C@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1,repotrectinib,UNII:08O3FQ4UNP,CHEMBL2073,YES1,P07947,Tyrosine-protein kinase Yes,Enzyme,KINASE_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,126,348,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,2.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,激酶,预测ATP/变构口袋ensemble；历史正负对照校准GNINA；Boltz-2多seed；通过门控后短程MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.15024735,18.0,30.0,0.976356,0.35555553,0.21456993,0.12482362,54.0,2.0,0.9262865,0.9767442,True,0.05006951,0.62118864,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
HJBWBFZLDZWPHF-UHFFFAOYSA-N,CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,apalutamide,UNII:4T36H88UA7,CHEMBL2073,YES1,P07947,Tyrosine-protein kinase Yes,Enzyme,KINASE_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,126,348,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,2.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,激酶,预测ATP/变构口袋ensemble；历史正负对照校准GNINA；Boltz-2多seed；通过门控后短程MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.077230394,30.0,31.0,0.9596662,0.3333333,0.19840802,0.07736299,66.0,2.0,0.9095967,0.9767442,True,0.05006951,0.64341086,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
YIBOMRUWOWDFLG-ONEGZZNKSA-N,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,rilpivirine,UNII:FI96A8X663,CHEMBL2073,YES1,P07947,Tyrosine-protein kinase Yes,Enzyme,KINASE_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,126,348,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,2.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,激酶,预测ATP/变构口袋ensemble；历史正负对照校准GNINA；Boltz-2多seed；通过门控后短程MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.470516,5.0,1.0,0.99443674,1.0,0.22643684,0.09012783,41.0,1.0,0.9443672,1.0,True,0.05006957,0.0,True,True,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
NEMGRZFTLSKBAP-LBPRGKRZSA-N,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,safinamide,UNII:90ENL74SIG,CHEMBL2073,YES1,P07947,Tyrosine-protein kinase Yes,Enzyme,KINASE_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,126,348,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,2.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,激酶,预测ATP/变构口袋ensemble；历史正负对照校准GNINA；Boltz-2多seed；通过门控后短程MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.20898946,15.0,5.0,0.98052853,0.9111111,0.21123992,0.15183695,57.0,9.0,0.922114,0.8139535,True,0.05841452,0.0971576,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
PYGWGZALEOIKDF-UHFFFAOYSA-N,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,etravirine,UNII:0C50HW4FO1,CHEMBL2073,YES1,P07947,Tyrosine-protein kinase Yes,Enzyme,KINASE_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,126,348,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,2.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,激酶,预测ATP/变构口袋ensemble；历史正负对照校准GNINA；Boltz-2多seed；通过门控后短程MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.30593207,12.0,2.0,0.984701,0.9777778,0.20837264,0.08710262,58.0,2.0,0.9207232,0.9767442,True,0.06397778,0.0010336041,True,True,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
MCGSCOLBFJQGHM-SCZZXKLOSA-N,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,abacavir,UNII:WR2TIP26VS,CHEMBL2073,YES1,P07947,Tyrosine-protein kinase Yes,Enzyme,KINASE_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,126,348,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,2.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,激酶,预测ATP/变构口袋ensemble；历史正负对照校准GNINA；Boltz-2多seed；通过门控后短程MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.035747617,71.0,41.0,0.90264255,0.111111104,0.33289865,0.09661231,10.0,3.0,0.9874826,0.95348835,True,0.08484006,0.84237725,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
IDUYJRXRDSPPRC-NRFANRHFSA-N,O[C@@](Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OCC(F)(F)F)cc2)cn1,oteseconazole,UNII:VHH774W97N,CHEMBL2216739,CPT1B,Q92523,"Carnitine O-palmitoyltransferase 1, muscle isoform",Transporter,TRANSPORTER_MEMBRANE_FUNCTIONAL,T1_RICH_POSITIVE_NEGATIVE,50,81,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,30.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,转运体,内向/外向状态和底物通道口袋ensemble；历史对照校准；Boltz-2；膜环境MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.05648271,35.0,23.0,0.9527121,0.51111114,0.32456496,0.16146025,39.0,1.0,0.9471488,1.0,True,0.0055633187,0.48888886,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
ZBBHBTPTTSWHBA-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,nicardipine,UNII:CZ5312222S,CHEMBL2216739,CPT1B,Q92523,"Carnitine O-palmitoyltransferase 1, muscle isoform",Transporter,TRANSPORTER_MEMBRANE_FUNCTIONAL,T1_RICH_POSITIVE_NEGATIVE,50,81,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,30.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,转运体,内向/外向状态和底物通道口袋ensemble；历史对照校准；Boltz-2；膜环境MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.044302493,54.0,25.0,0.9262865,0.46666664,0.26280227,0.14594284,67.0,3.0,0.90820587,0.95348835,True,0.018080652,0.4868217,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
QRPZBKAMSFHVRW-UHFFFAOYSA-N,COc1cnc(-n2cnc(C)n2)c2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c12,fostemsavir,UNII:97IQ273H4L,CHEMBL2216739,CPT1B,Q92523,"Carnitine O-palmitoyltransferase 1, muscle isoform",Transporter,TRANSPORTER_MEMBRANE_FUNCTIONAL,T1_RICH_POSITIVE_NEGATIVE,50,81,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,30.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,转运体,内向/外向状态和底物通道口袋ensemble；历史对照校准；Boltz-2；膜环境MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.071854904,18.0,15.0,0.976356,0.6888889,0.31561336,0.14342564,43.0,1.0,0.94158554,1.0,True,0.03477049,0.3111111,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
KIHYPELVXPAIDH-HNSNBQBZSA-N,CCc1cc(/C(C)=N/OCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1,siponimod,UNII:RR6P8L282I,CHEMBL2216739,CPT1B,Q92523,"Carnitine O-palmitoyltransferase 1, muscle isoform",Transporter,TRANSPORTER_MEMBRANE_FUNCTIONAL,T1_RICH_POSITIVE_NEGATIVE,50,81,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,30.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,转运体,内向/外向状态和底物通道口袋ensemble；历史对照校准；Boltz-2；膜环境MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.29839098,1.0,6.0,1.0,0.8888889,0.34154645,0.09916779,33.0,4.0,0.95549375,0.9302325,True,0.04450625,0.04134363,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
VWUXBMIQPBEWFH-WCCTWKNTSA-N,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,fulvestrant,UNII:22X328QOC4,CHEMBL2216739,CPT1B,Q92523,"Carnitine O-palmitoyltransferase 1, muscle isoform",Transporter,TRANSPORTER_MEMBRANE_FUNCTIONAL,T1_RICH_POSITIVE_NEGATIVE,50,81,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,30.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,转运体,内向/外向状态和底物通道口袋ensemble；历史对照校准；Boltz-2；膜环境MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.06525962,25.0,27.0,0.9666203,0.4222222,0.25680974,0.07427758,70.0,6.0,0.90403336,0.88372093,True,0.06258696,0.46149874,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
LKJPYSCBVHEWIU-UHFFFAOYSA-N,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,bicalutamide,UNII:A0Z3NAU9DP,CHEMBL2243,FAAH,O00519,Fatty-acid amide hydrolase 1,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,1069,210,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,1.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.21099323,18.0,25.0,0.976356,0.46666664,0.40209523,0.09792208,22.0,2.0,0.9707928,0.9767442,True,0.005563259,0.51007754,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
OUBCNLGXQFSTLU-UHFFFAOYSA-N,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],nitisinone,UNII:K5BN214699,CHEMBL2243,FAAH,O00519,Fatty-acid amide hydrolase 1,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,1069,210,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,1.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.120327875,55.0,36.0,0.9248957,0.22222221,0.29797137,0.057511244,65.0,3.0,0.9109875,0.95348835,True,0.013908207,0.73126614,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
CSKDFZIMJXRJGH-VWLPUNTISA-N,O=C(NN1C(=O)[C@@H]2[C@@H]3C=C[C@@H]([C@H]4C[C@@H]34)[C@@H]2C1=O)c1ccc(C(F)(F)F)cc1,tecovirimat,UNII:F925RR824R,CHEMBL2243,FAAH,O00519,Fatty-acid amide hydrolase 1,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,1069,210,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,1.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.16098675,31.0,33.0,0.9582754,0.28888887,0.41316664,0.07392057,20.0,3.0,0.9735744,0.95348835,True,0.015299022,0.6645995,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
VGKDLMBJGBXTGI-SJCJKPOMSA-N,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,sertraline,UNII:QUC7NX6WMB,CHEMBL2243,FAAH,O00519,Fatty-acid amide hydrolase 1,Enzyme,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,1069,210,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,1.0,1.0,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,0.10526948,62.0,36.0,0.91515994,0.22222221,0.37030804,0.1315596,34.0,1.0,0.95410293,1.0,True,0.038942993,0.7777778,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
VZZJRYRQSPEMTK-CALCHBBNSA-N,Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,sonidegib,UNII:0RLU3VTK5M,CHEMBL2331042,KCNK18,Q7Z418,Potassium channel subfamily K member 18,Ion channel,ION_CHANNEL_FUNCTIONAL,T5_SPARSE_OR_NONE,0,0,P2_FPOCKET_GEOMETRIC_RESCUE,C4_FPOCKET_RESCUE,2.0,6.0,R4_GEOMETRIC_RESCUE_CONTROL_ACQUISITION,离子通道,开放/关闭/失活状态和孔道口袋ensemble；Boltz-2；膜内离子通道MD,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,0.2667684,28.0,3.0,0.9624478,0.95555556,0.22687487,0.099092565,28.0,3.0,0.9624478,0.95348835,True,0.0,0.0020672083,True,True,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
GMRQFYUYWCNGIN-NKMMMXOESA-N,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,calcitriol,UNII:FXC9231JVH,CHEMBL2331042,KCNK18,Q7Z418,Potassium channel subfamily K member 18,Ion channel,ION_CHANNEL_FUNCTIONAL,T5_SPARSE_OR_NONE,0,0,P2_FPOCKET_GEOMETRIC_RESCUE,C4_FPOCKET_RESCUE,2.0,6.0,R4_GEOMETRIC_RESCUE_CONTROL_ACQUISITION,离子通道,开放/关闭/失活状态和孔道口袋ensemble；Boltz-2；膜内离子通道MD,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,0.21954747,64.0,16.0,0.9123783,0.6666666,0.18138127,0.12967871,49.0,2.0,0.9332406,0.9767442,True,0.020862281,0.31007755,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
CYQFCXCEBYINGO-IAGOWNOFSA-N,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,dronabinol,UNII:7J8897W37S,CHEMBL2331042,KCNK18,Q7Z418,Potassium channel subfamily K member 18,Ion channel,ION_CHANNEL_FUNCTIONAL,T5_SPARSE_OR_NONE,0,0,P2_FPOCKET_GEOMETRIC_RESCUE,C4_FPOCKET_RESCUE,2.0,6.0,R4_GEOMETRIC_RESCUE_CONTROL_ACQUISITION,离子通道,开放/关闭/失活状态和孔道口袋ensemble；Boltz-2；膜内离子通道MD,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,0.27502108,23.0,15.0,0.96940196,0.6888889,0.38609853,0.12312312,3.0,2.0,0.9972184,0.9767442,True,0.027816415,0.28785527,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
MBBCVAKAJPKAKM-UHFFFAOYSA-N,O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,lomitapide,UNII:82KUB0583F,CHEMBL2331042,KCNK18,Q7Z418,Potassium channel subfamily K member 18,Ion channel,ION_CHANNEL_FUNCTIONAL,T5_SPARSE_OR_NONE,0,0,P2_FPOCKET_GEOMETRIC_RESCUE,C4_FPOCKET_RESCUE,2.0,6.0,R4_GEOMETRIC_RESCUE_CONTROL_ACQUISITION,离子通道,开放/关闭/失活状态和孔道口袋ensemble；Boltz-2；膜内离子通道MD,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,0.25771284,32.0,5.0,0.95688456,0.9111111,0.26673022,0.078196004,10.0,7.0,0.9874826,0.8604651,True,0.030598044,0.050646007,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
VGKDLMBJGBXTGI-SJCJKPOMSA-N,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,sertraline,UNII:QUC7NX6WMB,CHEMBL2331042,KCNK18,Q7Z418,Potassium channel subfamily K member 18,Ion channel,ION_CHANNEL_FUNCTIONAL,T5_SPARSE_OR_NONE,0,0,P2_FPOCKET_GEOMETRIC_RESCUE,C4_FPOCKET_RESCUE,2.0,6.0,R4_GEOMETRIC_RESCUE_CONTROL_ACQUISITION,离子通道,开放/关闭/失活状态和孔道口袋ensemble；Boltz-2；膜内离子通道MD,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,0.23221253,55.0,20.0,0.9248957,0.57777774,0.22739542,0.1370544,27.0,7.0,0.96383864,0.8604651,True,0.038942933,0.28268737,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
MVGWUTBTXDYMND-QGZVFWFLSA-N,O=C(O)C[C@H]1CCc2c1[nH]c1ccc(OCc3ccc(C4CCCC4)c(C(F)(F)F)c3)cc21,etrasimod,UNII:6WH8495MMH,CHEMBL2331042,KCNK18,Q7Z418,Potassium channel subfamily K member 18,Ion channel,ION_CHANNEL_FUNCTIONAL,T5_SPARSE_OR_NONE,0,0,P2_FPOCKET_GEOMETRIC_RESCUE,C4_FPOCKET_RESCUE,2.0,6.0,R4_GEOMETRIC_RESCUE_CONTROL_ACQUISITION,离子通道,开放/关闭/失活状态和孔道口袋ensemble；Boltz-2；膜内离子通道MD,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,0.29950196,11.0,8.0,0.9860918,0.84444445,0.20119135,0.08778606,41.0,7.0,0.9443672,0.8604651,True,0.041724622,0.016020656,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
NKANXQFJJICGDU-QPLCGJKRSA-N,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,tamoxifen,UNII:094ZI81Y45,CHEMBL2331042,KCNK18,Q7Z418,Potassium channel subfamily K member 18,Ion channel,ION_CHANNEL_FUNCTIONAL,T5_SPARSE_OR_NONE,0,0,P2_FPOCKET_GEOMETRIC_RESCUE,C4_FPOCKET_RESCUE,2.0,6.0,R4_GEOMETRIC_RESCUE_CONTROL_ACQUISITION,离子通道,开放/关闭/失活状态和孔道口袋ensemble；Boltz-2；膜内离子通道MD,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,0.25417095,35.0,9.0,0.9527121,0.82222223,0.1650388,0.10275331,69.0,7.0,0.9054242,0.8604651,True,0.04728794,0.038242877,True,False,False,TWO_MODEL_TARGET_TOP10PCT_PREDICTED_POCKET
