排名,审计ID,推荐层级,老药新用类型,药物,原适应症领域,原领域英文,候选靶点,拟新用细分病种,拟新用病种英文,拟新用病种大类,优先级分数,ConPLEx分数,药物内靶点排名,OpenTargets病种分数,实验类型,风险等级,文献状态,PubMed总窗计数,上市后PubMed计数,PubMed总窗PMID,上市后PMID,是否同原适应症领域,是否同已知靶点家族
695,strict895_0164,二级复核,跨大领域老药新用,Hydrocortisone,肿瘤,Oncology,PDE4D,骨质疏松,osteoporosis,免疫/炎症,24.65741370717658,0.2983762,11,0.0029566388374776,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,否,否
696,strict895_0851,二级复核,跨领域但同靶点家族扩展,Dexamethasone,内分泌/代谢,Endocrinology/Metabolic,VDR,银屑病,psoriasis,皮肤/免疫,24.59779085029821,0.31743908,16,0.6274355755688095,核受体/转录因子 reporter,high,上市后文献有新靶点线索,43,34,41371564;40573079;39864489,41371564;40573079;39864489,否,是
697,strict895_0635,二级复核,同领域新靶点/新病种探索,Belinostat,肿瘤,Oncology,BCL2,B细胞慢性淋巴细胞白血病,B-cell chronic lymphocytic leukemia,血液肿瘤/血液病,24.570611943142886,0.21893528,36,0.7416429130285728,离子通道功能,high,上市后文献有新靶点线索,6,5,38654286;34530384;33598678,38654286;34530384;33598678,是,否
698,strict895_0679,二级复核,同领域同靶点家族扩展,Ribociclib Succinate,肿瘤,Oncology,CCND1,乳腺癌,breast cancer,实体瘤,24.328043082050698,0.35835406,28,0.663919419942994,酶/表观遗传生化,high,上市后文献有新靶点线索,17,17,42180098;41640445;41372771,42180098;41640445;41372771,是,是
699,strict895_0867,二级复核,跨领域但同靶点家族扩展,Alpelisib,肿瘤,Oncology,VKORC1,动脉粥样硬化,atherosclerosis,心血管,24.32278007577196,0.25235352,64,0.2613162581824576,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,否,是
700,strict895_0697,二级复核,同领域同靶点家族扩展,Capmatinib Hydrochloride,肿瘤,Oncology,TXNRD1,乳腺癌,breast cancer,实体瘤,24.097077822924767,0.3825127,2,0.114658599537397,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,是,是
701,strict895_0539,二级复核,同领域新靶点/新病种探索,Selinexor,肿瘤,Oncology,FLT4,乳腺癌,breast carcinoma,实体瘤,24.046725774938785,0.2056647,11,0.3014388048120942,酶/表观遗传生化,高,PubMed pair审计未见明确报道,0,0,,,是,否
702,strict895_0787,二级复核,跨大领域老药新用,Dalfampridine,心血管,Cardiovascular,TYRP1,黑色素瘤,melanoma,实体瘤,23.928571759212247,0.22364697,78,0.1255576218909147,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,否,否
703,strict895_0532,二级复核,跨大领域老药新用,Difluprednate,内分泌/代谢,Endocrinology/Metabolic,MAP2K2,银屑病,psoriasis,皮肤/免疫,23.80543446730406,0.25833455,80,0.003695798546847,激酶生化/细胞,高,PubMed pair审计未见明确报道,0,0,,,否,否
704,strict895_0877,二级复核,同领域同靶点家族扩展,Ribociclib Succinate,肿瘤,Oncology,PDGFRB,乳腺癌,breast cancer,实体瘤,23.72824886357941,0.22351468,82,0.4280398724553814,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,是,是
705,strict895_0718,二级复核,同领域同靶点家族扩展,Osimertinib Mesylate,肿瘤,Oncology,KDR,肝细胞癌,hepatocellular carcinoma,实体瘤,23.619096190241997,0.22933511,12,0.6777833062329777,酶/表观遗传生化,high,上市后文献有新靶点线索,4,4,41757675;41373548;37605832,41757675;41373548;37605832,是,是
706,strict895_0884,二级复核,同领域同靶点家族扩展,Bosutinib Monohydrate,肿瘤,Oncology,PTPRC,浆细胞骨髓瘤,plasma cell myeloma,血液肿瘤/血液病,23.429919363567663,0.274568,53,0.3088924161585629,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,是,是
707,strict895_0804,二级复核,同领域新靶点/新病种探索,Selpercatinib,肿瘤,Oncology,NFE2L2,食管腺癌,esophageal adenocarcinoma,实体瘤,23.390151028266594,0.5178294,51,0.372895601256293,核受体/转录因子 reporter,high,上市后文献有新靶点线索,3,3,41573641;40832164;38651727,41573641;40832164;38651727,是,否
708,strict895_0626,二级复核,跨领域但同靶点家族扩展,Bempedoic Acid,心血管,Cardiovascular,PNP,代谢功能障碍相关脂肪性肝炎,metabolic dysfunction-associated steatohepatitis,代谢,23.310996773843247,0.29095298,28,0.0029566388374776,酶/表观遗传生化,中高,PubMed pair审计未见明确报道,0,0,,,否,是
709,strict895_0256,二级复核,跨大领域老药新用,Rolapitant Hydrochloride,胃肠/消化,Gastroenterology,MAP2K2,心肌梗死,myocardial infarction,心血管,23.180938297125806,0.23613207,35,0.0219900013537397,激酶生化/细胞,high,PubMed pair审计未见明确报道,0,0,,,否,否
710,strict895_0842,二级复核,跨大领域老药新用,Diroximel Fumarate,神经/精神,Neurology/Psychiatry,SLC5A1,代谢功能障碍相关脂肪性肝炎,metabolic dysfunction-associated steatohepatitis,代谢,23.061843507119832,0.26308775,14,0.0941221558719927,转运体摄取/外排,high,PubMed pair审计未见明确报道,0,0,,,否,否
711,strict895_0422,二级复核,同领域新靶点/新病种探索,Fosaprepitant Dimeglumine,肿瘤,Oncology,TOP1,浆细胞骨髓瘤,plasma cell myeloma,血液肿瘤/血液病,23.036091798225442,0.2269391,5,0.2123970576989084,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,是,否
712,strict895_0881,二级复核,同领域同靶点家族扩展,Ribociclib Succinate,肿瘤,Oncology,PTK6,食管鳞癌,esophageal squamous cell carcinoma,实体瘤,23.033193449148783,0.25199664,61,0.2936303814436496,激酶生化/细胞,high,PubMed pair审计未见明确报道,0,0,,,是,是
713,strict895_0859,二级复核,同领域同靶点家族扩展,Capmatinib Hydrochloride,肿瘤,Oncology,CCND1,乳腺癌,breast cancer,实体瘤,23.022095948717364,0.20179805,55,0.663919419942994,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,是,是
714,strict895_0616,二级复核,同领域新靶点/新病种探索,Osimertinib Mesylate,肿瘤,Oncology,KCNN4,乳腺癌,breast cancer,实体瘤,22.97030477636052,0.22287728,15,0.2623421500604675,离子通道功能,中高,PubMed pair审计未见明确报道,0,0,,,是,否
715,strict895_0721,二级复核,跨领域但同靶点家族扩展,Capmatinib Hydrochloride,肿瘤,Oncology,VKORC1,动脉粥样硬化,atherosclerosis,心血管,22.670907009105296,0.21695624,42,0.2613162581824576,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,否,是
716,strict895_0459,二级复核,跨领域但同靶点家族扩展,Entrectinib,肿瘤,Oncology,INSR,心律失常,cardiac arrhythmia,心血管,22.482510331459334,0.34225914,2,0.2597222428796741,酶/表观遗传生化,高,上市后文献有新靶点线索,3,1,37208827;28465216;28077299,37208827,否,是
717,strict895_0675,二级复核,跨领域但同靶点家族扩展,Argatroban,心血管,Cardiovascular,TYRP1,黑色素瘤,melanoma,实体瘤,22.34531849254558,0.2754344,3,0.1255576218909147,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,否,是
718,strict895_0397,二级复核,跨大领域老药新用,Acyclovir,感染性疾病,Infectious Disease,IKBKB,乳腺癌,breast carcinoma,实体瘤,22.316384069888503,0.21028414,7,0.3038425571802298,激酶生化/细胞,high,上市后文献有新靶点线索,1,1,40109148,40109148,否,否
719,strict895_0890,二级复核,跨领域但同靶点家族扩展,Ensartinib Hydrochloride,肿瘤,Oncology,CYP17A1,乳腺癌,breast carcinoma,实体瘤,22.273470107277348,0.27888957,4,0.1151980818049193,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,否,是
720,strict895_0409,二级复核,同领域新靶点/新病种探索,Rocuronium Bromide,神经/精神,Neurology/Psychiatry,KCNMA1,精神分裂症,schizophrenia,神经/精神,22.25919489555889,0.36427146,3,0.0708085968396544,离子通道功能,high,PubMed pair审计未见明确报道,0,0,,,是,否
721,strict895_0192,二级复核,跨领域但同靶点家族扩展,Difluprednate,内分泌/代谢,Endocrinology/Metabolic,TP53,银屑病,psoriasis,皮肤/免疫,22.22291597667403,0.53425455,1,0.098796265629957,核受体/转录因子 reporter,high,PubMed pair审计未见明确报道,0,0,,,否,是
722,strict895_0556,二级复核,同领域同靶点家族扩展,Afatinib Dimaleate,肿瘤,Oncology,FLT1,慢性肾病,chronic kidney disease,肾脏,22.18547506805461,0.31428137,13,0.0378819763579827,酶/表观遗传生化,中高,PubMed pair审计未见明确报道,0,0,,,是,是
723,strict895_0735,二级复核,同领域新靶点/新病种探索,Ramelteon,神经/精神,Neurology/Psychiatry,SV2A,脊髓损伤,spinal cord injury,免疫/炎症,22.165040680739303,0.22100756,7,0.2748750169217469,转运体摄取/外排,high,PubMed pair审计未见明确报道,0,0,,,是,否
724,strict895_0648,二级复核,跨领域但同靶点家族扩展,Capmatinib Hydrochloride,肿瘤,Oncology,TYRP1,黑色素瘤,melanoma,实体瘤,22.111609959212245,0.27042636,12,0.1255576218909147,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,否,是
725,strict895_0843,二级复核,同领域同靶点家族扩展,Ribociclib Succinate,肿瘤,Oncology,FGFR3,头颈鳞癌,head and neck squamous cell carcinoma,实体瘤,22.012891444694297,0.2265366,77,0.3455340790234503,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,是,是
726,strict895_0834,二级复核,同领域同靶点家族扩展,Cabozantinib S-Malate,肿瘤,Oncology,FLT1,慢性肾病,chronic kidney disease,肾脏,21.85234446805461,0.58718264,7,0.0378819763579827,酶/表观遗传生化,high,上市后文献有新靶点线索,3,3,39173673;37172939;30170190,39173673;37172939;30170190,是,是
727,strict895_0895,二级复核,同领域同靶点家族扩展,Trifarotene,肿瘤,Oncology,TP53,乳腺癌,breast carcinoma,实体瘤,21.84856742042689,0.28444052,75,0.6625782142411952,核受体/转录因子 reporter,high,PubMed pair审计未见明确报道,0,0,,,是,是
728,strict895_0471,二级复核,跨大领域老药新用,Ribociclib Succinate,肿瘤,Oncology,SLC29A1,,,实体瘤,21.71622813333333,0.27963346,50,0.0,转运体摄取/外排,高,PubMed pair审计未见明确报道,0,0,,,否,否
729,strict895_0454,二级复核,同领域新靶点/新病种探索,Entrectinib,肿瘤,Oncology,SLC6A4,口腔鳞癌,oral cavity squamous cell carcinoma,实体瘤,21.58779501387842,0.33609918,4,0.0105111087649668,转运体摄取/外排,高,PubMed pair审计未见明确报道,0,0,,,是,否
730,strict895_0814,二级复核,同领域同靶点家族扩展,Cabozantinib S-Malate,肿瘤,Oncology,FLT4,乳腺癌,breast carcinoma,实体瘤,21.54635864160545,0.23779969,22,0.3014388048120942,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,是,是
731,strict895_0453,二级复核,跨大领域老药新用,Hydroxychloroquine Sulfate,肿瘤,Oncology,RAF1,代谢功能障碍相关脂肪性肝炎,metabolic dysfunction-associated steatohepatitis,代谢,21.468526667144708,0.20870343,47,0.0027718489101352,激酶生化/细胞,高,PubMed pair审计未见明确报道,0,0,,,否,否
732,strict895_0462,二级复核,跨大领域老药新用,Diroximel Fumarate,神经/精神,Neurology/Psychiatry,SLC6A4,口腔鳞癌,oral cavity squamous cell carcinoma,实体瘤,21.313669613878417,0.26593935,11,0.0105111087649668,转运体摄取/外排,高,PubMed pair审计未见明确报道,0,0,,,否,否
733,strict895_0817,二级复核,同领域同靶点家族扩展,Cabozantinib S-Malate,肿瘤,Oncology,PTPRC,浆细胞骨髓瘤,plasma cell myeloma,血液肿瘤/血液病,21.158708230234332,0.22589919,24,0.3088924161585629,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,是,是
734,strict895_0700,二级复核,同领域同靶点家族扩展,Capmatinib Hydrochloride,肿瘤,Oncology,ODC1,乳腺癌,breast cancer,实体瘤,20.98932274156944,0.3307109,5,0.0839769218475307,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,是,是
735,strict895_0673,二级复核,同领域同靶点家族扩展,Osimertinib Mesylate,肿瘤,Oncology,CCND1,乳腺癌,breast cancer,实体瘤,20.97045481538403,0.28640574,10,0.663919419942994,酶/表观遗传生化,high,上市后文献有新靶点线索,3,3,41887692;37855989;34590028,41887692;37855989;34590028,是,是
736,strict895_0740,二级复核,跨领域但同靶点家族扩展,Infigratinib Phosphate,肿瘤,Oncology,FLT4,慢性肾病,chronic kidney disease,肾脏,20.708445102432336,0.29447952,34,0.0133067038118076,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,否,是
737,strict895_0750,二级复核,跨领域但同靶点家族扩展,Ensartinib Hydrochloride,肿瘤,Oncology,CYP11A1,乳腺癌,breast carcinoma,实体瘤,20.207566246581663,0.27843982,5,0.0243129472554813,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,否,是
738,strict895_0465,二级复核,跨大领域老药新用,Varenicline Tartrate,肿瘤,Oncology,VEGFA,,,心血管,20.10997653333333,0.20235664,6,0.0,酶/表观遗传生化,高,PubMed pair审计未见明确报道,0,0,,,否,否
739,strict895_0526,二级复核,同领域新靶点/新病种探索,Sonidegib Phosphate,肿瘤,Oncology,SLC6A4,口腔鳞癌,oral cavity squamous cell carcinoma,实体瘤,20.069022747211754,0.30355406,41,0.0105111087649668,转运体摄取/外排,高,PubMed pair审计未见明确报道,0,0,,,是,否
740,strict895_0444,二级复核,跨大领域老药新用,Belinostat,肿瘤,Oncology,SLC29A1,,,实体瘤,20.033912066666666,0.24358383,23,0.0,转运体摄取/外排,high,PubMed pair审计未见明确报道,0,0,,,否,否
741,strict895_0514,暂缓,同领域新靶点/新病种探索,Regadenoson,心血管,Cardiovascular,SLC29A1,,,实体瘤,19.828720399999998,0.30347258,13,0.0,转运体摄取/外排,高,PubMed pair审计未见明确报道,0,0,,,是,否
742,strict895_0783,暂缓,同领域新靶点/新病种探索,Diazepam,神经/精神,Neurology/Psychiatry,SLC6A3,,,神经/精神,19.51388,0.296726,36,0.0,转运体摄取/外排,high,PubMed pair审计未见明确报道,0,0,,,是,否
743,strict895_0734,暂缓,跨领域但同靶点家族扩展,Fostamatinib Disodium,免疫/炎症,Immunology/Inflammation,ENPP2,乳腺癌,breast cancer,实体瘤,19.424789662321732,0.21910357,23,0.1125906546217067,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,否,是
744,strict895_0497,暂缓,跨领域但同靶点家族扩展,Osimertinib Mesylate,肿瘤,Oncology,FLT1,慢性肾病,chronic kidney disease,肾脏,19.172545801387944,0.2497186,11,0.0378819763579827,酶/表观遗传生化,高,PubMed pair审计未见明确报道,0,0,,,否,是
745,strict895_0402,暂缓,跨大领域老药新用,Linezolid,感染性疾病,Infectious Disease,SLC34A2,肺癌,lung cancer,实体瘤,18.848757932136472,0.20307599,23,0.03134274365051,转运体摄取/外排,high,PubMed pair审计未见明确报道,0,0,,,否,否
746,strict895_0713,暂缓,跨领域但同靶点家族扩展,Capmatinib Hydrochloride,肿瘤,Oncology,CTSC,类风湿关节炎,rheumatoid arthritis,免疫/炎症,18.466765824445957,0.23751517,31,0.0318247951605612,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,否,是
747,strict895_0813,暂缓,同领域同靶点家族扩展,Entrectinib,肿瘤,Oncology,MST1R,胃癌,gastric cancer,实体瘤,18.454252854045933,0.2572995,24,0.1235678305501896,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,是,是
748,strict895_0868,暂缓,跨领域但同靶点家族扩展,Bempedoic Acid,心血管,Cardiovascular,CTSC,类风湿关节炎,rheumatoid arthritis,免疫/炎症,18.409194557779294,0.2362815,82,0.0318247951605612,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,否,是
749,strict895_0506,暂缓,跨大领域老药新用,Simeprevir Sodium,感染性疾病,Infectious Disease,SLC6A4,口腔鳞癌,oral cavity squamous cell carcinoma,实体瘤,18.35764754721175,0.20259602,12,0.0105111087649668,转运体摄取/外排,高,PubMed pair审计未见明确报道,0,0,,,否,否
750,strict895_0862,暂缓,同领域新靶点/新病种探索,Bosutinib Monohydrate,肿瘤,Oncology,TP53,乳腺癌,breast carcinoma,实体瘤,18.22827135376022,0.24971989,56,0.6625782142411952,核受体/转录因子 reporter,high,上市后文献有新靶点线索,1,1,41914395,41914395,是,否
751,strict895_0458,暂缓,跨大领域老药新用,Prednisone,内分泌/代谢,Endocrinology/Metabolic,TRPV3,银屑病,psoriasis,皮肤/免疫,17.474616535975784,0.20171851,28,0.0619741956729978,离子通道功能,高,PubMed pair审计未见明确报道,0,0,,,否,否
752,strict895_0469,暂缓,跨大领域老药新用,Infigratinib Phosphate,肿瘤,Oncology,EPAS1,慢性肾病,chronic kidney disease,肾脏,17.46918550451785,0.21294929,45,0.0828837913119044,核受体/转录因子 reporter,高,PubMed pair审计未见明确报道,0,0,,,否,否
753,strict895_0872,暂缓,同领域同靶点家族扩展,Fostamatinib Disodium,免疫/炎症,Immunology/Inflammation,ADAM17,银屑病,psoriasis,皮肤/免疫,17.463232850014812,0.26285604,18,0.0679978214821399,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,是,是
754,strict895_0826,暂缓,同领域同靶点家族扩展,Cabozantinib S-Malate,肿瘤,Oncology,FYN,乳腺癌,breast cancer,实体瘤,17.28503495727866,0.20963562,33,0.1260165640271999,激酶生化/细胞,high,PubMed pair审计未见明确报道,0,0,,,是,是
755,strict895_0769,暂缓,跨领域但同靶点家族扩展,Argatroban,心血管,Cardiovascular,CTSC,类风湿关节炎,rheumatoid arthritis,免疫/炎症,17.24357275777929,0.21130389,23,0.0318247951605612,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,否,是
756,strict895_0743,暂缓,同领域同靶点家族扩展,Fluorouracil,肿瘤,Oncology,MAPK1,乳腺癌,breast carcinoma,实体瘤,17.148780611978943,0.24858476,6,0.3058440805323976,激酶生化/细胞,high,上市后文献有新靶点线索,5,5,36264549;36204230;35960485,36264549;36204230;35960485,是,是
757,strict895_0578,暂缓,同领域同靶点家族扩展,Regorafenib,肿瘤,Oncology,FLT1,慢性肾病,chronic kidney disease,肾脏,16.99895906805461,0.33171317,9,0.0378819763579827,酶/表观遗传生化,中高,上市后文献有新靶点线索,8,8,41999263;39173673;38359495,41999263;39173673;38359495,是,是
758,strict895_0486,暂缓,跨大领域老药新用,Dexamethasone,内分泌/代谢,Endocrinology/Metabolic,PDE4D,骨质疏松,osteoporosis,免疫/炎症,16.702380440509913,0.25648263,54,0.0029566388374776,酶/表观遗传生化,高,上市后文献有新靶点线索,4,3,37559053;35917939;33032603,37559053;35917939;33032603,否,否
759,strict895_0886,暂缓,同领域同靶点家族扩展,Capmatinib Hydrochloride,肿瘤,Oncology,TXN,乳腺癌,breast cancer,实体瘤,16.422335042662567,0.22166365,40,0.1071717648590771,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,是,是
760,strict895_0833,暂缓,同领域同靶点家族扩展,Capmatinib Hydrochloride,肿瘤,Oncology,GART,黑色素瘤,melanoma,实体瘤,16.145625649638536,0.22441167,38,0.0891739725765275,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,是,是
761,strict895_0871,暂缓,同领域同靶点家族扩展,Cabozantinib S-Malate,肿瘤,Oncology,SRC,乳腺癌,breast carcinoma,实体瘤,15.64295829550267,0.21207249,31,0.3146477968371557,激酶生化/细胞,high,上市后文献有新靶点线索,20,19,41077163;40913959;37765047,41077163;40913959;37765047,是,是
762,strict895_0708,暂缓,同领域新靶点/新病种探索,Baclofen,神经/精神,Neurology/Psychiatry,SLC6A1,精神分裂症,schizophrenia,神经/精神,15.32017864107765,0.2005446,6,0.2797672877515993,转运体摄取/外排,high,上市后文献有新靶点线索,1,1,26727527,26727527,是,否
763,strict895_0684,暂缓,同领域同靶点家族扩展,Talazoparib Tosylate,肿瘤,Oncology,TOP1,浆细胞骨髓瘤,plasma cell myeloma,血液肿瘤/血液病,14.600777064892103,0.26046807,2,0.2123970576989084,酶/表观遗传生化,high,上市后文献有新靶点线索,6,6,40082588;38709212;38466804,40082588;38709212;38466804,是,是
764,strict895_0777,暂缓,跨领域但同靶点家族扩展,Levoketoconazole,内分泌/代谢,Endocrinology/Metabolic,MTOR,银屑病,psoriasis,皮肤/免疫,12.3895850442212,0.2049843,36,0.0514215278913125,激酶生化/细胞,high,上市后文献有新靶点线索,5,5,29297772;27279570;26256674,29297772;27279570;26256674,否,是
765,strict895_0827,暂缓,同领域同靶点家族扩展,Cabozantinib S-Malate,肿瘤,Oncology,EPHA2,乳腺癌,breast cancer,实体瘤,10.91900401906372,0.21298191,28,0.1472525134398691,酶/表观遗传生化,high,上市后文献有新靶点线索,2,2,41827693;41648300,41827693;41648300,是,是
766,strict895_0880,暂缓,同领域同靶点家族扩展,Cabozantinib S-Malate,肿瘤,Oncology,YES1,乳腺癌,breast carcinoma,实体瘤,10.378501336889002,0.20979702,32,0.0853914253432148,激酶生化/细胞,high,上市后文献有新靶点线索,2,2,40913959;31162771,40913959;31162771,是,是
767,strict895_0079,暂缓,跨大领域老药新用,Palbociclib,肿瘤,Oncology,GRIA2,癫痫,epilepsy,神经/精神,10.002536546420803,0.48270297,34,0.6137658346557394,离子通道功能,high,PubMed pair审计未见明确报道,0,0,,,否,否
768,strict895_0095,暂缓,跨大领域老药新用,Cobicistat,未知,,SCN4A,波动性肌强直,myotonia fluctuans,血液肿瘤/血液病,9.480771373221724,0.61343557,24,0.5547009499209655,离子通道功能,high,PubMed pair审计未见明确报道,0,0,,,否,否
769,strict895_0096,暂缓,跨大领域老药新用,Darunavir And Cobicistat,感染性疾病,Infectious Disease,SCN4A,波动性肌强直,myotonia fluctuans,血液肿瘤/血液病,9.480771373221724,0.61343557,24,0.5547009499209655,离子通道功能,high,PubMed pair审计未见明确报道,0,0,,,否,否
770,strict895_0090,暂缓,跨大领域老药新用,Selpercatinib,肿瘤,Oncology,KCNH2,心律失常,cardiac arrhythmia,心血管,9.461722371352352,0.56039065,27,0.7316321053934379,离子通道功能,high,PubMed pair审计未见明确报道,0,0,,,否,否
771,strict895_0018,暂缓,跨大领域老药新用,Ledipasvir,感染性疾病,Infectious Disease,CCND1,乳腺癌,breast cancer,实体瘤,8.223275682050698,0.44182333,20,0.663919419942994,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,否,否
772,strict895_0014,暂缓,跨大领域老药新用,Atazanavir Sulfate,感染性疾病,Infectious Disease,CCND1,乳腺癌,breast cancer,实体瘤,7.921333015384029,0.43535313,10,0.663919419942994,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,否,否
773,strict895_0262,暂缓,跨大领域老药新用,Atazanavir Sulfate,感染性疾病,Infectious Disease,KCND3,心律失常,cardiac arrhythmia,心血管,7.247090739657683,0.4533222,8,0.5522394699107118,离子通道功能,high,PubMed pair审计未见明确报道,0,0,,,否,否
774,strict895_0023,暂缓,跨大领域老药新用,Conivaptan Hydrochloride,胃肠/消化,Gastroenterology,CCND1,乳腺癌,breast cancer,实体瘤,7.127143348717361,0.41833478,1,0.663919419942994,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,否,否
775,strict895_0022,暂缓,跨大领域老药新用,Elbasvir,感染性疾病,Infectious Disease,CCND1,乳腺癌,breast cancer,实体瘤,6.257441882050696,0.39969832,13,0.663919419942994,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,否,否
776,strict895_0488,暂缓,同领域新靶点/新病种探索,Enzalutamide,肿瘤,Oncology,AKT1,乳腺癌,breast carcinoma,实体瘤,6.1260733928846065,0.47988617,28,0.6250986130170937,激酶生化/细胞,高,上市后文献有新靶点线索,7,7,41897538;39306478;39244005,41897538;39306478;39244005,是,否
777,strict895_0307,暂缓,同领域新靶点/新病种探索,Fludarabine Phosphate,肿瘤,Oncology,SCN4A,波动性肌强直,myotonia fluctuans,血液肿瘤/血液病,6.071250839888389,0.49122456,27,0.5547009499209655,离子通道功能,高,PubMed pair审计未见明确报道,0,0,,,是,否
778,strict895_0344,暂缓,同领域新靶点/新病种探索,Enzalutamide,肿瘤,Oncology,CDK4,乳腺癌,breast cancer,实体瘤,5.508344050717119,0.463938,48,0.6307216615133534,激酶生化/细胞,高,上市后文献有新靶点线索,21,21,42310675;42248826;41167216,42310675;42248826;41167216,是,否
779,strict895_0149,暂缓,同领域新靶点/新病种探索,Trifarotene,肿瘤,Oncology,CCND1,乳腺癌,breast cancer,实体瘤,5.10546054871736,0.43929872,11,0.663919419942994,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,是,否
780,strict895_0342,暂缓,同领域新靶点/新病种探索,Apalutamide,肿瘤,Oncology,CDK4,乳腺癌,breast cancer,实体瘤,5.013482317383785,0.45333382,7,0.6307216615133534,激酶生化/细胞,高,上市后文献有新靶点线索,3,3,41167216;36823372;35617640,41167216;36823372;35617640,是,否
781,strict895_0229,暂缓,跨大领域老药新用,Tecovirimat,感染性疾病,Infectious Disease,CCND1,乳腺癌,breast cancer,实体瘤,4.452093348717362,0.36101228,66,0.663919419942994,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,否,否
782,strict895_0205,暂缓,跨大领域老药新用,Daclatasvir Dihydrochloride,感染性疾病,Infectious Disease,CCND1,乳腺癌,breast cancer,实体瘤,4.271211948717362,0.35713625,72,0.663919419942994,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,否,否
783,strict895_0711,暂缓,跨大领域老药新用,Difluprednate,内分泌/代谢,Endocrinology/Metabolic,PTPN11,急性髓系白血病,acute myeloid leukemia,血液肿瘤/血液病,4.2418881381063684,0.2592474,77,0.6434226431750978,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,否,否
784,strict895_0195,暂缓,跨大领域老药新用,Cobicistat,未知,,CCND1,乳腺癌,breast cancer,实体瘤,2.9832096153840304,0.3295362,99,0.663919419942994,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,否,否
785,strict895_0131,暂缓,跨大领域老药新用,Rocuronium Bromide,神经/精神,Neurology/Psychiatry,KRAS,非小细胞肺癌,non-small cell lung carcinoma,实体瘤,2.3721096000000017,0.25083092,39,0.803548887170282,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,否,否
786,strict895_0470,暂缓,同领域新靶点/新病种探索,Fentanyl Citrate,神经/精神,Neurology/Psychiatry,SLC6A1,精神分裂症,schizophrenia,神经/精神,1.9061510410776528,0.49167258,20,0.2797672877515993,转运体摄取/外排,高,PubMed pair审计未见明确报道,0,0,,,是,否
787,strict895_0359,暂缓,同领域同靶点家族扩展,Trifarotene,肿瘤,Oncology,AR,前列腺癌,prostate cancer,实体瘤,1.5992284000000012,0.38426918,20,0.8026045909519542,核受体/转录因子 reporter,高,PubMed pair审计未见明确报道,0,0,,,是,是
788,strict895_0203,暂缓,跨大领域老药新用,Acyclovir,感染性疾病,Infectious Disease,AKT2,乳腺癌,breast cancer,实体瘤,1.056820200961031,0.20344625,20,0.5731553422649348,激酶生化/细胞,high,PubMed pair审计未见明确报道,0,0,,,否,否
789,strict895_0608,暂缓,跨大领域老药新用,Abacavir Sulfate,感染性疾病,Infectious Disease,AKT2,乳腺癌,breast cancer,实体瘤,0.9190042009610302,0.20049305,65,0.5731553422649348,激酶生化/细胞,高,PubMed pair审计未见明确报道,0,0,,,否,否
790,strict895_0207,暂缓,跨大领域老药新用,Risdiplam,其他,Other,CCND1,乳腺癌,breast cancer,实体瘤,0.68556554871736,0.28030097,31,0.663919419942994,酶/表观遗传生化,high,PubMed pair审计未见明确报道,0,0,,,否,否
