ligand_inchikey,drug_names,project_entity_ids,active_target_count,experimental_pocket_targets,recovered_no_experimental_pocket_targets,chembl37_moa_pairs,strict_positive_pairs,conflicting_pairs,grey_negative_inactive_pairs,nonstrict_activity_only_pairs,local_unreported_pairs,physical_pairs_completed,stable_physical_pairs,local_unreported_physical_support_pairs,local_unreported_stable_pairs,top_local_unreported_target,top_local_unreported_target_chembl_id,top_local_unreported_evidence_stage,drug_centric_program_rank,pair_count_d0_chembl37_recorded,pair_count_d1_external_rediscovery_control,pair_count_d2_local_unreported_stable_awaiting_literature_audit,pair_count_d3_external_non_support_hold,pair_count_d4_local_unreported_physical_not_stable,pair_count_d5_local_unreported_dta_only,pair_count_d6_target_gate_hold,pair_count_d7_literature_selectivity_risk,top_v6_literature_audit_target,top_v6_literature_audit_target_chembl_id,top_v6_literature_audit_pair_id,pair_count_v7_d0_chembl37_recorded,pair_count_v7_d1_external_rediscovery_control,pair_count_v7_d3_external_non_support_hold,pair_count_v7_d4_local_unreported_physical_not_stable,pair_count_v7_d5_local_unreported_dta_only,pair_count_v7_d6_target_gate_hold,pair_count_v7_d7_literature_selectivity_risk,pair_count_v7_v7_d0_structured_external_rediscovery,pair_count_v7_v7_d1_literature_direct_rediscovery,pair_count_v7_v7_d2_direct_enzyme_context_not_classic_target,pair_count_v7_v7_d3_kirhub_biochemical_rediscovery,pair_count_v7_v7_d4_external_assay_non_support_or_weak,pair_count_v7_v7_d5_computational_precedent_only,pair_count_v7_v7_d6_unvalidated_confounder_or_hotspot_risk,pair_count_v7_v7_d7_unvalidated_cleaner_hypothesis,top_relation_ranker_gene_v7,top_relation_ranker_target_chembl_id_v7,top_relation_ranker_rank_v7,top_relation_ranker_score_v7,top_new_target_ranker_gene_v7,top_new_target_ranker_target_chembl_id_v7,top_new_target_ranker_rank_v7,top_new_target_ranker_score_v7,kirhub_wt_pairs_tested_v7,kirhub_wt_strong_pairs_v7,common_hotspot_active_measurements_v7,common_hotspot_active_target_pairs_v7,prospective_unvalidated_case_count_v7,database_gap_rediscovery_control_count_v7,top_advanced_overall_gene_v8,top_advanced_overall_target_chembl_id_v8,top_advanced_overall_rank_v8,top_advanced_overall_score_v8,top_advanced_overall_applicability_domain_v8,top_advanced_unreported_gene_v8,top_advanced_unreported_target_chembl_id_v8,top_advanced_unreported_rank_v8,top_advanced_unreported_score_v8,top_advanced_unreported_applicability_domain_v8,v8_graph_seed_target_count,v8_external_pairs,v8_external_strict_pairs,v8_external_strict_positives,v8_mutation_application_pairs,v8_prospective_unvalidated_cases,v8_database_gap_rediscovery_controls,top_robust_coverage_gene_v9,top_robust_coverage_target_v9,top_robust_coverage_rank_v9,top_robust_coverage_score_v9,top_internal_positive_incidence_v9,v9_robust_coverage_top20_targets,v9_bindingdb_strict_positive_pairs,v9_integrated_prospective_cases,v9_structural_overrides,v10_top_seeded_gene,v10_top_seeded_target_chembl_id,v10_top_seeded_rank_185,v10_top_seeded_score,v10_top_unseeded_gene,v10_top_unseeded_target_chembl_id,v10_top_unseeded_rank_199,v10_top_unseeded_score,v10_seeded_primary_top20_targets,v10_unseeded_exploratory_top20_targets
ZIAOVIPSKUPPQW-UHFFFAOYSA-N,doravirine,UNII:913P6LK81M,384,338,46,0,0,0,0,1,383,24,1,1,1,THRB,CHEMBL1947,D1_STATE_OR_SEED_STABLE,132,1,0,1,0,20,159,203,0,THRB,CHEMBL1947,ZIAOVIPSKUPPQW-UHFFFAOYSA-N__CHEMBL1947,1,0,0,20,159,203,0,0,0,0,0,0,0,1,0,THRB,CHEMBL1947,1.0,0.8781667464872466,ESR2,CHEMBL242,1.0,0.8201786301700666,0,0,0,0,0,0,CACNA2D2,CHEMBL3896,1.0,0.062456586288703,AD3_LOW_GRAPH_SUPPORT,CACNA2D2,CHEMBL3896,1.0,0.062456586288703,AD3_LOW_GRAPH_SUPPORT,0.0,0,0,0,0,0,0,CTSK,CHEMBL268,1.0,0.98955613577,0.0,21,0,0,0,THRB,CHEMBL1947,1.0,0.8617925998052197,TP53,CHEMBL4096,1.0,1.0,20,20
CYQFCXCEBYINGO-IAGOWNOFSA-N,dronabinol,UNII:7J8897W37S,384,338,46,0,1,0,1,3,379,25,1,1,1,NR1H3,CHEMBL2808,D1_STATE_OR_SEED_STABLE,133,5,0,1,0,22,157,199,0,NR1H3,CHEMBL2808,CYQFCXCEBYINGO-IAGOWNOFSA-N__CHEMBL2808,5,0,0,22,157,199,0,0,0,0,0,0,0,0,1,ESR1,CHEMBL206,1.0,0.8481879224358905,KCNJ2,CHEMBL1914276,1.0,0.8004074070193229,0,0,0,0,1,0,TRPM8,CHEMBL1075319,1.0,0.9951803740507568,AD3_LOW_GRAPH_SUPPORT,HDAC3,CHEMBL1829,2.0,0.8665198256035532,AD3_LOW_GRAPH_SUPPORT,1.0,0,0,0,0,1,0,KCNMA1,CHEMBL4304,1.0,0.976501305483,0.0115681233933161,20,0,1,0,DDC,CHEMBL1843,1.0,0.9246089017742112,VKORC1,CHEMBL1930,1.0,0.9973753,23,20
XPOQHMRABVBWPR-ZDUSSCGKSA-N,efavirenz,UNII:JE6H2O27P8,384,338,46,0,0,1,0,19,364,17,1,1,1,PLA2G7,CHEMBL3514,D1_STATE_OR_SEED_STABLE,134,20,0,1,0,11,159,193,0,PLA2G7,CHEMBL3514,XPOQHMRABVBWPR-ZDUSSCGKSA-N__CHEMBL3514,20,0,0,11,159,193,0,0,0,0,0,0,0,1,0,ANO1,CHEMBL2046267,1.0,0.903089566454676,ANO1,CHEMBL2046267,1.0,0.8569899009757229,0,0,0,0,0,0,GAA,CHEMBL2608,1.0,0.1065249157218539,AD3_LOW_GRAPH_SUPPORT,GAA,CHEMBL2608,1.0,0.1065249157218539,AD3_LOW_GRAPH_SUPPORT,0.0,0,0,0,0,0,0,ANO1,CHEMBL2046267,1.0,0.997389033943,0.0033277870216306,20,0,0,0,HPD,CHEMBL1861,1.0,0.8342783006475158,MALT1,CHEMBL3632452,1.0,1.0,26,20
HEAUOKZIVMZVQL-VWLOTQADSA-N,elagolix,UNII:5B2546MB5Z,384,338,46,0,0,0,0,6,378,22,1,1,1,PTPRB,CHEMBL2706,D1_STATE_OR_SEED_STABLE,135,6,0,1,0,17,159,201,0,PTPRB,CHEMBL2706,HEAUOKZIVMZVQL-VWLOTQADSA-N__CHEMBL2706,6,0,0,17,159,201,0,0,0,0,0,0,0,0,1,SLC5A1,CHEMBL4979,1.0,0.8563956491283072,BCL2,CHEMBL4860,1.0,0.7468418362186255,0,0,0,0,0,0,MAOA,CHEMBL1951,1.0,0.0415133249322293,AD3_LOW_GRAPH_SUPPORT,MAOA,CHEMBL1951,1.0,0.0415133249322293,AD3_LOW_GRAPH_SUPPORT,0.0,0,0,0,0,0,0,HTR3A,CHEMBL1899,1.0,0.993472584856,0.0,20,0,0,0,PKLR,CHEMBL1075126,1.0,0.8991722661092122,SLC6A9,CHEMBL2337,1.0,0.9973753,20,20
MVRHVFSOIWFBTE-INIZCTEOSA-N,elexacaftor,UNII:RRN67GMB0V,384,338,46,1,0,0,0,0,383,23,1,1,1,THRB,CHEMBL1947,D1_STATE_OR_SEED_STABLE,136,1,0,1,0,14,165,203,0,THRB,CHEMBL1947,MVRHVFSOIWFBTE-INIZCTEOSA-N__CHEMBL1947,1,0,0,14,165,203,0,0,0,0,0,0,0,1,0,KCNK2,CHEMBL2321615,1.0,0.8508995688378158,IDH1,CHEMBL2007625,1.0,0.8380210482956669,0,0,0,0,0,0,MAOA,CHEMBL1951,1.0,0.0333425673434736,AD2_MEDIUM_GRAPH_SUPPORT,MAOA,CHEMBL1951,1.0,0.0333425673434736,AD2_MEDIUM_GRAPH_SUPPORT,1.0,0,0,0,0,0,0,ESR2,CHEMBL242,1.0,0.984334203655,0.0,20,0,0,0,HDAC3,CHEMBL1829,1.0,0.8287061600906979,KCNK2,CHEMBL2321615,1.0,0.9947507,20,20
XDXWLKQMMKQXPV-QYQHSDTDSA-N,eltrombopag,UNII:S56D65XJ9G,384,338,46,0,1,0,0,3,380,20,1,1,1,PDE3A,CHEMBL241,D1_STATE_OR_SEED_STABLE,137,4,0,1,0,16,163,200,0,PDE3A,CHEMBL241,XDXWLKQMMKQXPV-QYQHSDTDSA-N__CHEMBL241,4,0,0,16,163,200,0,0,0,0,0,0,0,1,0,MGLL,CHEMBL4191,1.0,0.8529548816875551,AURKC,CHEMBL3935,1.0,0.8066779003446901,0,0,0,0,0,0,KCNH2,CHEMBL240,1.0,0.9891348173292964,AD3_LOW_GRAPH_SUPPORT,HDAC3,CHEMBL1829,2.0,0.7545332494205328,AD3_LOW_GRAPH_SUPPORT,1.0,0,0,0,0,0,0,AURKC,CHEMBL3935,1.0,0.98955613577,0.0009487666034155,20,0,0,0,AKT1,CHEMBL4282,1.0,0.9029204836245476,BCL2L1,CHEMBL4625,1.0,1.0,20,20
LZFZMUMEGBBDTC-QEJZJMRPSA-N,enalapril,UNII:69PN84IO1A,384,338,46,1,0,0,0,38,345,22,1,1,1,MME,CHEMBL1944,D1_STATE_OR_SEED_STABLE,138,39,0,1,0,17,142,185,0,MME,CHEMBL1944,LZFZMUMEGBBDTC-QEJZJMRPSA-N__CHEMBL1944,39,0,0,17,142,185,0,0,0,0,0,0,0,1,0,ACE,CHEMBL1808,1.0,0.9152106527520916,CHRNA7,CHEMBL2492,1.0,0.7603263265303013,0,0,0,0,0,0,MAOA,CHEMBL1951,1.0,0.0331877737982304,AD2_MEDIUM_GRAPH_SUPPORT,RAF1,CHEMBL1906,2.0,0.0190042992317918,AD3_LOW_GRAPH_SUPPORT,1.0,0,0,0,0,0,0,EPHX2,CHEMBL2409,1.0,0.980417754569,0.0,20,0,0,0,ACE,CHEMBL1808,1.0,0.8466010250459175,BCHE,CHEMBL1914,1.0,1.0,20,20
CSOBIBXVIYAXFM-BYNJWEBRSA-N,ensifentrine,UNII:3E3D8T1GIX,384,338,46,0,0,0,0,0,384,18,1,1,1,PLA2G7,CHEMBL3514,D1_STATE_OR_SEED_STABLE,139,0,0,1,0,16,163,204,0,PLA2G7,CHEMBL3514,CSOBIBXVIYAXFM-BYNJWEBRSA-N__CHEMBL3514,0,0,0,16,163,204,0,0,0,0,0,0,0,1,0,HTR3A,CHEMBL1899,1.0,0.8499574073349401,PLA2G7,CHEMBL3514,1.0,0.6178685410625867,0,0,0,0,0,0,MAOA,CHEMBL1951,1.0,0.2150698362990464,AD2_MEDIUM_GRAPH_SUPPORT,MAOA,CHEMBL1951,1.0,0.2150698362990464,AD2_MEDIUM_GRAPH_SUPPORT,2.0,0,0,0,0,0,0,CYP19A1,CHEMBL1978,1.0,0.993472584856,0.0009487666034155,21,0,0,0,PGR,CHEMBL208,1.0,0.6935081249917294,PRKDC,CHEMBL3142,1.0,1.0,20,20
HAYYBYPASCDWEQ-UHFFFAOYSA-N,entrectinib,UNII:L5ORF0AN1I,384,338,46,2,6,9,65,11,291,21,1,1,1,ITK,CHEMBL2959,D1_STATE_OR_SEED_STABLE,140,93,0,0,1,16,87,187,0,,,,93,0,1,16,87,187,0,0,0,0,0,0,0,0,0,ALK,CHEMBL4247,1.0,0.8805195709110457,ACVRL1,CHEMBL5311,1.0,0.8170852093815054,101,29,0,0,0,0,JAK2,CHEMBL2971,1.0,0.990218514452678,AD1_HIGH_GRAPH_SUPPORT,CA2,CHEMBL205,6.0,0.1846239701154453,AD2_MEDIUM_GRAPH_SUPPORT,8.0,101,14,1,0,0,0,JAK2,CHEMBL2971,1.0,0.997389033943,0.5891891891891892,20,0,0,0,ALK,CHEMBL4247,1.0,0.9518940840367052,ACVRL1,CHEMBL5311,1.0,0.9895013,20,20
WXCXUHSOUPDCQV-UHFFFAOYSA-N,enzalutamide,UNII:93T0T9GKNU,384,338,46,1,0,0,1,18,364,68,1,1,1,PLA2G7,CHEMBL3514,D1_STATE_OR_SEED_STABLE,141,20,0,1,0,61,108,194,0,PLA2G7,CHEMBL3514,WXCXUHSOUPDCQV-UHFFFAOYSA-N__CHEMBL3514,20,0,0,61,108,194,0,0,0,0,0,0,0,1,0,KCNQ4,CHEMBL3576,1.0,0.8411885500059654,GRIA2,CHEMBL4016,1.0,0.7833525337283435,0,0,0,0,0,0,SLC29A1,CHEMBL1997,1.0,0.37856538620119,AD2_MEDIUM_GRAPH_SUPPORT,CACNA2D2,CHEMBL3896,2.0,0.3542124357430576,AD2_MEDIUM_GRAPH_SUPPORT,1.0,0,0,0,0,0,0,CDK9,CHEMBL3116,1.0,0.986945169713,0.0022909507445589,20,0,0,0,SLC6A3,CHEMBL238,1.0,0.8530316571660747,CSNK2A1,CHEMBL3629,1.0,0.9973753,20,20
KAQKFAOMNZTLHT-OZUDYXHBSA-N,epoprostenol,UNII:DCR9Z582X0,384,338,46,0,0,0,0,1,383,16,1,1,1,PDE3A,CHEMBL241,D1_STATE_OR_SEED_STABLE,142,1,0,1,0,15,164,203,0,PDE3A,CHEMBL241,KAQKFAOMNZTLHT-OZUDYXHBSA-N__CHEMBL241,1,0,0,15,164,203,0,0,0,0,0,0,0,1,0,KCNK3,CHEMBL2321613,1.0,0.8882420500890943,INPP5D,CHEMBL1781870,1.0,0.7407940401969567,0,0,0,0,0,0,CDK2,CHEMBL301,1.0,0.0901478974914256,AD3_LOW_GRAPH_SUPPORT,CDK2,CHEMBL301,1.0,0.0901478974914256,AD3_LOW_GRAPH_SUPPORT,0.0,0,0,0,0,0,0,ANO1,CHEMBL2046267,1.0,0.994778067885,0.0034812880765883,20,0,0,0,CFD,CHEMBL2176771,1.0,0.901043917182918,EPHX2,CHEMBL2409,1.0,0.9973753,21,20
AJIPIJNNOJSSQC-NYLIRDPKSA-N,estetrol,UNII:ENB39R14VF,384,338,46,0,2,0,0,1,381,20,1,1,1,PDE4D,CHEMBL288,D1_STATE_OR_SEED_STABLE,143,3,0,1,0,18,159,203,0,PDE4D,CHEMBL288,AJIPIJNNOJSSQC-NYLIRDPKSA-N__CHEMBL288,3,0,0,18,159,203,0,0,0,0,0,0,0,0,1,ESR2,CHEMBL242,1.0,0.9891785647209445,ESR2,CHEMBL242,1.0,0.9735667444352094,0,0,0,0,0,0,CACNA2D2,CHEMBL3896,1.0,0.2918595664840834,AD1_HIGH_GRAPH_SUPPORT,CACNA2D2,CHEMBL3896,1.0,0.2918595664840834,AD1_HIGH_GRAPH_SUPPORT,2.0,0,0,0,0,0,0,ESR2,CHEMBL242,1.0,0.997389033943,0.0022909507445589,20,0,0,0,ESR1,CHEMBL206,1.0,0.9792610944748747,APEX1,CHEMBL5619,1.0,0.9973753,20,20
MVGWUTBTXDYMND-QGZVFWFLSA-N,etrasimod,UNII:6WH8495MMH,384,338,46,0,0,0,0,2,382,25,1,1,1,THRB,CHEMBL1947,D1_STATE_OR_SEED_STABLE,144,2,0,1,0,21,158,202,0,THRB,CHEMBL1947,MVGWUTBTXDYMND-QGZVFWFLSA-N__CHEMBL1947,2,0,0,21,158,202,0,0,0,0,0,0,0,1,0,SV2A,CHEMBL1998,1.0,0.8213732919734054,PPARD,CHEMBL3979,1.0,0.7680013628034795,0,0,0,0,0,0,HTR3A,CHEMBL1899,1.0,0.0184011120337019,AD3_LOW_GRAPH_SUPPORT,HTR3A,CHEMBL1899,1.0,0.0184011120337019,AD3_LOW_GRAPH_SUPPORT,0.0,0,0,0,0,0,0,HTR3A,CHEMBL1899,1.0,0.998694516971,0.0,20,0,0,0,GRIA2,CHEMBL4016,1.0,0.901043917182918,RXRA,CHEMBL2061,1.0,1.0,20,20
WJOHZNCJWYWUJD-IUGZLZTKSA-N,fluocinonide,UNII:2W4A77YPAN,384,338,46,1,0,0,0,33,350,18,1,1,1,PTPRB,CHEMBL2706,D1_STATE_OR_SEED_STABLE,145,34,0,1,0,11,149,189,0,PTPRB,CHEMBL2706,WJOHZNCJWYWUJD-IUGZLZTKSA-N__CHEMBL2706,34,0,0,11,149,189,0,0,0,0,0,0,0,0,1,NR3C2,CHEMBL1994,1.0,0.9083824643504788,CYP11B1,CHEMBL1908,1.0,0.8172335116435496,0,0,0,0,0,0,PTGS2,CHEMBL230,1.0,0.3637532369935266,AD2_MEDIUM_GRAPH_SUPPORT,CDK1,CHEMBL308,2.0,0.2893196603559946,AD2_MEDIUM_GRAPH_SUPPORT,1.0,0,0,0,0,0,0,CYP17A1,CHEMBL3522,1.0,0.996083550914,0.0115681233933161,21,0,0,0,NR3C2,CHEMBL1994,1.0,0.960984642481295,CDK9,CHEMBL3116,1.0,0.984252,20,20
YMARZQAQMVYCKC-OEMFJLHTSA-N,fosamprenavir,UNII:WOU1621EEG,384,338,46,0,0,0,1,34,349,24,1,1,1,PLA2G7,CHEMBL3514,D1_STATE_OR_SEED_STABLE,146,35,0,1,0,22,138,188,0,PLA2G7,CHEMBL3514,YMARZQAQMVYCKC-OEMFJLHTSA-N__CHEMBL3514,35,0,0,22,138,188,0,0,0,0,0,0,0,1,0,PNLIP,CHEMBL1812,1.0,0.9245771549440504,PNLIP,CHEMBL1812,1.0,0.8156540132952455,0,0,0,0,0,0,MAOA,CHEMBL1951,1.0,0.0187920333902407,AD3_LOW_GRAPH_SUPPORT,CSNK2A1,CHEMBL3629,2.0,0.0180336505456648,AD3_LOW_GRAPH_SUPPORT,0.0,0,0,0,0,0,0,CYP17A1,CHEMBL3522,1.0,0.98955613577,0.0,20,0,0,0,CFD,CHEMBL2176771,1.0,0.8998209454074634,MAPK1,CHEMBL4040,1.0,0.9947507,20,20
BARDROPHSZEBKC-OITMNORJSA-N,fosaprepitant,UNII:6L8OF9XRDC,384,338,46,0,1,0,0,14,369,14,2,1,1,PTPRB,CHEMBL2706,D1_STATE_OR_SEED_STABLE,147,15,0,1,0,8,164,196,0,PTPRB,CHEMBL2706,BARDROPHSZEBKC-OITMNORJSA-N__CHEMBL2706,15,0,0,8,164,196,0,0,0,0,0,0,0,0,1,SLC22A6,CHEMBL1641347,1.0,0.8232888684876782,BCL2,CHEMBL4860,1.0,0.7650467033904228,0,0,0,0,0,0,CYP3A4,CHEMBL340,1.0,0.9969174840187348,AD3_LOW_GRAPH_SUPPORT,MPO,CHEMBL2439,2.0,0.1720286923462582,AD2_MEDIUM_GRAPH_SUPPORT,1.0,0,0,0,0,0,0,CYP3A4,CHEMBL340,1.0,0.997389033943,0.9253731343283582,21,0,0,0,GRIA2,CHEMBL4016,1.0,0.9090953467907984,PLA2G10,CHEMBL4342,1.0,1.0,20,20
HZIYEEMJNBKMJH-UHFFFAOYSA-N,fosnetupitant,UNII:T672P80L2S,384,338,46,0,0,0,0,1,383,29,1,1,1,PTPRB,CHEMBL2706,D1_STATE_OR_SEED_STABLE,148,1,0,1,0,24,155,203,0,PTPRB,CHEMBL2706,HZIYEEMJNBKMJH-UHFFFAOYSA-N__CHEMBL2706,1,0,0,24,155,203,0,0,0,0,0,0,0,0,1,GABRA3,CHEMBL3026,1.0,0.8573206667583526,GABRA3,CHEMBL3026,1.0,0.7049448914014893,0,0,0,0,0,0,CYP19A1,CHEMBL1978,1.0,0.0143180614501333,AD3_LOW_GRAPH_SUPPORT,CYP19A1,CHEMBL1978,1.0,0.0143180614501333,AD3_LOW_GRAPH_SUPPORT,0.0,0,0,0,0,0,0,SLC6A4,CHEMBL228,1.0,0.975195822454,0.0,20,0,0,0,PPARD,CHEMBL3979,1.0,0.932784875531932,KCNK3,CHEMBL2321613,1.0,0.9973753,20,20
WAXQNWCZJDTGBU-UHFFFAOYSA-N,fosnetupitant;netupitant,UNII:7732P08TIR;UNII:T672P80L2S,384,338,46,0,0,0,0,1,383,43,1,1,1,PLA2G7,CHEMBL3514,D1_STATE_OR_SEED_STABLE,149,1,0,1,0,40,139,203,0,PLA2G7,CHEMBL3514,WAXQNWCZJDTGBU-UHFFFAOYSA-N__CHEMBL3514,1,0,0,40,139,203,0,0,0,0,0,0,0,1,0,SLC6A4,CHEMBL228,1.0,0.8103594545248849,MAP3K8,CHEMBL4899,1.0,0.7386608616298236,0,0,0,0,0,0,CACNA2D2,CHEMBL3896,1.0,0.0567330394089193,AD3_LOW_GRAPH_SUPPORT,CACNA2D2,CHEMBL3896,1.0,0.0567330394089193,AD3_LOW_GRAPH_SUPPORT,0.0,0,0,0,0,0,0,SLC6A4,CHEMBL228,1.0,0.988250652742,0.0,21,0,0,0,LYN,CHEMBL3905,1.0,0.8461098619894114,ALOX12,CHEMBL3687,1.0,0.9895013,20,20
CXOFVDLJLONNDW-UHFFFAOYSA-N,fosphenytoin,UNII:B4SF212641,384,338,46,0,0,0,2,42,340,24,1,1,1,PLA2G7,CHEMBL3514,D1_STATE_OR_SEED_STABLE,150,44,0,1,0,20,137,182,0,PLA2G7,CHEMBL3514,CXOFVDLJLONNDW-UHFFFAOYSA-N__CHEMBL3514,44,0,0,20,137,182,0,0,0,0,0,0,0,1,0,SCN9A,CHEMBL4296,1.0,0.8796247289031149,CA2,CHEMBL205,1.0,0.7394089272912189,0,0,0,0,0,0,MAPK8,CHEMBL2276,1.0,0.441644388317889,AD1_HIGH_GRAPH_SUPPORT,MAPK8,CHEMBL2276,1.0,0.441644388317889,AD1_HIGH_GRAPH_SUPPORT,7.0,0,0,0,0,0,0,MAPK8,CHEMBL2276,1.0,0.988250652742,0.0391849529780564,20,0,0,0,SCN9A,CHEMBL4296,1.0,0.9757433683388692,MAP3K13,CHEMBL1163124,1.0,0.9973753,20,20
VWUXBMIQPBEWFH-WCCTWKNTSA-N,fulvestrant,UNII:22X328QOC4,384,338,46,1,4,0,0,23,356,37,2,1,1,THRB,CHEMBL1947,D1_STATE_OR_SEED_STABLE,151,28,0,1,0,30,132,193,0,THRB,CHEMBL1947,VWUXBMIQPBEWFH-WCCTWKNTSA-N__CHEMBL1947,28,0,0,30,132,193,0,0,0,0,0,0,0,1,0,ESR2,CHEMBL242,1.0,0.9224659774169116,ESR2,CHEMBL242,1.0,0.9227330998303258,0,0,0,0,0,0,ESR2,CHEMBL242,1.0,0.9898491661180636,AD1_HIGH_GRAPH_SUPPORT,CA2,CHEMBL205,5.0,0.9322234008124344,AD1_HIGH_GRAPH_SUPPORT,5.0,0,0,0,0,0,0,ESR2,CHEMBL242,1.0,1.0,0.5891891891891892,20,0,0,0,ESR2,CHEMBL242,1.0,0.9797969004394954,RPE65,CHEMBL3831182,1.0,0.992126,21,20
UGJMXCAKCUNAIE-UHFFFAOYSA-N,gabapentin,UNII:6CW7F3G59X,384,338,46,0,1,0,0,38,345,16,1,1,1,PLA2G7,CHEMBL3514,D1_STATE_OR_SEED_STABLE,152,39,0,1,0,14,144,186,0,PLA2G7,CHEMBL3514,UGJMXCAKCUNAIE-UHFFFAOYSA-N__CHEMBL3514,39,0,0,14,144,186,0,0,0,0,0,0,0,1,0,ESRRG,CHEMBL4245,1.0,0.8382265454149421,ROS1,CHEMBL5568,1.0,0.7389283056837119,0,0,0,0,0,0,ERBB3,CHEMBL5838,1.0,0.4328627898727415,AD1_HIGH_GRAPH_SUPPORT,ERBB3,CHEMBL5838,1.0,0.4328627898727415,AD1_HIGH_GRAPH_SUPPORT,4.0,0,0,0,0,0,0,INSR,CHEMBL1981,1.0,0.986945169713,0.0391849529780564,20,0,0,0,CACNA1B,CHEMBL4478,1.0,0.8956788008939595,PLA2G7,CHEMBL3514,1.0,1.0,20,20
QOIGKGMMAGJZNZ-UHFFFAOYSA-N,gepirone,UNII:JW5Y7B8Z18,384,338,46,0,0,0,0,2,382,16,1,1,1,PLA2G7,CHEMBL3514,D1_STATE_OR_SEED_STABLE,153,2,0,1,0,14,164,203,0,PLA2G7,CHEMBL3514,QOIGKGMMAGJZNZ-UHFFFAOYSA-N__CHEMBL3514,2,0,0,14,164,203,0,0,0,0,0,0,0,1,0,SLC22A6,CHEMBL1641347,1.0,0.886718418505705,CSNK1E,CHEMBL4937,1.0,0.7268462502327847,0,0,0,0,0,0,CACNA2D2,CHEMBL3896,1.0,0.0733889470835122,AD3_LOW_GRAPH_SUPPORT,CACNA2D2,CHEMBL3896,1.0,0.0733889470835122,AD3_LOW_GRAPH_SUPPORT,0.0,0,0,0,0,0,0,EPHX2,CHEMBL2409,1.0,0.994778067885,0.0,20,0,0,0,RYR1,CHEMBL1846,1.0,0.8970378171754446,EPHX2,CHEMBL2409,1.0,1.0,20,20
SFNSLLSYNZWZQG-VQIMIIECSA-N,glasdegib,UNII:K673DMO5H9,384,338,46,0,0,0,0,2,382,20,1,1,1,EPHX2,CHEMBL2409,D1_STATE_OR_SEED_STABLE,154,2,0,1,0,18,161,202,0,EPHX2,CHEMBL2409,SFNSLLSYNZWZQG-VQIMIIECSA-N__CHEMBL2409,2,0,0,18,161,202,0,0,0,0,0,0,0,0,1,SCN5A,CHEMBL1980,1.0,0.8567533017903755,CFB,CHEMBL5731,1.0,0.7457585821217421,0,0,0,0,0,0,CACNA2D2,CHEMBL3896,1.0,0.0464940243700822,AD3_LOW_GRAPH_SUPPORT,CACNA2D2,CHEMBL3896,1.0,0.0464940243700822,AD3_LOW_GRAPH_SUPPORT,0.0,0,0,0,0,0,0,YES1,CHEMBL2073,1.0,0.981723237598,0.0,20,0,0,0,HCN4,CHEMBL1250417,1.0,0.8550613442160131,TYR,CHEMBL1973,1.0,1.0,20,20
WIGIZIANZCJQQY-RUCARUNLSA-N,glimepiride,UNII:6KY687524K,384,338,46,0,0,0,0,43,341,16,1,1,1,NTRK2,CHEMBL4898,D1_STATE_OR_SEED_STABLE,155,43,0,1,0,14,142,184,0,NTRK2,CHEMBL4898,WIGIZIANZCJQQY-RUCARUNLSA-N__CHEMBL4898,43,0,0,14,142,184,0,0,0,0,0,0,0,0,1,VKORC1,CHEMBL1930,1.0,0.8230863372590721,ADA,CHEMBL1910,1.0,0.6962034918215093,0,0,0,0,0,0,CYP19A1,CHEMBL1978,1.0,0.0338507907896313,AD3_LOW_GRAPH_SUPPORT,CYP19A1,CHEMBL1978,1.0,0.0338507907896313,AD3_LOW_GRAPH_SUPPORT,1.0,0,0,0,0,0,0,CA1,CHEMBL261,1.0,0.992167101828,0.0,20,0,0,0,GABRA3,CHEMBL3026,1.0,0.893558587181447,CPT1B,CHEMBL2216739,1.0,1.0,20,20
HEFNNWSXXWATRW-UHFFFAOYSA-N,ibuprofen,UNII:WK2XYI10QM,384,338,46,0,0,0,1,57,326,15,1,1,1,PLA2G7,CHEMBL3514,D1_STATE_OR_SEED_STABLE,156,58,0,1,0,8,139,178,0,PLA2G7,CHEMBL3514,HEFNNWSXXWATRW-UHFFFAOYSA-N__CHEMBL3514,58,0,0,8,139,178,0,0,0,0,0,0,0,1,0,SCN10A,CHEMBL5451,1.0,0.9066133440978936,KCNK9,CHEMBL2321614,1.0,0.7216171410913412,0,0,0,0,0,0,CYP11B2,CHEMBL2722,1.0,0.3141683641395568,AD2_MEDIUM_GRAPH_SUPPORT,CYP11B2,CHEMBL2722,1.0,0.3141683641395568,AD2_MEDIUM_GRAPH_SUPPORT,1.0,0,0,0,0,0,0,HTR3A,CHEMBL1899,1.0,0.975195822454,0.0,21,0,0,0,SLC6A2,CHEMBL222,1.0,0.8867017153837067,PLA2G7,CHEMBL3514,1.0,0.9947507,20,20
