排序,原候选编号,小分子药物名称,新靶点名称,当前实验建议,pair_id,drugclip_common548x269_covered,A_consensus_drug_rank384,A_consensus_target_rank720,B_consensus_drug_rank384,B_consensus_target_rank720,dtiam_drug_rank384,dtiam_target_rank720,drugclip_drug_rank269,drugclip_target_rank548
374,C384-225,fluvoxamine,MAOB — Amine oxidase [flavin-containing] B,有证据支持降低投入,CJOFXWAVKWHTFT-XSFVSMFZSA-N__CHEMBL2039,True,134.0,308.0,104.0,403.0,45.0,391.0,166.0,215.0
375,C384-011,fenofibric acid,CYP19A1 — Aromatase,有证据支持降低投入,MQOBSOSZFYZQOK-UHFFFAOYSA-N__CHEMBL1978,True,35.0,461.0,97.0,470.0,29.0,291.0,198.0,352.0
376,C384-148,avanafil,"PDE9A — High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",有证据支持降低投入,WEAJZXNPAWBCOA-INIZCTEOSA-N__CHEMBL3535,True,103.0,400.0,245.0,441.0,83.0,163.0,160.0,456.0
377,C384-372,riluzole,MAOB — Amine oxidase [flavin-containing] B,有证据支持降低投入,FTALBRSUTCGOEG-UHFFFAOYSA-N__CHEMBL2039,True,5.0,118.0,21.0,178.0,23.0,587.0,56.0,38.0
378,C384-176,dexmethylphenidate,AKT3 — RAC-gamma serine/threonine-protein kinase,有证据支持降低投入,DUGOZIWVEXMGBE-CHWSQXEVSA-N__CHEMBL4816,True,252.0,526.0,362.0,570.0,252.0,670.0,14.0,75.0
379,C384-248,efavirenz,AR — Androgen receptor,有证据支持降低投入,XPOQHMRABVBWPR-ZDUSSCGKSA-N__CHEMBL1871,True,47.0,444.0,32.0,251.0,18.0,72.0,87.0,223.0
380,C384-250,avanafil,"PDE4D — 3',5'-cyclic-AMP phosphodiesterase 4D",有证据支持降低投入,WEAJZXNPAWBCOA-INIZCTEOSA-N__CHEMBL288,True,138.0,388.0,219.0,515.0,156.0,192.0,177.0,513.0
381,C384-065,metformin,JAK2 — Tyrosine-protein kinase JAK2,有证据支持降低投入,XZWYZXLIPXDOLR-UHFFFAOYSA-N__CHEMBL2971,True,242.0,653.0,151.0,398.0,376.0,706.0,70.0,105.0
382,C384-378,deutetrabenazine,COMT — Catechol O-methyltransferase,有证据支持降低投入,MKJIEFSOBYUXJB-WEZHFFAMSA-N__CHEMBL2023,False,118.0,186.0,96.0,430.0,8.0,300.0,,
383,C384-260,morphine,CA2 — Carbonic anhydrase 2,有证据支持降低投入,BQJCRHHNABKAKU-KBQPJGBKSA-N__CHEMBL205,True,39.0,224.0,71.0,387.0,216.0,535.0,16.0,16.0
384,C384-380,duloxetine,ACHE — Acetylcholinesterase,有证据支持降低投入,ZEUITGRIYCTCEM-KRWDZBQOSA-N__CHEMBL220,True,258.0,254.0,268.0,292.0,141.0,513.0,226.0,441.0
