排序,原候选编号,小分子药物名称,新靶点名称,当前实验建议,pair_id,药物完整InChIKey,新靶点ChEMBL编号,full720x384_covered,full720x384__legacy_spr_ranker__drug_to_target_rank,full720x384__old_neural__drug_to_target_rank,full720x384__A_consensus__drug_to_target_rank,full720x384__B_consensus__drug_to_target_rank,full720x384__dtiam__drug_to_target_rank,full720x384__legacy_spr_ranker__target_to_drug_rank,full720x384__old_neural__target_to_drug_rank,full720x384__A_consensus__target_to_drug_rank,full720x384__B_consensus__target_to_drug_rank,full720x384__dtiam__target_to_drug_rank,drugclip_common548x269_covered,drugclip_common548x269__legacy_spr_ranker__drug_to_target_rank,drugclip_common548x269__old_neural__drug_to_target_rank,drugclip_common548x269__A_consensus__drug_to_target_rank,drugclip_common548x269__B_consensus__drug_to_target_rank,drugclip_common548x269__dtiam__drug_to_target_rank,drugclip_common548x269__drugclip__drug_to_target_rank,drugclip_common548x269__legacy_spr_ranker__target_to_drug_rank,drugclip_common548x269__old_neural__target_to_drug_rank,drugclip_common548x269__A_consensus__target_to_drug_rank,drugclip_common548x269__B_consensus__target_to_drug_rank,drugclip_common548x269__dtiam__target_to_drug_rank,drugclip_common548x269__drugclip__target_to_drug_rank
134,C384-272,apixaban,CA4 — Carbonic anhydrase 4,仍可探索,QNZCBYKSOIHPEH-UHFFFAOYSA-N__CHEMBL3729,QNZCBYKSOIHPEH-UHFFFAOYSA-N,CHEMBL3729,True,13.0,364.0,138.0,223.0,240.0,162.0,615.0,271.0,209.0,228.0,True,6.0,251.0,93.0,163.0,181.0,91.0,132.0,471.0,209.0,149.0,181.0,210.0
135,C384-296,pomalidomide,NTRK2 — BDNF/NT-3 growth factors receptor,仍可探索,UVSMNLNDYGZFPF-UHFFFAOYSA-N__CHEMBL4898,UVSMNLNDYGZFPF-UHFFFAOYSA-N,CHEMBL4898,True,13.0,293.0,150.0,71.0,233.0,263.0,180.0,469.0,182.0,564.0,True,10.0,200.0,97.0,48.0,167.0,213.0,218.0,150.0,359.0,142.0,432.0,344.0
136,C384-339,pramipexole,CA2 — Carbonic anhydrase 2,仍可探索,FASDKYOPVNHBLU-ZETCQYMHSA-N__CHEMBL205,FASDKYOPVNHBLU-ZETCQYMHSA-N,CHEMBL205,True,13.0,22.0,20.0,1.0,279.0,379.0,318.0,221.0,100.0,679.0,True,8.0,20.0,17.0,1.0,200.0,160.0,305.0,237.0,163.0,72.0,517.0,218.0
137,C384-367,enzalutamide,BRAF — Serine/threonine-protein kinase B-raf,仍可探索,WXCXUHSOUPDCQV-UHFFFAOYSA-N__CHEMBL5145,WXCXUHSOUPDCQV-UHFFFAOYSA-N,CHEMBL5145,True,13.0,291.0,29.0,62.0,259.0,138.0,562.0,233.0,230.0,400.0,True,9.0,211.0,19.0,41.0,177.0,103.0,118.0,440.0,178.0,182.0,317.0,320.0
138,C384-368,donepezil,COMT — Catechol O-methyltransferase,仍可探索,ADEBPBSSDYVVLD-UHFFFAOYSA-N__CHEMBL2023,ADEBPBSSDYVVLD-UHFFFAOYSA-N,CHEMBL2023,True,13.0,15.0,140.0,66.0,18.0,315.0,2.0,422.0,412.0,527.0,True,12.0,14.0,93.0,44.0,12.0,182.0,253.0,2.0,324.0,303.0,404.0,426.0
139,C384-052,memantine,AR — Androgen receptor,仍可探索,BUGYDGFZZOZRHP-UHFFFAOYSA-N__CHEMBL1871,BUGYDGFZZOZRHP-UHFFFAOYSA-N,CHEMBL1871,True,14.0,40.0,34.0,3.0,25.0,373.0,572.0,408.0,155.0,406.0,True,9.0,34.0,19.0,2.0,16.0,1.0,295.0,433.0,309.0,117.0,316.0,1.0
140,C384-053,amantadine,GBA1 — Lysosomal acid glucosylceramidase,仍可探索,DKNWSYNQZKUICI-UHFFFAOYSA-N__CHEMBL2179,DKNWSYNQZKUICI-UHFFFAOYSA-N,CHEMBL2179,True,14.0,18.0,34.0,204.0,21.0,507.0,28.0,478.0,462.0,473.0,True,10.0,14.0,19.0,137.0,11.0,81.0,393.0,24.0,365.0,343.0,369.0,277.0
141,C384-146,labetalol,CA1 — Carbonic anhydrase 1,仍可探索,SGUAFYQXFOLMHL-UHFFFAOYSA-N__CHEMBL261,SGUAFYQXFOLMHL-UHFFFAOYSA-N,CHEMBL261,True,14.0,25.0,285.0,61.0,77.0,22.0,157.0,459.0,177.0,89.0,True,11.0,24.0,200.0,40.0,64.0,234.0,16.0,121.0,353.0,134.0,74.0,391.0
142,C384-236,xanomeline,CA4 — Carbonic anhydrase 4,仍可探索,JOLJIIDDOBNFHW-UHFFFAOYSA-N__CHEMBL3729,JOLJIIDDOBNFHW-UHFFFAOYSA-N,CHEMBL3729,True,14.0,73.0,26.0,70.0,118.0,506.0,225.0,1.0,108.0,606.0,False,,,,,,,,,,,,
143,C384-237,glimepiride,MME — Neprilysin,仍可探索,WIGIZIANZCJQQY-RUCARUNLSA-N__CHEMBL1944,WIGIZIANZCJQQY-RUCARUNLSA-N,CHEMBL1944,True,14.0,42.0,83.0,64.0,29.0,170.0,88.0,49.0,66.0,97.0,True,11.0,32.0,51.0,44.0,22.0,113.0,129.0,65.0,34.0,41.0,80.0,172.0
144,C384-238,pitavastatin,MME — Neprilysin,仍可探索,VGYFMXBACGZSIL-MCBHFWOFSA-N__CHEMBL1944,VGYFMXBACGZSIL-MCBHFWOFSA-N,CHEMBL1944,True,14.0,63.0,48.0,3.0,97.0,68.0,496.0,304.0,14.0,235.0,True,10.0,46.0,31.0,2.0,67.0,58.0,47.0,375.0,227.0,9.0,187.0,108.0
145,C384-240,afatinib,REN — Renin,仍可探索,ULXXDDBFHOBEHA-CWDCEQMOSA-N__CHEMBL286,ULXXDDBFHOBEHA-CWDCEQMOSA-N,CHEMBL286,True,14.0,290.0,381.0,57.0,79.0,62.0,519.0,654.0,369.0,125.0,True,9.0,201.0,267.0,35.0,58.0,200.0,47.0,395.0,497.0,280.0,106.0,382.0
146,C384-273,metoclopramide,CA4 — Carbonic anhydrase 4,仍可探索,TTWJBBZEZQICBI-UHFFFAOYSA-N__CHEMBL3729,TTWJBBZEZQICBI-UHFFFAOYSA-N,CHEMBL3729,True,14.0,17.0,20.0,54.0,42.0,104.0,92.0,312.0,654.0,461.0,True,7.0,11.0,13.0,34.0,29.0,220.0,85.0,68.0,242.0,493.0,362.0,364.0
147,C384-369,rasagiline,ACE — Angiotensin-converting enzyme,仍可探索,RUOKEQAAGRXIBM-GFCCVEGCSA-N__CHEMBL1808,RUOKEQAAGRXIBM-GFCCVEGCSA-N,CHEMBL1808,True,14.0,91.0,74.0,328.0,163.0,17.0,161.0,123.0,483.0,370.0,False,,,,,,,,,,,,
148,C384-370,lofexidine,GSK3A — Glycogen synthase kinase-3 alpha,仍可探索,KSMAGQUYOIHWFS-UHFFFAOYSA-N__CHEMBL2850,KSMAGQUYOIHWFS-UHFFFAOYSA-N,CHEMBL2850,True,14.0,372.0,136.0,187.0,42.0,168.0,530.0,233.0,381.0,541.0,True,12.0,261.0,79.0,131.0,29.0,161.0,147.0,414.0,174.0,286.0,402.0,361.0
149,C384-371,lenalidomide,PRKCB — Protein kinase C beta type,仍可探索,GOTYRUGSSMKFNF-UHFFFAOYSA-N__CHEMBL3045,GOTYRUGSSMKFNF-UHFFFAOYSA-N,CHEMBL3045,True,14.0,290.0,129.0,227.0,199.0,304.0,251.0,362.0,153.0,522.0,True,9.0,195.0,77.0,163.0,148.0,70.0,235.0,210.0,266.0,114.0,396.0,114.0
150,C384-018,terazosin,"PIK3CA — Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",仍可探索,VCKUSRYTPJJLNI-UHFFFAOYSA-N__CHEMBL4005,VCKUSRYTPJJLNI-UHFFFAOYSA-N,CHEMBL4005,True,15.0,44.0,91.0,227.0,107.0,108.0,141.0,259.0,522.0,422.0,False,,,,,,,,,,,,
151,C384-054,bupivacaine,MMP12 — Macrophage metalloelastase,仍可探索,LEBVLXFERQHONN-UHFFFAOYSA-N__CHEMBL4393,LEBVLXFERQHONN-UHFFFAOYSA-N,CHEMBL4393,True,15.0,33.0,26.0,236.0,120.0,61.0,74.0,442.0,664.0,463.0,False,,,,,,,,,,,,
152,C384-055,pregabalin,REN — Renin,仍可探索,AYXYPKUFHZROOJ-ZETCQYMHSA-N__CHEMBL286,AYXYPKUFHZROOJ-ZETCQYMHSA-N,CHEMBL286,True,15.0,99.0,81.0,61.0,51.0,300.0,516.0,347.0,381.0,545.0,True,8.0,81.0,56.0,40.0,36.0,98.0,241.0,393.0,259.0,291.0,426.0,97.0
153,C384-147,rilpivirine,MAPK9 — Mitogen-activated protein kinase 9,仍可探索,YIBOMRUWOWDFLG-ONEGZZNKSA-N__CHEMBL4179,YIBOMRUWOWDFLG-ONEGZZNKSA-N,CHEMBL4179,True,15.0,169.0,84.0,212.0,85.0,17.0,419.0,65.0,118.0,83.0,True,14.0,128.0,54.0,150.0,68.0,183.0,17.0,331.0,49.0,96.0,75.0,368.0
154,C384-149,guanfacine,ROCK2 — Rho-associated protein kinase 2,仍可探索,INJOMKTZOLKMBF-UHFFFAOYSA-N__CHEMBL2973,INJOMKTZOLKMBF-UHFFFAOYSA-N,CHEMBL2973,True,15.0,74.0,136.0,162.0,165.0,259.0,73.0,127.0,441.0,591.0,True,7.0,51.0,73.0,101.0,117.0,10.0,204.0,58.0,88.0,336.0,456.0,44.0
155,C384-241,larotrectinib,FKBP1A — Peptidyl-prolyl cis-trans isomerase FKBP1A,仍可探索,NYNZQNWKBKUAII-KBXCAEBGSA-N__CHEMBL1902,NYNZQNWKBKUAII-KBXCAEBGSA-N,CHEMBL1902,True,15.0,296.0,272.0,162.0,121.0,9.0,552.0,231.0,10.0,27.0,True,10.0,209.0,192.0,127.0,87.0,60.0,6.0,419.0,168.0,9.0,23.0,333.0
156,C384-242,dolutegravir,MAPK9 — Mitogen-activated protein kinase 9,仍可探索,RHWKPHLQXYSBKR-BMIGLBTASA-N__CHEMBL4179,RHWKPHLQXYSBKR-BMIGLBTASA-N,CHEMBL4179,True,15.0,246.0,38.0,191.0,115.0,60.0,349.0,210.0,176.0,130.0,False,,,,,,,,,,,,
157,C384-243,ribociclib,REN — Renin,仍可探索,RHXHGRAEPCAFML-UHFFFAOYSA-N__CHEMBL286,RHXHGRAEPCAFML-UHFFFAOYSA-N,CHEMBL286,True,15.0,217.0,222.0,14.0,343.0,13.0,630.0,590.0,517.0,325.0,True,14.0,168.0,162.0,9.0,240.0,247.0,7.0,485.0,449.0,390.0,261.0,506.0
158,C384-244,etravirine,TYMS — Thymidylate synthase,仍可探索,PYGWGZALEOIKDF-UHFFFAOYSA-N__CHEMBL1952,PYGWGZALEOIKDF-UHFFFAOYSA-N,CHEMBL1952,True,15.0,68.0,216.0,178.0,46.0,2.0,111.0,429.0,302.0,102.0,True,11.0,53.0,139.0,128.0,33.0,221.0,2.0,89.0,323.0,237.0,89.0,458.0
159,C384-245,etonogestrel,VDR — Vitamin D3 receptor,仍可探索,GCKFUYQCUCGESZ-BPIQYHPVSA-N__CHEMBL1977,GCKFUYQCUCGESZ-BPIQYHPVSA-N,CHEMBL1977,True,15.0,51.0,205.0,263.0,323.0,90.0,233.0,147.0,41.0,324.0,True,15.0,37.0,143.0,185.0,233.0,25.0,71.0,177.0,107.0,29.0,256.0,56.0
160,C384-173,quetiapine,ESRRG — Estrogen-related receptor gamma,仍可探索,URKOMYMAXPYINW-UHFFFAOYSA-N__CHEMBL4245,URKOMYMAXPYINW-UHFFFAOYSA-N,CHEMBL4245,True,15.0,121.0,315.0,146.0,79.0,186.0,160.0,259.0,140.0,283.0,True,13.0,82.0,224.0,94.0,57.0,42.0,148.0,118.0,187.0,105.0,230.0,117.0
161,C384-174,naltrexone,"PDE9A — High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",仍可探索,DQCKKXVULJGBQN-XFWGSAIBSA-N__CHEMBL3535,DQCKKXVULJGBQN-XFWGSAIBSA-N,CHEMBL3535,True,15.0,77.0,195.0,306.0,63.0,299.0,655.0,438.0,519.0,407.0,True,12.0,62.0,134.0,211.0,46.0,146.0,242.0,505.0,333.0,383.0,320.0,321.0
162,C384-275,nicardipine,FAAH — Fatty-acid amide hydrolase 1,仍可探索,ZBBHBTPTTSWHBA-UHFFFAOYSA-N__CHEMBL2243,ZBBHBTPTTSWHBA-UHFFFAOYSA-N,CHEMBL2243,True,15.0,41.0,133.0,164.0,141.0,169.0,70.0,191.0,231.0,395.0,True,11.0,24.0,81.0,100.0,95.0,156.0,143.0,51.0,149.0,169.0,309.0,327.0
163,C384-298,panobinostat,PARP2 — Poly [ADP-ribose] polymerase 2,仍可探索,FPOHNWQLNRZRFC-ZHACJKMWSA-N__CHEMBL5366,FPOHNWQLNRZRFC-ZHACJKMWSA-N,CHEMBL5366,True,15.0,75.0,65.0,100.0,21.0,30.0,63.0,79.0,253.0,80.0,True,9.0,53.0,48.0,65.0,14.0,143.0,28.0,47.0,62.0,200.0,69.0,344.0
164,C384-348,enasidenib,GSK3B — Glycogen synthase kinase-3 beta,仍可探索,DYLUUSLLRIQKOE-UHFFFAOYSA-N__CHEMBL262,DYLUUSLLRIQKOE-UHFFFAOYSA-N,CHEMBL262,True,15.0,147.0,349.0,232.0,100.0,17.0,41.0,711.0,99.0,43.0,True,12.0,93.0,246.0,162.0,73.0,210.0,15.0,35.0,542.0,79.0,37.0,442.0
165,C384-350,tipiracil,TYMS — Thymidylate synthase,仍可探索,QQHMKNYGKVVGCZ-UHFFFAOYSA-N__CHEMBL1952,QQHMKNYGKVVGCZ-UHFFFAOYSA-N,CHEMBL1952,True,15.0,216.0,47.0,179.0,266.0,184.0,194.0,48.0,213.0,584.0,True,12.0,144.0,31.0,120.0,186.0,92.0,153.0,155.0,33.0,170.0,451.0,123.0
166,C384-019,dasabuvir,AR — Androgen receptor,仍可探索,NBRBXGKOEOGLOI-UHFFFAOYSA-N__CHEMBL1871,NBRBXGKOEOGLOI-UHFFFAOYSA-N,CHEMBL1871,True,16.0,29.0,1.0,100.0,266.0,15.0,187.0,73.0,136.0,245.0,True,15.0,23.0,1.0,75.0,193.0,218.0,11.0,143.0,49.0,102.0,200.0,479.0
167,C384-077,elexacaftor,"PIK3CG — Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",仍可探索,MVRHVFSOIWFBTE-INIZCTEOSA-N__CHEMBL3267,MVRHVFSOIWFBTE-INIZCTEOSA-N,CHEMBL3267,True,16.0,48.0,327.0,191.0,51.0,27.0,61.0,392.0,56.0,2.0,False,,,,,,,,,,,,
168,C384-246,labetalol,ACE — Angiotensin-converting enzyme,仍可探索,SGUAFYQXFOLMHL-UHFFFAOYSA-N__CHEMBL1808,SGUAFYQXFOLMHL-UHFFFAOYSA-N,CHEMBL1808,True,16.0,55.0,331.0,303.0,293.0,19.0,32.0,537.0,416.0,401.0,False,,,,,,,,,,,,
169,C384-247,ubrogepant,JAK3 — Tyrosine-protein kinase JAK3,仍可探索,DDOOFTLHJSMHLN-ZQHRPCGSSA-N__CHEMBL2148,DDOOFTLHJSMHLN-ZQHRPCGSSA-N,CHEMBL2148,True,16.0,327.0,113.0,94.0,310.0,36.0,467.0,51.0,29.0,54.0,False,,,,,,,,,,,,
170,C384-113,amlodipine,CA12 — Carbonic anhydrase 12,仍可探索,HTIQEAQVCYTUBX-UHFFFAOYSA-N__CHEMBL3242,HTIQEAQVCYTUBX-UHFFFAOYSA-N,CHEMBL3242,True,16.0,17.0,8.0,1.0,72.0,63.0,109.0,191.0,25.0,322.0,True,10.0,8.0,7.0,1.0,54.0,19.0,52.0,88.0,148.0,21.0,262.0,80.0
171,C384-179,rucaparib,"PIK3CB — Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",仍可探索,HMABYWSNWIZPAG-UHFFFAOYSA-N__CHEMBL3145,HMABYWSNWIZPAG-UHFFFAOYSA-N,CHEMBL3145,True,16.0,33.0,105.0,373.0,225.0,20.0,320.0,34.0,294.0,215.0,False,,,,,,,,,,,,
172,C384-276,binimetinib,HDAC1 — Histone deacetylase 1,仍可探索,ACWZRVQXLIRSDF-UHFFFAOYSA-N__CHEMBL325,ACWZRVQXLIRSDF-UHFFFAOYSA-N,CHEMBL325,True,16.0,18.0,128.0,357.0,126.0,40.0,398.0,708.0,719.0,121.0,True,12.0,16.0,92.0,246.0,95.0,164.0,35.0,313.0,538.0,547.0,110.0,295.0
173,C384-351,albuterol,CTSC — Dipeptidyl peptidase 1,仍可探索,NDAUXUAQIAJITI-UHFFFAOYSA-N__CHEMBL2252,NDAUXUAQIAJITI-UHFFFAOYSA-N,CHEMBL2252,True,16.0,347.0,109.0,14.0,7.0,541.0,720.0,640.0,394.0,649.0,False,,,,,,,,,,,,
174,C384-373,mebendazole,HCK — Tyrosine-protein kinase HCK,仍可探索,OPXLLQIJSORQAM-UHFFFAOYSA-N__CHEMBL3234,OPXLLQIJSORQAM-UHFFFAOYSA-N,CHEMBL3234,True,16.0,301.0,317.0,256.0,132.0,93.0,128.0,598.0,379.0,344.0,False,,,,,,,,,,,,
175,C384-057,quinidine,ACVRL1 — Activin receptor type-1-like,仍可探索,LOUPRKONTZGTKE-LHHVKLHASA-N__CHEMBL5311,LOUPRKONTZGTKE-LHHVKLHASA-N,CHEMBL5311,True,17.0,362.0,52.0,110.0,193.0,96.0,182.0,35.0,327.0,220.0,False,,,,,,,,,,,,
176,C384-059,avibactam,DPP4 — Dipeptidyl peptidase 4,仍可探索,NDCUAPJVLWFHHB-UHNVWZDZSA-N__CHEMBL284,NDCUAPJVLWFHHB-UHNVWZDZSA-N,CHEMBL284,True,17.0,11.0,35.0,3.0,119.0,378.0,177.0,356.0,93.0,362.0,False,,,,,,,,,,,,
177,C384-060,labetalol,EGLN3 — Prolyl hydroxylase EGLN3,仍可探索,SGUAFYQXFOLMHL-UHFFFAOYSA-N__CHEMBL5705,SGUAFYQXFOLMHL-UHFFFAOYSA-N,CHEMBL5705,True,17.0,152.0,10.0,157.0,8.0,120.0,135.0,119.0,420.0,353.0,True,13.0,109.0,6.0,107.0,4.0,57.0,99.0,107.0,81.0,318.0,283.0,76.0
178,C384-061,mebendazole,FGFR2 — Fibroblast growth factor receptor 2,仍可探索,OPXLLQIJSORQAM-UHFFFAOYSA-N__CHEMBL4142,OPXLLQIJSORQAM-UHFFFAOYSA-N,CHEMBL4142,True,17.0,275.0,293.0,168.0,321.0,83.0,236.0,525.0,407.0,562.0,False,,,,,,,,,,,,
179,C384-150,methocarbamol,CA7 — Carbonic anhydrase 7,仍可探索,GNXFOGHNGIVQEH-UHFFFAOYSA-N__CHEMBL2326,GNXFOGHNGIVQEH-UHFFFAOYSA-N,CHEMBL2326,True,17.0,3.0,1.0,4.0,12.0,398.0,37.0,454.0,310.0,598.0,True,10.0,3.0,1.0,4.0,6.0,57.0,318.0,29.0,343.0,222.0,462.0,133.0
180,C384-249,bictegravir,MAPK8 — Mitogen-activated protein kinase 8,仍可探索,SOLUWJRYJLAZCX-LYOVBCGYSA-N__CHEMBL2276,SOLUWJRYJLAZCX-LYOVBCGYSA-N,CHEMBL2276,True,17.0,325.0,1.0,111.0,149.0,59.0,412.0,49.0,17.0,155.0,True,12.0,220.0,1.0,78.0,101.0,143.0,50.0,327.0,38.0,14.0,132.0,284.0
181,C384-114,glasdegib,PDGFRA — Platelet-derived growth factor receptor alpha,仍可探索,SFNSLLSYNZWZQG-VQIMIIECSA-N__CHEMBL2007,SFNSLLSYNZWZQG-VQIMIIECSA-N,CHEMBL2007,True,17.0,167.0,79.0,51.0,31.0,36.0,179.0,412.0,184.0,95.0,True,12.0,112.0,48.0,33.0,23.0,184.0,32.0,145.0,311.0,132.0,87.0,346.0
182,C384-299,asenapine,MAOB — Amine oxidase [flavin-containing] B,仍可探索,VSWBSWWIRNCQIJ-HUUCEWRRSA-N__CHEMBL2039,VSWBSWWIRNCQIJ-HUUCEWRRSA-N,CHEMBL2039,True,17.0,19.0,301.0,166.0,149.0,144.0,37.0,225.0,99.0,512.0,False,,,,,,,,,,,,
183,C384-354,binimetinib,DHFR — Dihydrofolate reductase,仍可探索,ACWZRVQXLIRSDF-UHFFFAOYSA-N__CHEMBL202,ACWZRVQXLIRSDF-UHFFFAOYSA-N,CHEMBL202,True,17.0,130.0,141.0,116.0,189.0,33.0,627.0,631.0,714.0,252.0,True,13.0,95.0,101.0,79.0,145.0,253.0,30.0,481.0,479.0,543.0,204.0,536.0
184,C384-375,esketamine,GSK3B — Glycogen synthase kinase-3 beta,仍可探索,YQEZLKZALYSWHR-ZDUSSCGKSA-N__CHEMBL262,YQEZLKZALYSWHR-ZDUSSCGKSA-N,CHEMBL262,True,17.0,355.0,106.0,324.0,48.0,128.0,442.0,473.0,452.0,260.0,True,15.0,243.0,59.0,235.0,30.0,105.0,105.0,347.0,355.0,335.0,209.0,165.0
185,C384-062,nevirapine,AKT1 — RAC-alpha serine/threonine-protein kinase,仍可探索,NQDJXKOVJZTUJA-UHFFFAOYSA-N__CHEMBL4282,NQDJXKOVJZTUJA-UHFFFAOYSA-N,CHEMBL4282,True,18.0,157.0,223.0,274.0,233.0,55.0,110.0,365.0,420.0,191.0,True,12.0,101.0,152.0,197.0,169.0,139.0,49.0,86.0,269.0,316.0,154.0,399.0
186,C384-063,dasabuvir,ALK — ALK tyrosine kinase receptor,仍可探索,NBRBXGKOEOGLOI-UHFFFAOYSA-N__CHEMBL4247,NBRBXGKOEOGLOI-UHFFFAOYSA-N,CHEMBL4247,True,18.0,318.0,125.0,46.0,294.0,38.0,224.0,236.0,129.0,191.0,False,,,,,,,,,,,,
187,C384-066,doravirine,NR3C1 — Glucocorticoid receptor,仍可探索,ZIAOVIPSKUPPQW-UHFFFAOYSA-N__CHEMBL2034,ZIAOVIPSKUPPQW-UHFFFAOYSA-N,CHEMBL2034,True,18.0,15.0,31.0,142.0,345.0,67.0,126.0,511.0,323.0,409.0,True,11.0,9.0,11.0,97.0,245.0,28.0,46.0,98.0,386.0,247.0,316.0,187.0
188,C384-078,relugolix,FLT1 — Vascular endothelial growth factor receptor 1,仍可探索,AOMXMOCNKJTRQP-UHFFFAOYSA-N__CHEMBL1868,AOMXMOCNKJTRQP-UHFFFAOYSA-N,CHEMBL1868,True,18.0,145.0,332.0,35.0,67.0,39.0,145.0,398.0,44.0,50.0,True,11.0,98.0,237.0,26.0,49.0,236.0,35.0,125.0,299.0,37.0,45.0,510.0
189,C384-193,roflumilast,ACHE — Acetylcholinesterase,仍可探索,MNDBXUUTURYVHR-UHFFFAOYSA-N__CHEMBL220,MNDBXUUTURYVHR-UHFFFAOYSA-N,CHEMBL220,True,18.0,308.0,275.0,106.0,108.0,6.0,601.0,313.0,426.0,141.0,True,12.0,208.0,191.0,71.0,73.0,83.0,6.0,472.0,247.0,330.0,127.0,320.0
190,C384-251,glasdegib,FAAH — Fatty-acid amide hydrolase 1,仍可探索,SFNSLLSYNZWZQG-VQIMIIECSA-N__CHEMBL2243,SFNSLLSYNZWZQG-VQIMIIECSA-N,CHEMBL2243,True,18.0,67.0,220.0,171.0,133.0,18.0,163.0,536.0,258.0,196.0,True,13.0,43.0,144.0,112.0,100.0,9.0,15.0,122.0,412.0,190.0,162.0,29.0
191,C384-252,lubiprostone,FKBP1A — Peptidyl-prolyl cis-trans isomerase FKBP1A,仍可探索,WGFOBBZOWHGYQH-MXHNKVEKSA-N__CHEMBL1902,WGFOBBZOWHGYQH-MXHNKVEKSA-N,CHEMBL1902,True,18.0,172.0,65.0,80.0,40.0,366.0,257.0,195.0,74.0,259.0,True,14.0,122.0,44.0,55.0,28.0,50.0,289.0,193.0,141.0,61.0,209.0,182.0
192,C384-253,vaborbactam,FKBP1A — Peptidyl-prolyl cis-trans isomerase FKBP1A,仍可探索,IOOWNWLVCOUUEX-WPRPVWTQSA-N__CHEMBL1902,IOOWNWLVCOUUEX-WPRPVWTQSA-N,CHEMBL1902,True,18.0,76.0,171.0,69.0,217.0,155.0,216.0,100.0,63.0,554.0,False,,,,,,,,,,,,
193,C384-254,ubrogepant,METAP2 — Methionine aminopeptidase 2,仍可探索,DDOOFTLHJSMHLN-ZQHRPCGSSA-N__CHEMBL3922,DDOOFTLHJSMHLN-ZQHRPCGSSA-N,CHEMBL3922,True,18.0,87.0,210.0,233.0,38.0,13.0,221.0,74.0,105.0,35.0,True,11.0,54.0,141.0,166.0,24.0,192.0,12.0,178.0,53.0,85.0,30.0,436.0
194,C384-255,mirabegron,MME — Neprilysin,仍可探索,PBAPPPCECJKMCM-IBGZPJMESA-N__CHEMBL1944,PBAPPPCECJKMCM-IBGZPJMESA-N,CHEMBL1944,True,18.0,4.0,145.0,38.0,13.0,219.0,19.0,335.0,403.0,278.0,True,10.0,3.0,114.0,26.0,6.0,179.0,169.0,12.0,251.0,298.0,221.0,395.0
195,C384-280,silodosin,CSF1R — Macrophage colony-stimulating factor 1 receptor,仍可探索,PNCPYILNMDWPEY-QGZVFWFLSA-N__CHEMBL1844,PNCPYILNMDWPEY-QGZVFWFLSA-N,CHEMBL1844,True,18.0,357.0,32.0,4.0,59.0,130.0,636.0,336.0,384.0,130.0,True,15.0,245.0,25.0,4.0,45.0,96.0,111.0,491.0,259.0,292.0,115.0,157.0
196,C384-185,loxapine,NTRK3 — NT-3 growth factor receptor,仍可探索,XJGVXQDUIWGIRW-UHFFFAOYSA-N__CHEMBL5608,XJGVXQDUIWGIRW-UHFFFAOYSA-N,CHEMBL5608,True,18.0,51.0,153.0,64.0,76.0,125.0,68.0,224.0,178.0,325.0,False,,,,,,,,,,,,
197,C384-186,brivaracetam,"PDE9A — High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",仍可探索,MSYKRHVOOPPJKU-BDAKNGLRSA-N__CHEMBL3535,MSYKRHVOOPPJKU-BDAKNGLRSA-N,CHEMBL3535,True,18.0,98.0,75.0,132.0,63.0,438.0,204.0,544.0,208.0,506.0,True,11.0,62.0,44.0,82.0,49.0,257.0,347.0,169.0,413.0,165.0,386.0,511.0
198,C384-187,levetiracetam,"PDE9A — High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",仍可探索,HPHUVLMMVZITSG-LURJTMIESA-N__CHEMBL3535,HPHUVLMMVZITSG-LURJTMIESA-N,CHEMBL3535,True,18.0,77.0,31.0,45.0,92.0,524.0,426.0,410.0,253.0,650.0,True,12.0,52.0,16.0,27.0,68.0,195.0,406.0,338.0,308.0,198.0,492.0,466.0
199,C384-357,enasidenib,LCK — Tyrosine-protein kinase Lck,仍可探索,DYLUUSLLRIQKOE-UHFFFAOYSA-N__CHEMBL258,DYLUUSLLRIQKOE-UHFFFAOYSA-N,CHEMBL258,True,18.0,274.0,165.0,214.0,240.0,40.0,71.0,532.0,149.0,154.0,True,14.0,185.0,116.0,149.0,170.0,2.0,35.0,62.0,406.0,115.0,134.0,19.0
200,C384-358,duvelisib,PARP2 — Poly [ADP-ribose] polymerase 2,仍可探索,SJVQHLPISAIATJ-ZDUSSCGKSA-N__CHEMBL5366,SJVQHLPISAIATJ-ZDUSSCGKSA-N,CHEMBL5366,True,18.0,41.0,66.0,52.0,119.0,170.0,23.0,385.0,82.0,164.0,False,,,,,,,,,,,,
201,C384-359,desoximetasone,RARB — Retinoic acid receptor beta,仍可探索,VWVSBHGCDBMOOT-IIEHVVJPSA-N__CHEMBL2008,VWVSBHGCDBMOOT-IIEHVVJPSA-N,CHEMBL2008,True,18.0,117.0,241.0,154.0,332.0,95.0,331.0,356.0,219.0,230.0,True,17.0,91.0,173.0,104.0,239.0,64.0,69.0,252.0,277.0,171.0,190.0,186.0
