ligand_inchikey,drug_names,drug_feature_index,target_chembl_id,gene_symbol,target_feature_index,dtiam_probability,dtiam_validation_calibrated_probability,dtiam_model_version,dtiam_drug_rank,dtiam_target_rank
DKNWSYNQZKUICI-UHFFFAOYSA-N,amantadine,101,CHEMBL325,HDAC1,232,0.8819194,0.8203115965498258,dtiam_a_kdki_inactive_20260917,2,101
DKNWSYNQZKUICI-UHFFFAOYSA-N,amantadine,101,CHEMBL3729,CA4,267,0.79274464,0.7199252020524389,dtiam_a_kdki_inactive_20260917,7,334
DKNWSYNQZKUICI-UHFFFAOYSA-N,amantadine,101,CHEMBL4956,GABRA2,349,0.8598433,0.7940629265521763,dtiam_a_kdki_inactive_20260917,3,602
DKULOVKANLVDEA-UHFFFAOYSA-N,aprocitentan,102,CHEMBL1847,GABRB3,34,0.9565324,0.9202629194998118,dtiam_a_kdki_inactive_20260917,9,98
DKULOVKANLVDEA-UHFFFAOYSA-N,aprocitentan,102,CHEMBL1919,CACNA2D1,59,0.9657186,0.9344964402841209,dtiam_a_kdki_inactive_20260917,8,184
DKULOVKANLVDEA-UHFFFAOYSA-N,aprocitentan,102,CHEMBL1962,GABRA1,72,0.99185634,0.9804403420770225,dtiam_a_kdki_inactive_20260917,2,80
DKULOVKANLVDEA-UHFFFAOYSA-N,aprocitentan,102,CHEMBL2326,CA7,141,0.98563457,0.9683840132606553,dtiam_a_kdki_inactive_20260917,4,22
DKULOVKANLVDEA-UHFFFAOYSA-N,aprocitentan,102,CHEMBL280,MMP13,185,0.9785362,0.9556852850716202,dtiam_a_kdki_inactive_20260917,5,100
DKULOVKANLVDEA-UHFFFAOYSA-N,aprocitentan,102,CHEMBL3026,GABRA3,210,0.9904559,0.977623698275534,dtiam_a_kdki_inactive_20260917,3,93
DKULOVKANLVDEA-UHFFFAOYSA-N,aprocitentan,102,CHEMBL3242,CA12,231,0.9739693,0.9479215363890676,dtiam_a_kdki_inactive_20260917,7,101
DKULOVKANLVDEA-UHFFFAOYSA-N,aprocitentan,102,CHEMBL4409,PDE10A,318,0.9778617,0.9545211848740024,dtiam_a_kdki_inactive_20260917,6,118
DKULOVKANLVDEA-UHFFFAOYSA-N,aprocitentan,102,CHEMBL4822,BACE1,343,0.9497186,0.9100954608961811,dtiam_a_kdki_inactive_20260917,10,89
DKULOVKANLVDEA-UHFFFAOYSA-N,aprocitentan,102,CHEMBL4956,GABRA2,349,0.99305165,0.9829064262685808,dtiam_a_kdki_inactive_20260917,1,123
DKYWVDODHFEZIM-UHFFFAOYSA-N,ketoprofen,103,CHEMBL1944,MME,67,0.6471797,0.577697739949526,dtiam_a_kdki_inactive_20260917,6,473
DKYWVDODHFEZIM-UHFFFAOYSA-N,ketoprofen,103,CHEMBL1962,GABRA1,72,0.7550988,0.681153152103991,dtiam_a_kdki_inactive_20260917,5,628
DKYWVDODHFEZIM-UHFFFAOYSA-N,ketoprofen,103,CHEMBL1997,SLC29A1,87,0.4843853,0.4351163813119884,dtiam_a_kdki_inactive_20260917,10,609
DKYWVDODHFEZIM-UHFFFAOYSA-N,ketoprofen,103,CHEMBL230,PTGS2,137,0.9314662,0.8841502030376472,dtiam_a_kdki_inactive_20260917,1,7
DKYWVDODHFEZIM-UHFFFAOYSA-N,ketoprofen,103,CHEMBL3026,GABRA3,210,0.7728711,0.6992452796000485,dtiam_a_kdki_inactive_20260917,4,614
DKYWVDODHFEZIM-UHFFFAOYSA-N,ketoprofen,103,CHEMBL3242,CA12,231,0.840565,0.7719779660196691,dtiam_a_kdki_inactive_20260917,3,429
DKYWVDODHFEZIM-UHFFFAOYSA-N,ketoprofen,103,CHEMBL333,MMP2,239,0.5608506,0.5006442008646896,dtiam_a_kdki_inactive_20260917,8,516
DKYWVDODHFEZIM-UHFFFAOYSA-N,ketoprofen,103,CHEMBL4235,HSD11B1,306,0.61003876,0.544059040917529,dtiam_a_kdki_inactive_20260917,7,534
DKYWVDODHFEZIM-UHFFFAOYSA-N,ketoprofen,103,CHEMBL4588,MMP8,329,0.53950495,0.4821411670015008,dtiam_a_kdki_inactive_20260917,9,522
DKYWVDODHFEZIM-UHFFFAOYSA-N,ketoprofen,103,CHEMBL4956,GABRA2,349,0.85898215,0.7930607198137269,dtiam_a_kdki_inactive_20260917,2,604
DMJNNHOOLUXYBV-PQTSNVLCSA-N,meropenem,104,CHEMBL1919,CACNA2D1,59,0.97110426,0.9431800365827303,dtiam_a_kdki_inactive_20260917,1,150
DMJNNHOOLUXYBV-PQTSNVLCSA-N,meropenem,104,CHEMBL1944,MME,67,0.9701389,0.9416024703628253,dtiam_a_kdki_inactive_20260917,2,47
DMJNNHOOLUXYBV-PQTSNVLCSA-N,meropenem,104,CHEMBL2326,CA7,141,0.95249325,0.9141996531038517,dtiam_a_kdki_inactive_20260917,9,149
DMJNNHOOLUXYBV-PQTSNVLCSA-N,meropenem,104,CHEMBL280,MMP13,185,0.96296376,0.9301573050368296,dtiam_a_kdki_inactive_20260917,4,172
DMJNNHOOLUXYBV-PQTSNVLCSA-N,meropenem,104,CHEMBL284,DPP4,192,0.960485,0.9263065328320145,dtiam_a_kdki_inactive_20260917,5,44
DMJNNHOOLUXYBV-PQTSNVLCSA-N,meropenem,104,CHEMBL2954,CTSS,199,0.95651776,0.9202407092409518,dtiam_a_kdki_inactive_20260917,7,61
DMJNNHOOLUXYBV-PQTSNVLCSA-N,meropenem,104,CHEMBL3242,CA12,231,0.9635916,0.9311404986929458,dtiam_a_kdki_inactive_20260917,3,157
DMJNNHOOLUXYBV-PQTSNVLCSA-N,meropenem,104,CHEMBL3706,ADAM17,263,0.948857,0.908830583624136,dtiam_a_kdki_inactive_20260917,10,84
DMJNNHOOLUXYBV-PQTSNVLCSA-N,meropenem,104,CHEMBL3729,CA4,267,0.95366544,0.9159481059328416,dtiam_a_kdki_inactive_20260917,8,61
DMJNNHOOLUXYBV-PQTSNVLCSA-N,meropenem,104,CHEMBL4588,MMP8,329,0.9596277,0.9249858926511931,dtiam_a_kdki_inactive_20260917,6,63
DMKSVUSAATWOCU-HROMYWEYSA-N,loteprednol etabonate,105,CHEMBL1871,AR,41,0.94993347,0.9104116077054561,dtiam_a_kdki_inactive_20260917,6,111
DMKSVUSAATWOCU-HROMYWEYSA-N,loteprednol etabonate,105,CHEMBL1893,SLC18A2,46,0.9330574,0.8863472060540435,dtiam_a_kdki_inactive_20260917,8,242
DMKSVUSAATWOCU-HROMYWEYSA-N,loteprednol etabonate,105,CHEMBL1962,GABRA1,72,0.974209,0.9483225285567722,dtiam_a_kdki_inactive_20260917,1,301
DMKSVUSAATWOCU-HROMYWEYSA-N,loteprednol etabonate,105,CHEMBL1978,CYP19A1,80,0.95443636,0.9171029200259699,dtiam_a_kdki_inactive_20260917,5,141
DMKSVUSAATWOCU-HROMYWEYSA-N,loteprednol etabonate,105,CHEMBL1994,NR3C2,86,0.9494389,0.9096844037954692,dtiam_a_kdki_inactive_20260917,7,152
DMKSVUSAATWOCU-HROMYWEYSA-N,loteprednol etabonate,105,CHEMBL2034,NR3C1,100,0.9629048,0.930065154964527,dtiam_a_kdki_inactive_20260917,4,110
DMKSVUSAATWOCU-HROMYWEYSA-N,loteprednol etabonate,105,CHEMBL208,PGR,116,0.91391903,0.8606077049522156,dtiam_a_kdki_inactive_20260917,10,142
DMKSVUSAATWOCU-HROMYWEYSA-N,loteprednol etabonate,105,CHEMBL3026,GABRA3,210,0.97114253,0.9432427717136211,dtiam_a_kdki_inactive_20260917,3,288
DMKSVUSAATWOCU-HROMYWEYSA-N,loteprednol etabonate,105,CHEMBL4409,PDE10A,318,0.9180063,0.8659866479553558,dtiam_a_kdki_inactive_20260917,9,321
DMKSVUSAATWOCU-HROMYWEYSA-N,loteprednol etabonate,105,CHEMBL4956,GABRA2,349,0.97318596,0.9466159783100339,dtiam_a_kdki_inactive_20260917,2,413
DMNOVGJWPASQDL-OAQYLSRUSA-N,oliceridine,106,CHEMBL1847,GABRB3,34,0.9827633,0.9631396845746208,dtiam_a_kdki_inactive_20260917,5,13
DMNOVGJWPASQDL-OAQYLSRUSA-N,oliceridine,106,CHEMBL1893,SLC18A2,46,0.98129046,0.9605093828291413,dtiam_a_kdki_inactive_20260917,7,46
DMNOVGJWPASQDL-OAQYLSRUSA-N,oliceridine,106,CHEMBL1919,CACNA2D1,59,0.99233514,0.9814207425895372,dtiam_a_kdki_inactive_20260917,2,7
DMNOVGJWPASQDL-OAQYLSRUSA-N,oliceridine,106,CHEMBL1962,GABRA1,72,0.97806424,0.9548700680436788,dtiam_a_kdki_inactive_20260917,8,270
DMNOVGJWPASQDL-OAQYLSRUSA-N,oliceridine,106,CHEMBL1978,CYP19A1,80,0.9870504,0.9710345266764,dtiam_a_kdki_inactive_20260917,4,17
DMNOVGJWPASQDL-OAQYLSRUSA-N,oliceridine,106,CHEMBL1994,NR3C2,86,0.97729874,0.9535544271067653,dtiam_a_kdki_inactive_20260917,10,55
DMNOVGJWPASQDL-OAQYLSRUSA-N,oliceridine,106,CHEMBL2337,SLC6A9,146,0.9815084,0.9608962057185684,dtiam_a_kdki_inactive_20260917,6,44
DMNOVGJWPASQDL-OAQYLSRUSA-N,oliceridine,106,CHEMBL4296,SCN9A,311,0.9776175,0.9541012937460048,dtiam_a_kdki_inactive_20260917,9,83
DMNOVGJWPASQDL-OAQYLSRUSA-N,oliceridine,106,CHEMBL4409,PDE10A,318,0.99159503,0.979909207060755,dtiam_a_kdki_inactive_20260917,3,25
DMNOVGJWPASQDL-OAQYLSRUSA-N,oliceridine,106,CHEMBL4956,GABRA2,349,0.9928267,0.9824374850638263,dtiam_a_kdki_inactive_20260917,1,131
DOBNVUFHFMVMDB-BEFAXECRSA-N,sacubitril,107,CHEMBL1861,HPD,37,0.9220496,0.8713677522425136,dtiam_a_kdki_inactive_20260917,9,153
DOBNVUFHFMVMDB-BEFAXECRSA-N,sacubitril,107,CHEMBL1944,MME,67,0.989968,0.9766585086210723,dtiam_a_kdki_inactive_20260917,1,1
DOBNVUFHFMVMDB-BEFAXECRSA-N,sacubitril,107,CHEMBL1962,GABRA1,72,0.9831844,0.96389880481347,dtiam_a_kdki_inactive_20260917,5,218
DOBNVUFHFMVMDB-BEFAXECRSA-N,sacubitril,107,CHEMBL280,MMP13,185,0.9858671,0.9688161498500366,dtiam_a_kdki_inactive_20260917,4,48
DOBNVUFHFMVMDB-BEFAXECRSA-N,sacubitril,107,CHEMBL2954,CTSS,199,0.9410939,0.8976233727230444,dtiam_a_kdki_inactive_20260917,8,89
DOBNVUFHFMVMDB-BEFAXECRSA-N,sacubitril,107,CHEMBL3026,GABRA3,210,0.9807494,0.9595523831370822,dtiam_a_kdki_inactive_20260917,7,232
DOBNVUFHFMVMDB-BEFAXECRSA-N,sacubitril,107,CHEMBL3242,CA12,231,0.9172144,0.8649398083022148,dtiam_a_kdki_inactive_20260917,10,298
DOBNVUFHFMVMDB-BEFAXECRSA-N,sacubitril,107,CHEMBL4393,MMP12,317,0.98739094,0.9716791051709616,dtiam_a_kdki_inactive_20260917,3,3
DOBNVUFHFMVMDB-BEFAXECRSA-N,sacubitril,107,CHEMBL4588,MMP8,329,0.98207194,0.9619003205587623,dtiam_a_kdki_inactive_20260917,6,10
DOBNVUFHFMVMDB-BEFAXECRSA-N,sacubitril,107,CHEMBL4956,GABRA2,349,0.9896716,0.9760759106302933,dtiam_a_kdki_inactive_20260917,2,218
DOMXUEMWDBAQBQ-WEVVVXLNSA-N,terbinafine,108,CHEMBL1893,SLC18A2,46,0.8446084,0.7765513140797451,dtiam_a_kdki_inactive_20260917,10,386
DOMXUEMWDBAQBQ-WEVVVXLNSA-N,terbinafine,108,CHEMBL1903,SLC6A1,50,0.9145555,0.8614414106267507,dtiam_a_kdki_inactive_20260917,4,56
DOMXUEMWDBAQBQ-WEVVVXLNSA-N,terbinafine,108,CHEMBL1972,GRIN2A,76,0.85697186,0.7907271336521745,dtiam_a_kdki_inactive_20260917,8,278
DOMXUEMWDBAQBQ-WEVVVXLNSA-N,terbinafine,108,CHEMBL222,SLC6A2,130,0.9589755,0.9239849153924852,dtiam_a_kdki_inactive_20260917,3,39
DOMXUEMWDBAQBQ-WEVVVXLNSA-N,terbinafine,108,CHEMBL228,SLC6A4,134,0.9667038,0.9360642359862625,dtiam_a_kdki_inactive_20260917,1,44
DOMXUEMWDBAQBQ-WEVVVXLNSA-N,terbinafine,108,CHEMBL2337,SLC6A9,146,0.96586126,0.9347228923873603,dtiam_a_kdki_inactive_20260917,2,85
DOMXUEMWDBAQBQ-WEVVVXLNSA-N,terbinafine,108,CHEMBL238,SLC6A3,150,0.86984956,0.8058236437039922,dtiam_a_kdki_inactive_20260917,7,75
DOMXUEMWDBAQBQ-WEVVVXLNSA-N,terbinafine,108,CHEMBL3242,CA12,231,0.8835311,0.8222729064791152,dtiam_a_kdki_inactive_20260917,6,365
DOMXUEMWDBAQBQ-WEVVVXLNSA-N,terbinafine,108,CHEMBL4296,SCN9A,311,0.90466833,0.8486437502563561,dtiam_a_kdki_inactive_20260917,5,274
DOMXUEMWDBAQBQ-WEVVVXLNSA-N,terbinafine,108,CHEMBL5705,EGLN3,374,0.84885544,0.7813876248452712,dtiam_a_kdki_inactive_20260917,9,247
DOUYETYNHWVLEO-UHFFFAOYSA-N,imiquimod,109,CHEMBL1829,HDAC3,27,0.76657873,0.6927983901277037,dtiam_a_kdki_inactive_20260917,10,258
DOUYETYNHWVLEO-UHFFFAOYSA-N,imiquimod,109,CHEMBL1847,GABRB3,34,0.7885386,0.7155064909805228,dtiam_a_kdki_inactive_20260917,9,351
DOUYETYNHWVLEO-UHFFFAOYSA-N,imiquimod,109,CHEMBL1962,GABRA1,72,0.9159466,0.8632686005348577,dtiam_a_kdki_inactive_20260917,2,478
DOUYETYNHWVLEO-UHFFFAOYSA-N,imiquimod,109,CHEMBL1978,CYP19A1,80,0.8540972,0.7874043801174235,dtiam_a_kdki_inactive_20260917,6,316
DOUYETYNHWVLEO-UHFFFAOYSA-N,imiquimod,109,CHEMBL2148,JAK3,120,0.87133163,0.8075842959285058,dtiam_a_kdki_inactive_20260917,5,165
DOUYETYNHWVLEO-UHFFFAOYSA-N,imiquimod,109,CHEMBL3026,GABRA3,210,0.89775306,0.8398766178193962,dtiam_a_kdki_inactive_20260917,4,488
DOUYETYNHWVLEO-UHFFFAOYSA-N,imiquimod,109,CHEMBL3105,PARP1,217,0.8362195,0.7670957145977073,dtiam_a_kdki_inactive_20260917,7,238
DOUYETYNHWVLEO-UHFFFAOYSA-N,imiquimod,109,CHEMBL3201,AHR,227,0.8167951,0.7456629168803368,dtiam_a_kdki_inactive_20260917,8,212
DOUYETYNHWVLEO-UHFFFAOYSA-N,imiquimod,109,CHEMBL4956,GABRA2,349,0.9220828,0.8714121929168467,dtiam_a_kdki_inactive_20260917,1,545
DOUYETYNHWVLEO-UHFFFAOYSA-N,imiquimod,109,CHEMBL5705,EGLN3,374,0.9019504,0.8451807745221276,dtiam_a_kdki_inactive_20260917,3,157
DQCKKXVULJGBQN-XFWGSAIBSA-N,naltrexone,110,CHEMBL1847,GABRB3,34,0.97890383,0.9563225464154073,dtiam_a_kdki_inactive_20260917,5,23
DQCKKXVULJGBQN-XFWGSAIBSA-N,naltrexone,110,CHEMBL1893,SLC18A2,46,0.9904378,0.9775877130888313,dtiam_a_kdki_inactive_20260917,1,3
DQCKKXVULJGBQN-XFWGSAIBSA-N,naltrexone,110,CHEMBL1962,GABRA1,72,0.98396325,0.9653115770443547,dtiam_a_kdki_inactive_20260917,4,202
DQCKKXVULJGBQN-XFWGSAIBSA-N,naltrexone,110,CHEMBL1978,CYP19A1,80,0.9696023,0.9407296864472399,dtiam_a_kdki_inactive_20260917,9,97
DQCKKXVULJGBQN-XFWGSAIBSA-N,naltrexone,110,CHEMBL1994,NR3C2,86,0.97645015,0.9521052841869885,dtiam_a_kdki_inactive_20260917,7,60
DQCKKXVULJGBQN-XFWGSAIBSA-N,naltrexone,110,CHEMBL206,ESR1,109,0.9678272,0.9378629723174188,dtiam_a_kdki_inactive_20260917,10,14
DQCKKXVULJGBQN-XFWGSAIBSA-N,naltrexone,110,CHEMBL242,ESR2,155,0.9713142,0.9435243918751908,dtiam_a_kdki_inactive_20260917,8,13
DQCKKXVULJGBQN-XFWGSAIBSA-N,naltrexone,110,CHEMBL3026,GABRA3,210,0.984443,0.9661876738616947,dtiam_a_kdki_inactive_20260917,3,188
DQCKKXVULJGBQN-XFWGSAIBSA-N,naltrexone,110,CHEMBL4409,PDE10A,318,0.97799367,0.9547484377947903,dtiam_a_kdki_inactive_20260917,6,117
DQCKKXVULJGBQN-XFWGSAIBSA-N,naltrexone,110,CHEMBL4956,GABRA2,349,0.98850244,0.9738038582249195,dtiam_a_kdki_inactive_20260917,2,238
DRHKJLXJIQTDTD-OAHLLOKOSA-N,tamsulosin,111,CHEMBL1893,SLC18A2,46,0.9797117,0.957729925900363,dtiam_a_kdki_inactive_20260917,8,53
DRHKJLXJIQTDTD-OAHLLOKOSA-N,tamsulosin,111,CHEMBL1997,SLC29A1,87,0.97113717,0.9432339761329691,dtiam_a_kdki_inactive_20260917,10,87
DRHKJLXJIQTDTD-OAHLLOKOSA-N,tamsulosin,111,CHEMBL205,CA2,107,0.9954003,0.9879659319669908,dtiam_a_kdki_inactive_20260917,3,1
DRHKJLXJIQTDTD-OAHLLOKOSA-N,tamsulosin,111,CHEMBL228,SLC6A4,134,0.9885713,0.9739365516044037,dtiam_a_kdki_inactive_20260917,6,19
DRHKJLXJIQTDTD-OAHLLOKOSA-N,tamsulosin,111,CHEMBL2326,CA7,141,0.99555117,0.9883030282469732,dtiam_a_kdki_inactive_20260917,2,3
DRHKJLXJIQTDTD-OAHLLOKOSA-N,tamsulosin,111,CHEMBL261,CA1,171,0.9888665,0.974507093228016,dtiam_a_kdki_inactive_20260917,5,1
DRHKJLXJIQTDTD-OAHLLOKOSA-N,tamsulosin,111,CHEMBL3242,CA12,231,0.9961132,0.9895749022066831,dtiam_a_kdki_inactive_20260917,1,3
DRHKJLXJIQTDTD-OAHLLOKOSA-N,tamsulosin,111,CHEMBL3729,CA4,267,0.9906172,0.9779445059192193,dtiam_a_kdki_inactive_20260917,4,2
DRHKJLXJIQTDTD-OAHLLOKOSA-N,tamsulosin,111,CHEMBL4296,SCN9A,311,0.97973937,0.9577782795133691,dtiam_a_kdki_inactive_20260917,7,73
DRHKJLXJIQTDTD-OAHLLOKOSA-N,tamsulosin,111,CHEMBL4409,PDE10A,318,0.97729224,0.9535432956026032,dtiam_a_kdki_inactive_20260917,9,120
DTGLZDAWLRGWQN-UHFFFAOYSA-N,prasugrel,112,CHEMBL1893,SLC18A2,46,0.970985,0.9429846017956467,dtiam_a_kdki_inactive_20260917,8,100
DTGLZDAWLRGWQN-UHFFFAOYSA-N,prasugrel,112,CHEMBL1919,CACNA2D1,59,0.97753435,0.9539585119328455,dtiam_a_kdki_inactive_20260917,5,106
DTGLZDAWLRGWQN-UHFFFAOYSA-N,prasugrel,112,CHEMBL1962,GABRA1,72,0.990006,0.9767334538724086,dtiam_a_kdki_inactive_20260917,3,113
DTGLZDAWLRGWQN-UHFFFAOYSA-N,prasugrel,112,CHEMBL2326,CA7,141,0.9664894,0.9357222874502356,dtiam_a_kdki_inactive_20260917,9,107
DTGLZDAWLRGWQN-UHFFFAOYSA-N,prasugrel,112,CHEMBL280,MMP13,185,0.9812852,0.9605000817586012,dtiam_a_kdki_inactive_20260917,4,83
DTGLZDAWLRGWQN-UHFFFAOYSA-N,prasugrel,112,CHEMBL3026,GABRA3,210,0.99059045,0.9778912135041152,dtiam_a_kdki_inactive_20260917,2,91
DTGLZDAWLRGWQN-UHFFFAOYSA-N,prasugrel,112,CHEMBL4235,HSD11B1,306,0.9751308,0.9498708216048662,dtiam_a_kdki_inactive_20260917,6,48
DTGLZDAWLRGWQN-UHFFFAOYSA-N,prasugrel,112,CHEMBL4296,SCN9A,311,0.97441316,0.9486645395675039,dtiam_a_kdki_inactive_20260917,7,103
DTGLZDAWLRGWQN-UHFFFAOYSA-N,prasugrel,112,CHEMBL4409,PDE10A,318,0.965446,0.9340641007698336,dtiam_a_kdki_inactive_20260917,10,179
DTGLZDAWLRGWQN-UHFFFAOYSA-N,prasugrel,112,CHEMBL4956,GABRA2,349,0.9942885,0.9855303898912354,dtiam_a_kdki_inactive_20260917,1,86
DUGOZIWVEXMGBE-CHWSQXEVSA-N,dexmethylphenidate;serdexmethylphenidate,113,CHEMBL1903,SLC6A1,50,0.6855705,0.6134099121092488,dtiam_a_kdki_inactive_20260917,6,161
DUGOZIWVEXMGBE-CHWSQXEVSA-N,dexmethylphenidate;serdexmethylphenidate,113,CHEMBL2179,GBA1,123,0.616961,0.5502675953731337,dtiam_a_kdki_inactive_20260917,10,457
DUGOZIWVEXMGBE-CHWSQXEVSA-N,dexmethylphenidate;serdexmethylphenidate,113,CHEMBL222,SLC6A2,130,0.87959236,0.8174912266418154,dtiam_a_kdki_inactive_20260917,1,83
DUGOZIWVEXMGBE-CHWSQXEVSA-N,dexmethylphenidate;serdexmethylphenidate,113,CHEMBL2326,CA7,141,0.8460412,0.7781791079156816,dtiam_a_kdki_inactive_20260917,4,365
DUGOZIWVEXMGBE-CHWSQXEVSA-N,dexmethylphenidate;serdexmethylphenidate,113,CHEMBL2337,SLC6A9,146,0.78164965,0.7083187718853752,dtiam_a_kdki_inactive_20260917,5,244
DUGOZIWVEXMGBE-CHWSQXEVSA-N,dexmethylphenidate;serdexmethylphenidate,113,CHEMBL238,SLC6A3,150,0.8636989,0.7985689980680466,dtiam_a_kdki_inactive_20260917,3,78
DUGOZIWVEXMGBE-CHWSQXEVSA-N,dexmethylphenidate;serdexmethylphenidate,113,CHEMBL2973,ROCK2,203,0.66575575,0.5948476524642623,dtiam_a_kdki_inactive_20260917,7,184
DUGOZIWVEXMGBE-CHWSQXEVSA-N,dexmethylphenidate;serdexmethylphenidate,113,CHEMBL3729,CA4,267,0.86701006,0.8024641533899518,dtiam_a_kdki_inactive_20260917,2,225
DUGOZIWVEXMGBE-CHWSQXEVSA-N,dexmethylphenidate;serdexmethylphenidate,113,CHEMBL4296,SCN9A,311,0.64944804,0.579779560143251,dtiam_a_kdki_inactive_20260917,9,466
DUGOZIWVEXMGBE-CHWSQXEVSA-N,dexmethylphenidate;serdexmethylphenidate,113,CHEMBL5705,EGLN3,374,0.6593406,0.5888985736875983,dtiam_a_kdki_inactive_20260917,8,476
DUXZAXCGJSBGDW-HXUWFJFHSA-N,fesoterodine,114,CHEMBL1893,SLC18A2,46,0.92276514,0.8723265228203041,dtiam_a_kdki_inactive_20260917,3,258
DUXZAXCGJSBGDW-HXUWFJFHSA-N,fesoterodine,114,CHEMBL1919,CACNA2D1,59,0.9349555,0.8889827897506908,dtiam_a_kdki_inactive_20260917,2,294
DUXZAXCGJSBGDW-HXUWFJFHSA-N,fesoterodine,114,CHEMBL1972,GRIN2A,76,0.8982541,0.8405070381775529,dtiam_a_kdki_inactive_20260917,7,209
DUXZAXCGJSBGDW-HXUWFJFHSA-N,fesoterodine,114,CHEMBL205,CA2,107,0.8849727,0.8240327774029175,dtiam_a_kdki_inactive_20260917,9,107
DUXZAXCGJSBGDW-HXUWFJFHSA-N,fesoterodine,114,CHEMBL222,SLC6A2,130,0.938969,0.8946114562544617,dtiam_a_kdki_inactive_20260917,1,55
DUXZAXCGJSBGDW-HXUWFJFHSA-N,fesoterodine,114,CHEMBL238,SLC6A3,150,0.8839677,0.8228053441137837,dtiam_a_kdki_inactive_20260917,10,64
DUXZAXCGJSBGDW-HXUWFJFHSA-N,fesoterodine,114,CHEMBL3242,CA12,231,0.8977304,0.8398481364171473,dtiam_a_kdki_inactive_20260917,8,339
DUXZAXCGJSBGDW-HXUWFJFHSA-N,fesoterodine,114,CHEMBL4235,HSD11B1,306,0.9179821,0.8659546243107734,dtiam_a_kdki_inactive_20260917,4,232
DUXZAXCGJSBGDW-HXUWFJFHSA-N,fesoterodine,114,CHEMBL4296,SCN9A,311,0.9142098,0.8609883890793751,dtiam_a_kdki_inactive_20260917,5,263
DUXZAXCGJSBGDW-HXUWFJFHSA-N,fesoterodine,114,CHEMBL4956,GABRA2,349,0.9010911,0.844090584353262,dtiam_a_kdki_inactive_20260917,6,567
DUYJMQONPNNFPI-UHFFFAOYSA-N,osimertinib,115,CHEMBL1847,GABRB3,34,0.31541312,0.2947313585604474,dtiam_a_kdki_inactive_20260917,10,675
DUYJMQONPNNFPI-UHFFFAOYSA-N,osimertinib,115,CHEMBL1919,CACNA2D1,59,0.51189333,0.4584612099918189,dtiam_a_kdki_inactive_20260917,6,633
DUYJMQONPNNFPI-UHFFFAOYSA-N,osimertinib,115,CHEMBL1962,GABRA1,72,0.67335975,0.6019368697894512,dtiam_a_kdki_inactive_20260917,3,659
DUYJMQONPNNFPI-UHFFFAOYSA-N,osimertinib,115,CHEMBL2000,KLKB1,89,0.3244225,0.3021731632527754,dtiam_a_kdki_inactive_20260917,9,542
DUYJMQONPNNFPI-UHFFFAOYSA-N,osimertinib,115,CHEMBL203,EGFR,98,0.82651776,0.7563135087380825,dtiam_a_kdki_inactive_20260917,2,41
DUYJMQONPNNFPI-UHFFFAOYSA-N,osimertinib,115,CHEMBL3009,ERBB4,206,0.41832137,0.3798138986576131,dtiam_a_kdki_inactive_20260917,7,194
DUYJMQONPNNFPI-UHFFFAOYSA-N,osimertinib,115,CHEMBL3026,GABRA3,210,0.6452401,0.5759202527419752,dtiam_a_kdki_inactive_20260917,4,676
DUYJMQONPNNFPI-UHFFFAOYSA-N,osimertinib,115,CHEMBL4296,SCN9A,311,0.33896804,0.3141810858470884,dtiam_a_kdki_inactive_20260917,8,619
DUYJMQONPNNFPI-UHFFFAOYSA-N,osimertinib,115,CHEMBL4956,GABRA2,349,0.83018076,0.7603657858365638,dtiam_a_kdki_inactive_20260917,1,629
DUYJMQONPNNFPI-UHFFFAOYSA-N,osimertinib,115,CHEMBL5251,BTK,359,0.6325672,0.564364883644836,dtiam_a_kdki_inactive_20260917,5,160
DWRIJNIPBUFCQS-DQEYMECFSA-N,elinzanetant,116,CHEMBL1893,SLC18A2,46,0.9860814,0.9692155673067802,dtiam_a_kdki_inactive_20260917,5,20
DWRIJNIPBUFCQS-DQEYMECFSA-N,elinzanetant,116,CHEMBL1919,CACNA2D1,59,0.9895004,0.9757406994839084,dtiam_a_kdki_inactive_20260917,1,25
DWRIJNIPBUFCQS-DQEYMECFSA-N,elinzanetant,116,CHEMBL1962,GABRA1,72,0.9844848,0.966264192010422,dtiam_a_kdki_inactive_20260917,8,196
DWRIJNIPBUFCQS-DQEYMECFSA-N,elinzanetant,116,CHEMBL1997,SLC29A1,87,0.98709303,0.9711150408208722,dtiam_a_kdki_inactive_20260917,3,9
DWRIJNIPBUFCQS-DQEYMECFSA-N,elinzanetant,116,CHEMBL2337,SLC6A9,146,0.9875886,0.9720545709355696,dtiam_a_kdki_inactive_20260917,2,20
DWRIJNIPBUFCQS-DQEYMECFSA-N,elinzanetant,116,CHEMBL3242,CA12,231,0.98414546,0.9656437804282639,dtiam_a_kdki_inactive_20260917,9,45
DWRIJNIPBUFCQS-DQEYMECFSA-N,elinzanetant,116,CHEMBL4296,SCN9A,311,0.9866535,0.9702867883528966,dtiam_a_kdki_inactive_20260917,4,19
DWRIJNIPBUFCQS-DQEYMECFSA-N,elinzanetant,116,CHEMBL4409,PDE10A,318,0.9787956,0.9561347178090961,dtiam_a_kdki_inactive_20260917,10,110
DWRIJNIPBUFCQS-DQEYMECFSA-N,elinzanetant,116,CHEMBL4822,BACE1,343,0.98560697,0.9683328031147315,dtiam_a_kdki_inactive_20260917,7,22
