ligand_inchikey,drug_names,drug_feature_index,target_chembl_id,gene_symbol,target_feature_index,dtiam_probability,dtiam_validation_calibrated_probability,dtiam_model_version,dtiam_drug_rank,dtiam_target_rank
LPAUOXUZGSBGDU-STDDISTJSA-N,ponesimod,316,CHEMBL1962,GABRA1,72,0.98905224,0.9748673065429695,dtiam_a_kdki_inactive_20260917,1,130
LPAUOXUZGSBGDU-STDDISTJSA-N,ponesimod,316,CHEMBL1997,SLC29A1,87,0.96423876,0.9321574811476593,dtiam_a_kdki_inactive_20260917,7,116
LPAUOXUZGSBGDU-STDDISTJSA-N,ponesimod,316,CHEMBL280,MMP13,185,0.97527194,0.9501088142468228,dtiam_a_kdki_inactive_20260917,5,125
LPAUOXUZGSBGDU-STDDISTJSA-N,ponesimod,316,CHEMBL3026,GABRA3,210,0.98850405,0.9738069586439695,dtiam_a_kdki_inactive_20260917,2,135
LPAUOXUZGSBGDU-STDDISTJSA-N,ponesimod,316,CHEMBL3242,CA12,231,0.9659019,0.9347874640101579,dtiam_a_kdki_inactive_20260917,6,143
LPAUOXUZGSBGDU-STDDISTJSA-N,ponesimod,316,CHEMBL4235,HSD11B1,306,0.96359426,0.9311447062104473,dtiam_a_kdki_inactive_20260917,8,94
LPAUOXUZGSBGDU-STDDISTJSA-N,ponesimod,316,CHEMBL4296,SCN9A,311,0.9608234,0.9268294340218846,dtiam_a_kdki_inactive_20260917,9,163
LPAUOXUZGSBGDU-STDDISTJSA-N,ponesimod,316,CHEMBL4956,GABRA2,349,0.9877695,0.9723990949665134,dtiam_a_kdki_inactive_20260917,3,257
LPQZKKCYTLCDGQ-WEDXCCLWSA-N,tazobactam,317,CHEMBL1962,GABRA1,72,0.9683801,0.9387525894413662,dtiam_a_kdki_inactive_20260917,3,328
LPQZKKCYTLCDGQ-WEDXCCLWSA-N,tazobactam,317,CHEMBL2326,CA7,141,0.91639346,0.8638569905844228,dtiam_a_kdki_inactive_20260917,9,247
LPQZKKCYTLCDGQ-WEDXCCLWSA-N,tazobactam,317,CHEMBL280,MMP13,185,0.9711303,0.9432227377798368,dtiam_a_kdki_inactive_20260917,2,144
LPQZKKCYTLCDGQ-WEDXCCLWSA-N,tazobactam,317,CHEMBL286,REN,195,0.9369193,0.8917272318198431,dtiam_a_kdki_inactive_20260917,6,54
LPQZKKCYTLCDGQ-WEDXCCLWSA-N,tazobactam,317,CHEMBL2954,CTSS,199,0.90765536,0.8524762720829846,dtiam_a_kdki_inactive_20260917,10,136
LPQZKKCYTLCDGQ-WEDXCCLWSA-N,tazobactam,317,CHEMBL3026,GABRA3,210,0.95634127,0.9199734911410513,dtiam_a_kdki_inactive_20260917,5,359
LPQZKKCYTLCDGQ-WEDXCCLWSA-N,tazobactam,317,CHEMBL3242,CA12,231,0.96273196,0.9297951117116936,dtiam_a_kdki_inactive_20260917,4,162
LPQZKKCYTLCDGQ-WEDXCCLWSA-N,tazobactam,317,CHEMBL3706,ADAM17,263,0.9233916,0.8731675283589608,dtiam_a_kdki_inactive_20260917,8,143
LPQZKKCYTLCDGQ-WEDXCCLWSA-N,tazobactam,317,CHEMBL4393,MMP12,317,0.9341357,0.8878424154130539,dtiam_a_kdki_inactive_20260917,7,123
LPQZKKCYTLCDGQ-WEDXCCLWSA-N,tazobactam,317,CHEMBL4956,GABRA2,349,0.97769046,0.9542266518082495,dtiam_a_kdki_inactive_20260917,1,389
LRFKWQGGENFBFO-IBGZPJMESA-N,fingolimod,318,CHEMBL1782,FDPS,17,0.90971446,0.8551349405766285,dtiam_a_kdki_inactive_20260917,4,89
LRFKWQGGENFBFO-IBGZPJMESA-N,fingolimod,318,CHEMBL1962,GABRA1,72,0.830512,0.7607333111728662,dtiam_a_kdki_inactive_20260917,10,571
LRFKWQGGENFBFO-IBGZPJMESA-N,fingolimod,318,CHEMBL1997,SLC29A1,87,0.8903434,0.8306367873369421,dtiam_a_kdki_inactive_20260917,6,279
LRFKWQGGENFBFO-IBGZPJMESA-N,fingolimod,318,CHEMBL2326,CA7,141,0.9476756,0.9071032826106319,dtiam_a_kdki_inactive_20260917,2,171
LRFKWQGGENFBFO-IBGZPJMESA-N,fingolimod,318,CHEMBL2337,SLC6A9,146,0.90593404,0.8502642616064818,dtiam_a_kdki_inactive_20260917,5,160
LRFKWQGGENFBFO-IBGZPJMESA-N,fingolimod,318,CHEMBL280,MMP13,185,0.9175817,0.8654250454686679,dtiam_a_kdki_inactive_20260917,3,276
LRFKWQGGENFBFO-IBGZPJMESA-N,fingolimod,318,CHEMBL3026,GABRA3,210,0.8389339,0.7701414286779598,dtiam_a_kdki_inactive_20260917,9,566
LRFKWQGGENFBFO-IBGZPJMESA-N,fingolimod,318,CHEMBL333,MMP2,239,0.84195036,0.773541504616381,dtiam_a_kdki_inactive_20260917,8,254
LRFKWQGGENFBFO-IBGZPJMESA-N,fingolimod,318,CHEMBL4296,SCN9A,311,0.8527052,0.7858013231278204,dtiam_a_kdki_inactive_20260917,7,330
LRFKWQGGENFBFO-IBGZPJMESA-N,fingolimod,318,CHEMBL4956,GABRA2,349,0.97715324,0.9533052798241569,dtiam_a_kdki_inactive_20260917,1,392
LSQZJLSUYDQPKJ-NJBDSQKTSA-N,amoxicillin,319,CHEMBL1861,HPD,37,0.7310283,0.6571911595376232,dtiam_a_kdki_inactive_20260917,9,423
LSQZJLSUYDQPKJ-NJBDSQKTSA-N,amoxicillin,319,CHEMBL1893,SLC18A2,46,0.8031289,0.7309367027343123,dtiam_a_kdki_inactive_20260917,6,415
LSQZJLSUYDQPKJ-NJBDSQKTSA-N,amoxicillin,319,CHEMBL1919,CACNA2D1,59,0.86182386,0.7963736967753656,dtiam_a_kdki_inactive_20260917,4,410
LSQZJLSUYDQPKJ-NJBDSQKTSA-N,amoxicillin,319,CHEMBL1962,GABRA1,72,0.9605855,0.9264617084421037,dtiam_a_kdki_inactive_20260917,3,368
LSQZJLSUYDQPKJ-NJBDSQKTSA-N,amoxicillin,319,CHEMBL2326,CA7,141,0.74831665,0.6743411294143807,dtiam_a_kdki_inactive_20260917,8,480
LSQZJLSUYDQPKJ-NJBDSQKTSA-N,amoxicillin,319,CHEMBL280,MMP13,185,0.8291141,0.759183441506603,dtiam_a_kdki_inactive_20260917,5,378
LSQZJLSUYDQPKJ-NJBDSQKTSA-N,amoxicillin,319,CHEMBL3026,GABRA3,210,0.96308964,0.9303541863202115,dtiam_a_kdki_inactive_20260917,2,326
LSQZJLSUYDQPKJ-NJBDSQKTSA-N,amoxicillin,319,CHEMBL3242,CA12,231,0.76146156,0.6875892793242101,dtiam_a_kdki_inactive_20260917,7,515
LSQZJLSUYDQPKJ-NJBDSQKTSA-N,amoxicillin,319,CHEMBL3896,CACNA2D2,275,0.69114655,0.618687060969257,dtiam_a_kdki_inactive_20260917,10,426
LSQZJLSUYDQPKJ-NJBDSQKTSA-N,amoxicillin,319,CHEMBL4956,GABRA2,349,0.97729003,0.9535395171490318,dtiam_a_kdki_inactive_20260917,1,391
LTXBFJFJUIJOQE-GOSISDBHSA-N,netarsudil,320,CHEMBL1919,CACNA2D1,59,0.9449454,0.9031421718403921,dtiam_a_kdki_inactive_20260917,6,266
LTXBFJFJUIJOQE-GOSISDBHSA-N,netarsudil,320,CHEMBL1944,MME,67,0.95061284,0.9114130176632379,dtiam_a_kdki_inactive_20260917,5,90
LTXBFJFJUIJOQE-GOSISDBHSA-N,netarsudil,320,CHEMBL1962,GABRA1,72,0.95874906,0.9236381210999922,dtiam_a_kdki_inactive_20260917,4,374
LTXBFJFJUIJOQE-GOSISDBHSA-N,netarsudil,320,CHEMBL1972,GRIN2A,76,0.89000714,0.8302210318859901,dtiam_a_kdki_inactive_20260917,9,228
LTXBFJFJUIJOQE-GOSISDBHSA-N,netarsudil,320,CHEMBL1997,SLC29A1,87,0.931066,0.8835993381675247,dtiam_a_kdki_inactive_20260917,8,216
LTXBFJFJUIJOQE-GOSISDBHSA-N,netarsudil,320,CHEMBL2973,ROCK2,203,0.99824876,0.9947234934479334,dtiam_a_kdki_inactive_20260917,1,1
LTXBFJFJUIJOQE-GOSISDBHSA-N,netarsudil,320,CHEMBL3026,GABRA3,210,0.97003186,0.941428125631536,dtiam_a_kdki_inactive_20260917,3,294
LTXBFJFJUIJOQE-GOSISDBHSA-N,netarsudil,320,CHEMBL4296,SCN9A,311,0.9433139,0.9007947718046649,dtiam_a_kdki_inactive_20260917,7,204
LTXBFJFJUIJOQE-GOSISDBHSA-N,netarsudil,320,CHEMBL4956,GABRA2,349,0.9850546,0.9673112858454014,dtiam_a_kdki_inactive_20260917,2,311
LTXBFJFJUIJOQE-GOSISDBHSA-N,netarsudil,320,CHEMBL5202,SCN8A,357,0.86952394,0.8054374814053312,dtiam_a_kdki_inactive_20260917,10,162
LTXREWYXXSTFRX-QGZVFWFLSA-N,linagliptin,321,CHEMBL1919,CACNA2D1,59,0.9884753,0.9737516212213039,dtiam_a_kdki_inactive_20260917,5,31
LTXREWYXXSTFRX-QGZVFWFLSA-N,linagliptin,321,CHEMBL1962,GABRA1,72,0.9885924,0.9739772477171277,dtiam_a_kdki_inactive_20260917,4,146
LTXREWYXXSTFRX-QGZVFWFLSA-N,linagliptin,321,CHEMBL280,MMP13,185,0.98369825,0.9648295863708961,dtiam_a_kdki_inactive_20260917,8,62
LTXREWYXXSTFRX-QGZVFWFLSA-N,linagliptin,321,CHEMBL284,DPP4,192,0.9951353,0.9873778552389153,dtiam_a_kdki_inactive_20260917,1,1
LTXREWYXXSTFRX-QGZVFWFLSA-N,linagliptin,321,CHEMBL3026,GABRA3,210,0.98609406,0.9692391470553542,dtiam_a_kdki_inactive_20260917,7,167
LTXREWYXXSTFRX-QGZVFWFLSA-N,linagliptin,321,CHEMBL3130,PIK3CD,222,0.9829824,0.9635342575720386,dtiam_a_kdki_inactive_20260917,9,6
LTXREWYXXSTFRX-QGZVFWFLSA-N,linagliptin,321,CHEMBL4005,PIK3CA,288,0.9880744,0.9729817794481496,dtiam_a_kdki_inactive_20260917,6,3
LTXREWYXXSTFRX-QGZVFWFLSA-N,linagliptin,321,CHEMBL4296,SCN9A,311,0.98068,0.9594299005797259,dtiam_a_kdki_inactive_20260917,10,60
LTXREWYXXSTFRX-QGZVFWFLSA-N,linagliptin,321,CHEMBL4409,PDE10A,318,0.98992485,0.9765735172082386,dtiam_a_kdki_inactive_20260917,3,33
LTXREWYXXSTFRX-QGZVFWFLSA-N,linagliptin,321,CHEMBL4956,GABRA2,349,0.9900029,0.976727226241751,dtiam_a_kdki_inactive_20260917,2,205
LUKZNWIVRBCLON-GXOBDPJESA-N,ciclesonide,322,CHEMBL1871,AR,41,0.948909,0.9089067622931027,dtiam_a_kdki_inactive_20260917,9,113
LUKZNWIVRBCLON-GXOBDPJESA-N,ciclesonide,322,CHEMBL1902,FKBP1A,49,0.95185876,0.9132569035751666,dtiam_a_kdki_inactive_20260917,8,27
LUKZNWIVRBCLON-GXOBDPJESA-N,ciclesonide,322,CHEMBL1962,GABRA1,72,0.979319,0.9570445368889681,dtiam_a_kdki_inactive_20260917,2,261
LUKZNWIVRBCLON-GXOBDPJESA-N,ciclesonide,322,CHEMBL1978,CYP19A1,80,0.9602278,0.9259097434659656,dtiam_a_kdki_inactive_20260917,6,127
LUKZNWIVRBCLON-GXOBDPJESA-N,ciclesonide,322,CHEMBL1994,NR3C2,86,0.9728736,0.9460973945256218,dtiam_a_kdki_inactive_20260917,3,82
LUKZNWIVRBCLON-GXOBDPJESA-N,ciclesonide,322,CHEMBL2034,NR3C1,100,0.94753045,0.9068916447757904,dtiam_a_kdki_inactive_20260917,10,157
LUKZNWIVRBCLON-GXOBDPJESA-N,ciclesonide,322,CHEMBL280,MMP13,185,0.9556686,0.9189570434866017,dtiam_a_kdki_inactive_20260917,7,195
LUKZNWIVRBCLON-GXOBDPJESA-N,ciclesonide,322,CHEMBL3026,GABRA3,210,0.96966004,0.9408234847905566,dtiam_a_kdki_inactive_20260917,4,296
LUKZNWIVRBCLON-GXOBDPJESA-N,ciclesonide,322,CHEMBL4409,PDE10A,318,0.963428,0.9308840471694366,dtiam_a_kdki_inactive_20260917,5,192
LUKZNWIVRBCLON-GXOBDPJESA-N,ciclesonide,322,CHEMBL4956,GABRA2,349,0.9856055,0.9683300384624457,dtiam_a_kdki_inactive_20260917,1,304
LUMKNAVTFCDUIE-VHXPQNKSSA-N,ospemifene,323,CHEMBL1962,GABRA1,72,0.9811056,0.9601819006377827,dtiam_a_kdki_inactive_20260917,2,245
LUMKNAVTFCDUIE-VHXPQNKSSA-N,ospemifene,323,CHEMBL1978,CYP19A1,80,0.96741474,0.9372012007735144,dtiam_a_kdki_inactive_20260917,6,105
LUMKNAVTFCDUIE-VHXPQNKSSA-N,ospemifene,323,CHEMBL2034,NR3C1,100,0.9593956,0.9246293041578403,dtiam_a_kdki_inactive_20260917,8,124
LUMKNAVTFCDUIE-VHXPQNKSSA-N,ospemifene,323,CHEMBL208,PGR,116,0.97468156,0.9491149591090589,dtiam_a_kdki_inactive_20260917,5,30
LUMKNAVTFCDUIE-VHXPQNKSSA-N,ospemifene,323,CHEMBL2337,SLC6A9,146,0.9653812,0.9339614529838925,dtiam_a_kdki_inactive_20260917,7,87
LUMKNAVTFCDUIE-VHXPQNKSSA-N,ospemifene,323,CHEMBL280,MMP13,185,0.95731944,0.9214572665103631,dtiam_a_kdki_inactive_20260917,9,192
LUMKNAVTFCDUIE-VHXPQNKSSA-N,ospemifene,323,CHEMBL3026,GABRA3,210,0.9777745,0.9543711507066663,dtiam_a_kdki_inactive_20260917,3,254
LUMKNAVTFCDUIE-VHXPQNKSSA-N,ospemifene,323,CHEMBL3242,CA12,231,0.9561408,0.9196702567211679,dtiam_a_kdki_inactive_20260917,10,194
LUMKNAVTFCDUIE-VHXPQNKSSA-N,ospemifene,323,CHEMBL4296,SCN9A,311,0.9754487,0.9504072579351405,dtiam_a_kdki_inactive_20260917,4,92
LUMKNAVTFCDUIE-VHXPQNKSSA-N,ospemifene,323,CHEMBL4956,GABRA2,349,0.9837578,0.9649377696920489,dtiam_a_kdki_inactive_20260917,1,329
LUZRJRNZXALNLM-JGRZULCMSA-N,dihydroergotamine,324,CHEMBL1893,SLC18A2,46,0.984832,0.9669013985540618,dtiam_a_kdki_inactive_20260917,9,25
LUZRJRNZXALNLM-JGRZULCMSA-N,dihydroergotamine,324,CHEMBL1919,CACNA2D1,59,0.9859915,0.9690478327778456,dtiam_a_kdki_inactive_20260917,6,51
LUZRJRNZXALNLM-JGRZULCMSA-N,dihydroergotamine,324,CHEMBL1962,GABRA1,72,0.9899253,0.9765744560144856,dtiam_a_kdki_inactive_20260917,3,116
LUZRJRNZXALNLM-JGRZULCMSA-N,dihydroergotamine,324,CHEMBL1978,CYP19A1,80,0.98508424,0.96736590594599,dtiam_a_kdki_inactive_20260917,8,27
LUZRJRNZXALNLM-JGRZULCMSA-N,dihydroergotamine,324,CHEMBL244,F10,159,0.9847329,0.9667193377395253,dtiam_a_kdki_inactive_20260917,10,19
LUZRJRNZXALNLM-JGRZULCMSA-N,dihydroergotamine,324,CHEMBL280,MMP13,185,0.98825055,0.9733194641799158,dtiam_a_kdki_inactive_20260917,4,21
LUZRJRNZXALNLM-JGRZULCMSA-N,dihydroergotamine,324,CHEMBL2971,JAK2,202,0.98714983,0.9712224248040633,dtiam_a_kdki_inactive_20260917,5,13
LUZRJRNZXALNLM-JGRZULCMSA-N,dihydroergotamine,324,CHEMBL3026,GABRA3,210,0.99044293,0.9775978919833672,dtiam_a_kdki_inactive_20260917,1,95
LUZRJRNZXALNLM-JGRZULCMSA-N,dihydroergotamine,324,CHEMBL4409,PDE10A,318,0.9859346,0.9689418839034932,dtiam_a_kdki_inactive_20260917,7,67
LUZRJRNZXALNLM-JGRZULCMSA-N,dihydroergotamine,324,CHEMBL4956,GABRA2,349,0.9900436,0.9768075050728958,dtiam_a_kdki_inactive_20260917,2,204
LVXJQMNHJWSHET-AATRIKPKSA-N,dacomitinib,325,CHEMBL1824,ERBB2,25,0.47730824,0.4291451720944258,dtiam_a_kdki_inactive_20260917,4,102
LVXJQMNHJWSHET-AATRIKPKSA-N,dacomitinib,325,CHEMBL1893,SLC18A2,46,0.33930248,0.31445712690185884,dtiam_a_kdki_inactive_20260917,10,644
LVXJQMNHJWSHET-AATRIKPKSA-N,dacomitinib,325,CHEMBL1962,GABRA1,72,0.44974998,0.4060099146827226,dtiam_a_kdki_inactive_20260917,5,709
LVXJQMNHJWSHET-AATRIKPKSA-N,dacomitinib,325,CHEMBL203,EGFR,98,0.8121817,0.740660706965861,dtiam_a_kdki_inactive_20260917,1,44
LVXJQMNHJWSHET-AATRIKPKSA-N,dacomitinib,325,CHEMBL2326,CA7,141,0.38605365,0.353068573705255,dtiam_a_kdki_inactive_20260917,8,673
LVXJQMNHJWSHET-AATRIKPKSA-N,dacomitinib,325,CHEMBL2820,F11,188,0.38323116,0.3507342781385931,dtiam_a_kdki_inactive_20260917,9,467
LVXJQMNHJWSHET-AATRIKPKSA-N,dacomitinib,325,CHEMBL3009,ERBB4,206,0.56079644,0.5005969984697775,dtiam_a_kdki_inactive_20260917,3,124
LVXJQMNHJWSHET-AATRIKPKSA-N,dacomitinib,325,CHEMBL3026,GABRA3,210,0.43197036,0.3911692238488601,dtiam_a_kdki_inactive_20260917,6,708
LVXJQMNHJWSHET-AATRIKPKSA-N,dacomitinib,325,CHEMBL4895,AXL,345,0.39507127,0.36053120202700134,dtiam_a_kdki_inactive_20260917,7,415
LVXJQMNHJWSHET-AATRIKPKSA-N,dacomitinib,325,CHEMBL4956,GABRA2,349,0.65872425,0.5883284762856796,dtiam_a_kdki_inactive_20260917,2,694
LWQQLNNNIPYSNX-UROSTWAQSA-N,calcipotriene,326,CHEMBL1893,SLC18A2,46,0.96726584,0.9369627053834538,dtiam_a_kdki_inactive_20260917,5,116
LWQQLNNNIPYSNX-UROSTWAQSA-N,calcipotriene,326,CHEMBL1962,GABRA1,72,0.96145946,0.9278145647647559,dtiam_a_kdki_inactive_20260917,10,365
LWQQLNNNIPYSNX-UROSTWAQSA-N,calcipotriene,326,CHEMBL1978,CYP19A1,80,0.9870829,0.971095893564416,dtiam_a_kdki_inactive_20260917,1,16
LWQQLNNNIPYSNX-UROSTWAQSA-N,calcipotriene,326,CHEMBL2034,NR3C1,100,0.98592895,0.9689313374117627,dtiam_a_kdki_inactive_20260917,2,21
LWQQLNNNIPYSNX-UROSTWAQSA-N,calcipotriene,326,CHEMBL208,PGR,116,0.9664048,0.9355875055939353,dtiam_a_kdki_inactive_20260917,7,54
LWQQLNNNIPYSNX-UROSTWAQSA-N,calcipotriene,326,CHEMBL2189110,EZH2,125,0.9617973,0.9283391210532684,dtiam_a_kdki_inactive_20260917,9,50
LWQQLNNNIPYSNX-UROSTWAQSA-N,calcipotriene,326,CHEMBL2954,CTSS,199,0.966814,0.9362401747961339,dtiam_a_kdki_inactive_20260917,6,46
LWQQLNNNIPYSNX-UROSTWAQSA-N,calcipotriene,326,CHEMBL3201,AHR,227,0.9737051,0.9474804525553946,dtiam_a_kdki_inactive_20260917,3,22
LWQQLNNNIPYSNX-UROSTWAQSA-N,calcipotriene,326,CHEMBL4296,SCN9A,311,0.9662623,0.935360546463129,dtiam_a_kdki_inactive_20260917,8,138
LWQQLNNNIPYSNX-UROSTWAQSA-N,calcipotriene,326,CHEMBL4409,PDE10A,318,0.97102195,0.943045140220406,dtiam_a_kdki_inactive_20260917,4,156
LXBIFEVIBLOUGU-DPYQTVNSSA-N,migalastat,327,CHEMBL1782,FDPS,17,0.88442475,0.8233632330353212,dtiam_a_kdki_inactive_20260917,2,124
LXBIFEVIBLOUGU-DPYQTVNSSA-N,migalastat,327,CHEMBL1829,HDAC3,27,0.80518883,0.7331389317458282,dtiam_a_kdki_inactive_20260917,6,203
LXBIFEVIBLOUGU-DPYQTVNSSA-N,migalastat,327,CHEMBL1871,AR,41,0.8693596,0.8052426881118542,dtiam_a_kdki_inactive_20260917,4,226
LXBIFEVIBLOUGU-DPYQTVNSSA-N,migalastat,327,CHEMBL1937,HDAC2,65,0.7985716,0.7260858481527729,dtiam_a_kdki_inactive_20260917,8,227
LXBIFEVIBLOUGU-DPYQTVNSSA-N,migalastat,327,CHEMBL2326,CA7,141,0.9242604,0.8743364402552134,dtiam_a_kdki_inactive_20260917,1,225
LXBIFEVIBLOUGU-DPYQTVNSSA-N,migalastat,327,CHEMBL2524,GLA,164,0.78396463,0.7107274200435658,dtiam_a_kdki_inactive_20260917,10,56
LXBIFEVIBLOUGU-DPYQTVNSSA-N,migalastat,327,CHEMBL3242,CA12,231,0.79291785,0.720107672126815,dtiam_a_kdki_inactive_20260917,9,483
LXBIFEVIBLOUGU-DPYQTVNSSA-N,migalastat,327,CHEMBL325,HDAC1,232,0.80451113,0.7324137455453407,dtiam_a_kdki_inactive_20260917,7,179
LXBIFEVIBLOUGU-DPYQTVNSSA-N,migalastat,327,CHEMBL3729,CA4,267,0.8255142,0.7552071557363906,dtiam_a_kdki_inactive_20260917,5,290
LXBIFEVIBLOUGU-DPYQTVNSSA-N,migalastat,327,CHEMBL4956,GABRA2,349,0.8712112,0.8074410060703294,dtiam_a_kdki_inactive_20260917,3,596
LXMSZDCAJNLERA-ZHYRCANASA-N,spironolactone,328,CHEMBL1871,AR,41,0.9931079,0.9830240970037164,dtiam_a_kdki_inactive_20260917,1,1
LXMSZDCAJNLERA-ZHYRCANASA-N,spironolactone,328,CHEMBL1962,GABRA1,72,0.96741587,0.9372030155844333,dtiam_a_kdki_inactive_20260917,8,335
LXMSZDCAJNLERA-ZHYRCANASA-N,spironolactone,328,CHEMBL1978,CYP19A1,80,0.98460996,0.9664936306097561,dtiam_a_kdki_inactive_20260917,4,31
LXMSZDCAJNLERA-ZHYRCANASA-N,spironolactone,328,CHEMBL1994,NR3C2,86,0.98688954,0.9707309988835848,dtiam_a_kdki_inactive_20260917,3,13
LXMSZDCAJNLERA-ZHYRCANASA-N,spironolactone,328,CHEMBL2034,NR3C1,100,0.98975724,0.9762439739516143,dtiam_a_kdki_inactive_20260917,2,5
LXMSZDCAJNLERA-ZHYRCANASA-N,spironolactone,328,CHEMBL208,PGR,116,0.97438985,0.9486254701545074,dtiam_a_kdki_inactive_20260917,6,31
LXMSZDCAJNLERA-ZHYRCANASA-N,spironolactone,328,CHEMBL2326,CA7,141,0.9719827,0.9446241629897544,dtiam_a_kdki_inactive_20260917,7,84
LXMSZDCAJNLERA-ZHYRCANASA-N,spironolactone,328,CHEMBL2954,CTSS,199,0.96556014,0.9342450285583944,dtiam_a_kdki_inactive_20260917,9,47
LXMSZDCAJNLERA-ZHYRCANASA-N,spironolactone,328,CHEMBL3026,GABRA3,210,0.96268934,0.9297285696281626,dtiam_a_kdki_inactive_20260917,10,329
LXMSZDCAJNLERA-ZHYRCANASA-N,spironolactone,328,CHEMBL4956,GABRA2,349,0.9787879,0.9561213818717049,dtiam_a_kdki_inactive_20260917,5,376
LZFZMUMEGBBDTC-QEJZJMRPSA-N,enalapril,329,CHEMBL1808,ACE,22,0.90353924,0.8472023762581044,dtiam_a_kdki_inactive_20260917,9,11
LZFZMUMEGBBDTC-QEJZJMRPSA-N,enalapril,329,CHEMBL1919,CACNA2D1,59,0.9136555,0.8602629392882866,dtiam_a_kdki_inactive_20260917,8,330
LZFZMUMEGBBDTC-QEJZJMRPSA-N,enalapril,329,CHEMBL2326,CA7,141,0.9294271,0.8813509523440458,dtiam_a_kdki_inactive_20260917,5,218
LZFZMUMEGBBDTC-QEJZJMRPSA-N,enalapril,329,CHEMBL280,MMP13,185,0.94666296,0.905629204951118,dtiam_a_kdki_inactive_20260917,4,223
LZFZMUMEGBBDTC-QEJZJMRPSA-N,enalapril,329,CHEMBL286,REN,195,0.983786,0.9649890154379399,dtiam_a_kdki_inactive_20260917,1,2
LZFZMUMEGBBDTC-QEJZJMRPSA-N,enalapril,329,CHEMBL2954,CTSS,199,0.9137644,0.860405386199074,dtiam_a_kdki_inactive_20260917,7,124
LZFZMUMEGBBDTC-QEJZJMRPSA-N,enalapril,329,CHEMBL321,MMP9,228,0.8866707,0.8261125264010211,dtiam_a_kdki_inactive_20260917,10,116
LZFZMUMEGBBDTC-QEJZJMRPSA-N,enalapril,329,CHEMBL3242,CA12,231,0.97427726,0.9484368096322252,dtiam_a_kdki_inactive_20260917,2,97
LZFZMUMEGBBDTC-QEJZJMRPSA-N,enalapril,329,CHEMBL4588,MMP8,329,0.9477483,0.9072093645795652,dtiam_a_kdki_inactive_20260917,3,87
LZFZMUMEGBBDTC-QEJZJMRPSA-N,enalapril,329,CHEMBL4956,GABRA2,349,0.91493416,0.8619381055981012,dtiam_a_kdki_inactive_20260917,6,552
MAEIEVLCKWDQJH-UHFFFAOYSA-N,bumetanide,330,CHEMBL1978,CYP19A1,80,0.91032374,0.8559243014249106,dtiam_a_kdki_inactive_20260917,8,238
MAEIEVLCKWDQJH-UHFFFAOYSA-N,bumetanide,330,CHEMBL205,CA2,107,0.9817032,0.9612427583130693,dtiam_a_kdki_inactive_20260917,2,12
MAEIEVLCKWDQJH-UHFFFAOYSA-N,bumetanide,330,CHEMBL2179,GBA1,123,0.89349693,0.8345504612307951,dtiam_a_kdki_inactive_20260917,9,119
MAEIEVLCKWDQJH-UHFFFAOYSA-N,bumetanide,330,CHEMBL2326,CA7,141,0.98104525,0.9600750444703613,dtiam_a_kdki_inactive_20260917,3,38
MAEIEVLCKWDQJH-UHFFFAOYSA-N,bumetanide,330,CHEMBL261,CA1,171,0.87935203,0.8172007090022859,dtiam_a_kdki_inactive_20260917,10,44
MAEIEVLCKWDQJH-UHFFFAOYSA-N,bumetanide,330,CHEMBL280,MMP13,185,0.953572,0.9158083723886208,dtiam_a_kdki_inactive_20260917,5,203
MAEIEVLCKWDQJH-UHFFFAOYSA-N,bumetanide,330,CHEMBL2954,CTSS,199,0.9242476,0.8743192571284145,dtiam_a_kdki_inactive_20260917,6,111
MAEIEVLCKWDQJH-UHFFFAOYSA-N,bumetanide,330,CHEMBL3242,CA12,231,0.98619616,0.9694298090479228,dtiam_a_kdki_inactive_20260917,1,32
MAEIEVLCKWDQJH-UHFFFAOYSA-N,bumetanide,330,CHEMBL3729,CA4,267,0.96918595,0.9400545336413878,dtiam_a_kdki_inactive_20260917,4,33
MAEIEVLCKWDQJH-UHFFFAOYSA-N,bumetanide,330,CHEMBL4409,PDE10A,318,0.91240126,0.8586252127920622,dtiam_a_kdki_inactive_20260917,7,330
MBBCVAKAJPKAKM-UHFFFAOYSA-N,lomitapide,331,CHEMBL1962,GABRA1,72,0.9906231,0.9779562596803676,dtiam_a_kdki_inactive_20260917,2,102
MBBCVAKAJPKAKM-UHFFFAOYSA-N,lomitapide,331,CHEMBL1978,CYP19A1,80,0.95942926,0.9246810183123142,dtiam_a_kdki_inactive_20260917,9,131
MBBCVAKAJPKAKM-UHFFFAOYSA-N,lomitapide,331,CHEMBL1997,SLC29A1,87,0.9668147,0.9362413170024567,dtiam_a_kdki_inactive_20260917,7,105
MBBCVAKAJPKAKM-UHFFFAOYSA-N,lomitapide,331,CHEMBL2000,KLKB1,89,0.97250414,0.9454853256959408,dtiam_a_kdki_inactive_20260917,5,43
MBBCVAKAJPKAKM-UHFFFAOYSA-N,lomitapide,331,CHEMBL244,F10,159,0.970031,0.9414267670570037,dtiam_a_kdki_inactive_20260917,6,43
MBBCVAKAJPKAKM-UHFFFAOYSA-N,lomitapide,331,CHEMBL280,MMP13,185,0.95869994,0.9235629516046376,dtiam_a_kdki_inactive_20260917,10,186
