drug_chembl_id,drug_name,base_chembl_id,model_ligand_smiles,therapeutic_area,route,scope_source,inclusion_reason
CHEMBL2105737,Sonidegib Phosphate,CHEMBL2105737,Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2105741,Trametinib Dimethyl Sulfoxide,CHEMBL2105741,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2105743,Olodaterol Hydrochloride,CHEMBL2105743,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1,Respiratory,Inhalation,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2105748,Prucalopride Succinate,CHEMBL2105748,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2105755,Naldemedine Tosylate,CHEMBL2105755,CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2105759,Baricitinib,CHEMBL2105759,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,Immunology/Inflammation,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2105760,Brexpiprazole,CHEMBL2105760,O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2105950,Amoxicillin,CHEMBL2105950,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2106068,Atrasentan Hydrochloride,CHEMBL2106068,CCCCN(CCCC)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)cc1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2106195,Dexmedetomidine Hydrochloride,CHEMBL2106195,Cc1cccc([C@H](C)c2c[nH]cn2)c1C,Oncology,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2106217,Fenfluramine Hydrochloride,CHEMBL2106217,CCNC(C)Cc1cccc(C(F)(F)F)c1,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2106309,Hydrocortisone,CHEMBL2106309,CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2106615,Bazedoxifene Acetate,CHEMBL2106615,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2107067,Testosterone Undecanoate,CHEMBL2107067,CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,Oncology,Intramuscular,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2107333,Dimethyl Fumarate,CHEMBL2107333,COC(=O)/C=C/C(=O)OC,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2107355,Migalastat Hydrochloride,CHEMBL2107355,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,Rare Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2107360,Paliperidone,CHEMBL2107360,CCCCCCCCCCCCCCCC(=O)OC1CCCn2c1nc(C)c(CCN1CCC(c3noc4cc(F)ccc34)CC1)c2=O,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2107427,Isotretinoin,CHEMBL2107427,COc1ccc(C(=O)COC(=O)\C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)cc1,Dermatology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2107815,Treprostinil Diolamine,CHEMBL2107815,CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1O,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2107826,Vibegron,CHEMBL2107826,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)[C@@H]1CCc2nccc(=O)n21,Urology/Nephrology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2107830,Empagliflozin,CHEMBL2107830,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2107831,Lusutrombopag,CHEMBL2107831,CCCCCCO[C@@H](C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(/C=C(\C)C(=O)O)c(Cl)c3)n2)c1OC,Other,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2107834,Riociguat,CHEMBL2107834,COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2110588,Eliglustat Tartrate,CHEMBL2110588,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2,Rare Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2111097,Levamlodipine Maleate,CHEMBL2111097,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@@H]1c1ccccc1Cl,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2111101,Pimavanserin Tartrate,CHEMBL2111101,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL211471,Neostigmine Methylsulfate,CHEMBL211471,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,Neurology/Psychiatry,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2146140,Esomeprazole Strontium,CHEMBL2146140,COc1ccc2[nH]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,Gastroenterology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2146883,Cobimetinib Fumarate,CHEMBL2146883,O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2159122,Eluxadoline,CHEMBL2159122,COc1ccc(CN(C(=O)[C@@H](N)Cc2c(C)cc(C(N)=O)cc2C)[C@@H](C)c2ncc(-c3ccccc3)[nH]2)cc1C(=O)O,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2165326,Aprocitentan,CHEMBL2165326,NS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2181927,Finerenone,CHEMBL2181927,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,Endocrinology/Metabolic,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL218394,Boceprevir,CHEMBL218394,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL220492,Topiramate,CHEMBL220492,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2205807,Abametapir,CHEMBL2205807,Cc1ccc(-c2ccc(C)cn2)nc1,Other,Topical,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2218871,Tretinoin,CHEMBL2218871,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Oc2c(C)c(C)c3c(c2C)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O3)C(C)(C)CCC1,Oncology,Topical,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2219411,Momelotinib Dihydrochloride,CHEMBL2219411,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,Immunology/Inflammation,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2219414,Eravacycline Dihydrochloride,CHEMBL2219414,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)c(NC(=O)CN5CCCC5)cc(F)c4C[C@H]3C[C@@H]12,Infectious Disease,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2219418,Naloxegol Oxalate,CHEMBL2219418,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](OCCOCCOCCOCCOCCOCCOCCOC)CC[C@@]3(O)[C@H]1C5,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2219425,Aripiprazole,CHEMBL2219425,CCCCCCCCCCCC(=O)OCN1C(=O)CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21,Neurology/Psychiatry,Intramuscular,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL222559,Tipranavir,CHEMBL222559,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL223228,Efavirenz,CHEMBL223228,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL227529,Alogliptin Benzoate,CHEMBL227529,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,Endocrinology/Metabolic,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2303621,Daclatasvir Dihydrochloride,CHEMBL2303621,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL231779,Apixaban,CHEMBL231779,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL231813,Telaprevir,CHEMBL231813,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2325741,Capivasertib,CHEMBL2325741,NC1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2nc[nH]c3nccc2-3)CC1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2336071,Siponimod,CHEMBL2336071,CCc1cc(/C(C)=N/OCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2348780,Vamorolone,CHEMBL2348780,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@@]1(O)C(=O)CO,Endocrinology/Metabolic,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2356097,Metoprolol Succinate,CHEMBL2356097,COCCc1ccc(OCC(O)CNC(C)C)cc1,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL235668,Tipiracil Hydrochloride,CHEMBL235668,N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2359966,Quinine Sulfate,CHEMBL2359966,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2360464,Pemetrexed Ditromethamine,CHEMBL2360464,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,Oncology,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2360464__PEMETREXED,Pemetrexed,CHEMBL2360464,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,Oncology,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2364608,Doravirine And Islatravir,CHEMBL2364608,Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2364608__DORAVIRINE,Doravirine,CHEMBL2364608,Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2364609,Esketamine Hydrochloride,CHEMBL2364609,CN[C@]1(c2ccccc2Cl)CCCCC1=O,Neurology/Psychiatry,Nasal,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2364612,Latanoprostene Bunod,CHEMBL2364612,O=C(CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O)OCCCCO[N+](=O)[O-],Cardiovascular,Ophthalmic,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2364617,Macimorelin Acetate,CHEMBL2364617,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O,Endocrinology/Metabolic,Oral,v4_explicit_scope_extension,valid_small_or_macrocyclic_direct_action_boundary_restore
CHEMBL2364621,Palbociclib,CHEMBL2364621,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2364623,Plazomicin Sulfate,CHEMBL2364623,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CCN)OC[C@]1(C)O,Infectious Disease,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2364629,Rimegepant Sulfate,CHEMBL2364629,N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2364638,Ubrogepant,CHEMBL2364638,C[C@@H]1[C@H](c2ccccc2)C[C@H](NC(=O)c2cnc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2364639,Valbenazine Tosylate,CHEMBL2364639,COc1cc2c(cc1OC)[C@H]1C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN1CC2,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2368861,Buprenorphine,CHEMBL2368861,CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,Neurology/Psychiatry,Transdermal,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL236921,Rifamycin Sodium,CHEMBL236921,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)C=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,Other,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2374220,Ledipasvir,CHEMBL2374220,COC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1c1nc(-c2ccc3c(c2)C(F)(F)c2cc(-c4ccc5[nH]c([C@@H]6[C@H]7CC[C@H](C7)N6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)ccc2-3)c[nH]1)C(C)C,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL238804,Selexipag,CHEMBL238804,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2396661,Alpelisib,CHEMBL2396661,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2403108,Ceritinib,CHEMBL2403108,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL2403238,Cabotegravir,CHEMBL2403238,C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,Infectious Disease,Intramuscular,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL240597,Chenodiol,CHEMBL240597,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,Gastroenterology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL243712,Amisulpride,CHEMBL243712,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,Neurology/Psychiatry,Intravenous,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL24778,Silodosin,CHEMBL24778,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL24828,Vandetanib,CHEMBL24828,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL25,Aspirin,CHEMBL25,CC(=O)Oc1ccccc1C(=O)O,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL254316,Raltegravir Potassium,CHEMBL254316,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL255863,Nilotinib D-Tartrate,CHEMBL255863,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL255863__NILOTINIB_HYDROCHLORIDE,Nilotinib Hydrochloride,CHEMBL255863,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL256907,Maraviroc,CHEMBL256907,Cc1nnc(C(C)C)n1[C@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL259571,Tapinarof,CHEMBL259571,CC(C)c1c(O)cc(/C=C/c2ccccc2)cc1O,Immunology/Inflammation,Topical,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL26318,Zidovudine,CHEMBL26318,Cc1cn([C@H]2C[C@@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL266340,Obeticholic Acid,CHEMBL266340,CC[C@@H]1C2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@H]3[C@@H]2[C@@H]1O,Other,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL269001,Dorzolamide Hydrochloride,CHEMBL269001,CCNC1CC(C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,Cardiovascular,Ophthalmic,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL270190,Alvimopan,CHEMBL270190,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL271227,Abiraterone Acetate,CHEMBL271227,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(c4cccnc4)=CC[C@@H]32)C1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL284092,Gepirone Hydrochloride,CHEMBL284092,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL284348,Dalfampridine,CHEMBL284348,Nc1ccncc1,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL291657,Crinecerfont,CHEMBL291657,C#CCN(c1nc(-c2cc(C)c(OC)cc2Cl)c(C)s1)[C@@H](CC1CC1)c1ccc(C)c(F)c1,Endocrinology/Metabolic,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL294199,Capsaicin,CHEMBL294199,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,Other,Topical,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL295698,Levoketoconazole,CHEMBL295698,CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,Endocrinology/Metabolic,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL295698__KETOCONAZOLE,Ketoconazole,CHEMBL295698,CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,Endocrinology/Metabolic,Topical,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL298734,Lonafarnib,CHEMBL298734,NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3039247,Hydrocortisone Butyrate,CHEMBL3039247,CCCC(=O)O[C@]1(C(=O)CO)CCC2[C@@H]3CCC4=CC(=O)CC[C@]4(C)C3[C@@H](O)C[C@@]21C,Endocrinology/Metabolic,Topical,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3039502,Duvelisib,CHEMBL3039502,C[C@H](Nc1ncnc2nc[nH]c12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3039504,Nintedanib Esylate,CHEMBL3039504,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,Oncology,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3039507,Sotagliflozin,CHEMBL3039507,CCOc1ccc(Cc2cc([C@@H]3O[C@H](SC)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,Cardiovascular,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3039514,Elbasvir,CHEMBL3039514,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc3c(c2)O[C@@H](c2ccccc2)n2c-3cc3cc(-c4c[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)n4)ccc32)c[nH]1)C(C)C,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3039516,Gemcitabine Hydrochloride,CHEMBL3039516,CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)C(F)(F)[C@@H]1O,Oncology,Injection,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL3039520,Lasmiditan Succinate,CHEMBL3039520,CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1,Neurology/Psychiatry,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL306700,Viloxazine Hydrochloride,CHEMBL306700,CCOc1ccccc1OCC1CNCCO1,Endocrinology/Metabolic,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
CHEMBL308954,Etravirine,CHEMBL308954,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,Infectious Disease,Oral,legacy_direct_action_project,passed_direct_action_drug_feasibility_rules
