candidate_id,pair_id,modeled_entity_name,gene_symbol,binding_rank_384,rank_band,action_class,recommendation_band,recommended_disease_is_cross_area,recommended_disease,positive_max_tanimoto,usable_chemical_support_ge04
C384-225,CJOFXWAVKWHTFT-XSFVSMFZSA-N__CHEMBL2039,fluvoxamine,MAOB,6,6–10,EVIDENCE_DEPRIORITIZE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,major depressive disorder,0.3061224489795918,False
C384-226,UIAGMCDKSXEBJQ-UHFFFAOYSA-N__CHEMBL3242,nimodipine,CA12,10,6–10,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,congestive heart failure,0.3116883116883117,False
C384-227,GKCBAIGFKIBETG-UHFFFAOYSA-N__CHEMBL2252,tetracaine,CTSC,11,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,bronchiectasis,0.217391304347826,False
C384-228,JURKNVYFZMSNLP-UHFFFAOYSA-N__CHEMBL2039,cyclobenzaprine,MAOB,11,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,melancholia,0.2542372881355932,False
C384-229,PJDFLNIOAUIZSL-UHFFFAOYSA-N__CHEMBL4588,vigabatrin,MMP8,11,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,malaria,0.24,False
C384-230,FELGMEQIXOGIFQ-UHFFFAOYSA-N__CHEMBL2243,ondansetron,FAAH,12,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,common cold,0.2409638554216867,False
C384-231,KGFYHTZWPPHNLQ-AWEZNQCLSA-N__CHEMBL258,rivaroxaban,LCK,12,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,HIV infectious disease,0.2417582417582417,False
C384-232,WIGIZIANZCJQQY-RUCARUNLSA-N__CHEMBL286,glimepiride,REN,12,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,heart failure,0.2298850574712643,False
C384-233,SFLSHLFXELFNJZ-QMMMGPOBSA-N__CHEMBL2252,norepinephrine,CTSC,13,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,lung disorder,0.1538461538461538,False
C384-234,CPZBLNMUGSZIPR-NVXWUHKLSA-N__CHEMBL1902,palonosetron,FKBP1A,13,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,peripheral arterial disease,0.2317073170731707,False
C384-235,ZKIAIYBUSXZPLP-UHFFFAOYSA-N__CHEMBL1827,brexpiprazole,PDE5A,13,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,fetal growth restriction,0.2674418604651162,False
C384-236,JOLJIIDDOBNFHW-UHFFFAOYSA-N__CHEMBL3729,xanomeline,CA4,14,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,open-angle glaucoma,0.2156862745098039,False
C384-237,WIGIZIANZCJQQY-RUCARUNLSA-N__CHEMBL1944,glimepiride,MME,14,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,heart failure,0.1978021978021978,False
C384-238,VGYFMXBACGZSIL-MCBHFWOFSA-N__CHEMBL1944,pitavastatin,MME,14,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,congestive heart failure,0.2337662337662337,False
C384-239,BMKDZUISNHGIBY-ZETCQYMHSA-N__CHEMBL4073,dexrazoxane,MMP7,14,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,Lyme disease,0.15,False
C384-240,ULXXDDBFHOBEHA-CWDCEQMOSA-N__CHEMBL286,afatinib,REN,14,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,atherosclerosis,0.2,False
C384-241,NYNZQNWKBKUAII-KBXCAEBGSA-N__CHEMBL1902,larotrectinib,FKBP1A,15,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,atherosclerosis,0.2268041237113402,False
C384-242,RHWKPHLQXYSBKR-BMIGLBTASA-N__CHEMBL4179,dolutegravir,MAPK9,15,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,cancer,0.2323232323232323,False
C384-243,RHXHGRAEPCAFML-UHFFFAOYSA-N__CHEMBL286,ribociclib,REN,15,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,cardiovascular disorder,0.2934782608695652,False
C384-244,PYGWGZALEOIKDF-UHFFFAOYSA-N__CHEMBL1952,etravirine,TYMS,15,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,cancer,0.2647058823529412,False
C384-245,GCKFUYQCUCGESZ-BPIQYHPVSA-N__CHEMBL1977,etonogestrel,VDR,15,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,osteoporosis,0.1584158415841584,False
C384-246,SGUAFYQXFOLMHL-UHFFFAOYSA-N__CHEMBL1808,labetalol,ACE,16,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,diabetic kidney disease,0.2816901408450704,False
C384-247,DDOOFTLHJSMHLN-ZQHRPCGSSA-N__CHEMBL2148,ubrogepant,JAK3,16,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,rheumatoid arthritis,0.2407407407407407,False
C384-248,XPOQHMRABVBWPR-ZDUSSCGKSA-N__CHEMBL1871,efavirenz,AR,17,11–20,EVIDENCE_DEPRIORITIZE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,prostate neoplasm,0.2253521126760563,False
C384-249,SOLUWJRYJLAZCX-LYOVBCGYSA-N__CHEMBL2276,bictegravir,MAPK8,17,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,cancer,0.2473118279569892,False
C384-250,WEAJZXNPAWBCOA-INIZCTEOSA-N__CHEMBL288,avanafil,PDE4D,17,11–20,EVIDENCE_DEPRIORITIZE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,stroke disorder,0.2954545454545454,False
C384-251,SFNSLLSYNZWZQG-VQIMIIECSA-N__CHEMBL2243,glasdegib,FAAH,18,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,arthritic joint disease,0.2962962962962963,False
C384-252,WGFOBBZOWHGYQH-MXHNKVEKSA-N__CHEMBL1902,lubiprostone,FKBP1A,18,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,peripheral arterial disease,0.1636363636363636,False
C384-253,IOOWNWLVCOUUEX-WPRPVWTQSA-N__CHEMBL1902,vaborbactam,FKBP1A,18,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,rheumatoid arthritis,0.1724137931034483,False
C384-254,DDOOFTLHJSMHLN-ZQHRPCGSSA-N__CHEMBL3922,ubrogepant,METAP2,18,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,obesity disorder,0.2523364485981308,False
C384-255,PBAPPPCECJKMCM-IBGZPJMESA-N__CHEMBL1944,mirabegron,MME,18,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,congestive heart failure,0.2285714285714285,False
C384-256,XKLMZUWKNUAPSZ-UHFFFAOYSA-N__CHEMBL2007,ranolazine,PDGFRA,18,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,systemic mastocytosis,0.2891566265060241,False
C384-257,NDDAHWYSQHTHNT-UHFFFAOYSA-N__CHEMBL1808,indapamide,ACE,19,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,diabetic kidney disease,0.2835820895522388,False
C384-258,DJXRIQMCROIRCZ-XOEOCAAJSA-N__CHEMBL2973,vibegron,ROCK2,19,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,open-angle glaucoma,0.264367816091954,False
C384-259,WJBLNOPPDWQMCH-MBPVOVBZSA-N__CHEMBL1977,nalmefene,VDR,19,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,heart failure,0.1683168316831683,False
C384-260,BQJCRHHNABKAKU-KBQPJGBKSA-N__CHEMBL205,morphine,CA2,20,11–20,EVIDENCE_DEPRIORITIZE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,duodenal ulcer,0.2023809523809523,False
C384-261,XDXWLKQMMKQXPV-QYQHSDTDSA-N__CHEMBL3234,eltrombopag,HCK,20,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,HIV infectious disease,0.2164948453608247,False
C384-262,BMKDZUISNHGIBY-ZETCQYMHSA-N__CHEMBL4588,dexrazoxane,MMP8,20,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,Lyme disease,0.1785714285714285,False
C384-263,SOLUWJRYJLAZCX-LYOVBCGYSA-N__CHEMBL5366,bictegravir,PARP2,20,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,cancer,0.196078431372549,False
C384-264,STZYTFJPGGDRJD-NHUWBDDWSA-N__CHEMBL1902,retapamulin,FKBP1A,6,6–10,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,kidney angiomyolipoma,0.1594202898550724,False
C384-265,ZBGXUVOIWDMMJE-QHNZEKIYSA-N__CHEMBL284,vorapaxar,DPP4,7,6–10,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,diabetic kidney disease,0.2395833333333333,False
C384-266,BRUQQQPBMZOVGD-XFKAJCMBSA-N__CHEMBL205,oxycodone,CA2,3,1–5,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,open-angle glaucoma,0.2807017543859649,False
C384-267,UVSMNLNDYGZFPF-UHFFFAOYSA-N__CHEMBL3310,pomalidomide,HDAC11,6,6–10,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,acute myeloid leukemia,0.3333333333333333,False
C384-268,VPPJLAIAVCUEMN-GFCCVEGCSA-N__CHEMBL2039,lacosamide,MAOB,8,6–10,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,depressive disorder,0.36,False
C384-269,AURFZBICLPNKBZ-SYBPFIFISA-N__CHEMBL242,brexanolone,ESR2,9,6–10,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,major depressive disorder,0.3461538461538461,False
C384-270,JBIMVDZLSHOPLA-LSCVHKIXSA-N__CHEMBL2034,olopatadine,NR3C1,9,6–10,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,rhinitis,0.3333333333333333,False
C384-271,UEJJHQNACJXSKW-UHFFFAOYSA-N__CHEMBL3116,thalidomide,CDK9,10,6–10,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,B-cell chronic lymphocytic leukemia,0.3010752688172043,False
C384-272,QNZCBYKSOIHPEH-UHFFFAOYSA-N__CHEMBL3729,apixaban,CA4,13,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,migraine disorder,0.3026315789473684,False
C384-273,TTWJBBZEZQICBI-UHFFFAOYSA-N__CHEMBL3729,metoclopramide,CA4,14,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,duodenal ulcer,0.3684210526315789,False
C384-274,VDANGULDQQJODZ-UHFFFAOYSA-N__CHEMBL220,chloroprocaine,ACHE,15,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,open-angle glaucoma,0.3877551020408163,False
C384-275,ZBBHBTPTTSWHBA-UHFFFAOYSA-N__CHEMBL2243,nicardipine,FAAH,15,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,migraine disorder,0.3466666666666667,False
C384-276,ACWZRVQXLIRSDF-UHFFFAOYSA-N__CHEMBL325,binimetinib,HDAC1,16,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,non-small cell lung carcinoma,0.3703703703703703,False
C384-277,IVBHGBMCVLDMKU-GXNBUGAJSA-N__CHEMBL1944,piperacillin,MME,11,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,congestive heart failure,0.2758620689655172,False
C384-278,FIVSJYGQAIEMOC-ZGNKEGEESA-N__CHEMBL3535,rolapitant,PDE9A,14,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,coronary artery disorder,0.202020202020202,False
C384-279,HYHMLYSLQUKXKP-UHFFFAOYSA-N__CHEMBL3729,bempedoic acid,CA4,18,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,open-angle glaucoma,0.2040816326530612,False
C384-280,PNCPYILNMDWPEY-QGZVFWFLSA-N__CHEMBL1844,silodosin,CSF1R,18,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,pulmonary arterial hypertension,0.2475247524752475,False
C384-281,UJVDJAPJQWZRFR-DHIUTWEWSA-N__CHEMBL283,macimorelin,MMP3,18,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,coronary artery disorder,0.3972602739726027,False
C384-282,JFOZKMSJYSPYLN-QHCPKHFHSA-N__CHEMBL1952,lifitegrast,TYMS,19,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,colonic neoplasm,0.25,False
C384-283,BPZSYCZIITTYBL-YJYMSZOUSA-N__CHEMBL2252,arformoterol,CTSC,1,1–5,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,lung disorder,0.2222222222222222,False
C384-284,QCHFTSOMWOSFHM-WPRPVWTQSA-N__CHEMBL2722,pilocarpine,CYP11B2,1,1–5,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,Cushing syndrome,0.2153846153846154,False
C384-285,SMOBCLHAZXOKDQ-ZJUUUORDSA-N__CHEMBL4073,relebactam,MMP7,1,1–5,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,pneumonia,0.2238805970149253,False
C384-286,QCHFTSOMWOSFHM-WPRPVWTQSA-N__CHEMBL1908,pilocarpine,CYP11B1,2,1–5,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,Cushing syndrome,0.2258064516129032,False
C384-287,HSUGRBWQSSZJOP-RTWAWAEBSA-N__CHEMBL286,diltiazem,REN,2,1–5,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,stroke disorder,0.2252252252252252,False
C384-288,FABUFPQFXZVHFB-PVYNADRNSA-N__CHEMBL1844,ixabepilone,CSF1R,3,1–5,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,acute myeloid leukemia by FAB classification,0.175,False
C384-289,SNICXCGAKADSCV-JTQLQIEISA-N__CHEMBL4523510,nicotine polacrilex,CYP46A1,4,1–5,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,Lennox-Gastaut syndrome,0.2542372881355932,False
C384-290,BSMCAPRUBJMWDF-KRWDZBQOSA-N__CHEMBL5366,cobimetinib,PARP2,4,1–5,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,non-small cell lung carcinoma,0.2365591397849462,False
C384-291,NDCUAPJVLWFHHB-UHNVWZDZSA-N__CHEMBL4588,avibactam,MMP8,5,1–5,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,pneumonia,0.2,False
C384-292,JVLBPIPGETUEET-WIXLDOGYSA-O__CHEMBL205,methylnaltrexone,CA2,9,6–10,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,True,open-angle glaucoma,0.1976744186046511,False
C384-293,ZISJNXNHJRQYJO-CMDGGOBGSA-N__CHEMBL215,tapinarof,ALOX5,12,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,Crohn disease,0.3714285714285714,False
C384-294,CMHHMUWAYWTMGS-UHFFFAOYSA-N__CHEMBL202,benoxinate,DHFR,12,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,uveitis,0.3134328358208955,False
C384-295,ADEBPBSSDYVVLD-UHFFFAOYSA-N__CHEMBL3535,donepezil,PDE9A,12,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,Parkinson disease,0.325,False
C384-296,UVSMNLNDYGZFPF-UHFFFAOYSA-N__CHEMBL4898,pomalidomide,NTRK2,13,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,melanoma,0.3235294117647059,False
C384-297,UVSMNLNDYGZFPF-UHFFFAOYSA-N__CHEMBL4005,pomalidomide,PIK3CA,14,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,cutaneous melanoma,0.351063829787234,False
C384-298,FPOHNWQLNRZRFC-ZHACJKMWSA-N__CHEMBL5366,panobinostat,PARP2,15,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,melanoma,0.375,False
C384-299,VSWBSWWIRNCQIJ-HUUCEWRRSA-N__CHEMBL2039,asenapine,MAOB,17,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,depressive disorder,0.3064516129032258,False
C384-300,AOMXMOCNKJTRQP-UHFFFAOYSA-N__CHEMBL279,relugolix,KDR,14,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,systemic mastocytosis,0.3,False
C384-301,VZZJRYRQSPEMTK-CALCHBBNSA-N__CHEMBL4898,sonidegib,NTRK2,16,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,cancer,0.3263157894736842,False
C384-302,VZZJRYRQSPEMTK-CALCHBBNSA-N__CHEMBL258,sonidegib,LCK,19,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,cancer,0.3720930232558139,False
C384-303,WYQFJHHDOKWSHR-MNOVXSKESA-N__CHEMBL3045,upadacitinib,PRKCB,2,1–5,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,acute myeloid leukemia,0.247191011235955,False
C384-304,YQEZLKZALYSWHR-ZDUSSCGKSA-N__CHEMBL2850,esketamine,GSK3A,3,1–5,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,major depressive disorder,0.25,False
C384-305,HOIIHACBCFLJET-SFTDATJTSA-N__CHEMBL2023,lumateperone,COMT,4,1–5,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,Parkinson disease,0.2142857142857142,False
C384-306,XXSMGPRMXLTPCZ-UHFFFAOYSA-N__CHEMBL2252,hydroxychloroquine,CTSC,4,1–5,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,"epidermolytic palmoplantar keratoderma, 1",0.2093023255813953,False
C384-307,TXEIIPDJKFWEEC-UHFFFAOYSA-N__CHEMBL2008,tafamidis,RARB,4,1–5,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,glaucoma,0.2833333333333333,False
C384-308,KWTWDQCKEHXFFR-SMDDNHRTSA-N__CHEMBL206,tapentadol,ESR1,5,1–5,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,mood disorder,0.2558139534883721,False
C384-309,MSYKRHVOOPPJKU-BDAKNGLRSA-N__CHEMBL4523510,brivaracetam,CYP46A1,6,6–10,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,Dravet syndrome,0.1594202898550724,False
C384-310,NDCUAPJVLWFHHB-UHNVWZDZSA-N__CHEMBL4073,avibactam,MMP7,6,6–10,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,pneumonia,0.2,False
C384-311,DMJNNHOOLUXYBV-PQTSNVLCSA-N__CHEMBL4073,meropenem,MMP7,6,6–10,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,pneumonia,0.1797752808988764,False
C384-312,PRMWGUBFXWROHD-UHFFFAOYSA-N__CHEMBL4523510,perampanel,CYP46A1,7,6–10,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,Dravet syndrome,0.2222222222222222,False
C384-313,XRVDGNKRPOAQTN-FQEVSTJZSA-N__CHEMBL288,ozanimod,PDE4D,7,6–10,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,psoriasis,0.2783505154639175,False
C384-314,ZZUFCTLCJUWOSV-UHFFFAOYSA-N__CHEMBL286,furosemide,REN,7,6–10,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,heart failure,0.2790697674418604,False
C384-315,ZRVUJXDFFKFLMG-UHFFFAOYSA-N__CHEMBL202,meloxicam,DHFR,8,6–10,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,arthritic joint disease,0.2753623188405797,False
C384-316,MAEIEVLCKWDQJH-UHFFFAOYSA-N__CHEMBL2243,bumetanide,FAAH,9,6–10,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,acute kidney injury,0.296875,False
C384-317,ACWZRVQXLIRSDF-UHFFFAOYSA-N__CHEMBL5366,binimetinib,PARP2,10,6–10,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,non-small cell lung carcinoma,0.2346938775510204,False
C384-318,OEKWJQXRCDYSHL-FNOIDJSQSA-N__CHEMBL3535,ticagrelor,PDE9A,10,6–10,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,stroke disorder,0.1834862385321101,False
C384-319,FABUFPQFXZVHFB-PVYNADRNSA-N__CHEMBL3045,ixabepilone,PRKCB,10,6–10,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,acute myeloid leukemia by FAB classification,0.2110091743119266,False
C384-320,SUDAHWBOROXANE-SECBINFHSA-N__CHEMBL3310,mirdametinib,HDAC11,6,6–10,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,acute myeloid leukemia,0.1954022988505747,False
C384-321,WJOHZNCJWYWUJD-IUGZLZTKSA-N__CHEMBL3045,fluocinonide,PRKCB,6,6–10,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,Crohn disease,0.15625,False
C384-322,INJOMKTZOLKMBF-UHFFFAOYSA-N__CHEMBL2850,guanfacine,GSK3A,7,6–10,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,bipolar disorder,0.2363636363636363,False
C384-323,CGIGDMFJXJATDK-UHFFFAOYSA-N__CHEMBL2252,indomethacin,CTSC,8,6–10,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,"epidermolytic palmoplantar keratoderma, 1",0.2307692307692307,False
C384-324,USZAGAREISWJDP-UHFFFAOYSA-N__CHEMBL2243,crisaborole,FAAH,8,6–10,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,seasonal allergic rhinitis,0.2941176470588235,False
C384-325,UJLAWZDWDVHWOW-YPMHNXCESA-N__CHEMBL5366,tofacitinib,PARP2,8,6–10,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,melanoma,0.2473118279569892,False
C384-326,INJOMKTZOLKMBF-UHFFFAOYSA-N__CHEMBL1947,guanfacine,THRB,8,6–10,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,bipolar disorder,0.2631578947368421,False
C384-327,MKJIEFSOBYUXJB-WEZHFFAMSA-N__CHEMBL2063,deutetrabenazine,UGCG,8,6–10,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,Gaucher disease,0.1829268292682926,False
C384-328,MEZLKOACVSPNER-GFCCVEGCSA-N__CHEMBL1808,selegiline,ACE,9,6–10,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,schizophrenia,0.28,False
C384-329,XFYDIVBRZNQMJC-UHFFFAOYSA-N__CHEMBL2850,tizanidine,GSK3A,9,6–10,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,depressive disorder,0.1707317073170731,False
C384-330,HOIIHACBCFLJET-SFTDATJTSA-N__CHEMBL220,lumateperone,ACHE,10,6–10,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,depressive disorder,0.2911392405063291,False
C384-331,VREFGVBLTWBCJP-UHFFFAOYSA-N__CHEMBL2850,alprazolam,GSK3A,10,6–10,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,major depressive disorder,0.2394366197183098,False
C384-332,WXCXUHSOUPDCQV-UHFFFAOYSA-N__CHEMBL2815,enzalutamide,NTRK1,10,6–10,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,melanoma,0.2967032967032967,False
C384-333,SECKRCOLJRRGGV-UHFFFAOYSA-N__CHEMBL2722,vardenafil,CYP11B2,11,11–20,FIRST_RESOLVE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,adrenal gland hyperfunction,0.2298850574712643,False
C384-334,HWGQMRYQVZSGDQ-HZPDHXFCSA-N__CHEMBL3717,talazoparib,MET,11,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,cancer,0.2650602409638554,False
C384-335,SMOBCLHAZXOKDQ-ZJUUUORDSA-N__CHEMBL4588,relebactam,MMP8,11,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,pneumonia,0.2077922077922078,False
C384-336,MKXZASYAUGDDCJ-NJAFHUGGSA-N__CHEMBL2252,dextromethorphan,CTSC,12,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,lung disorder,0.2428571428571428,False
C384-337,SUDAHWBOROXANE-SECBINFHSA-N__CHEMBL202,mirdametinib,DHFR,12,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,acute myeloid leukemia,0.2054794520547945,False
C384-338,IMOZEMNVLZVGJZ-QGZVFWFLSA-N__CHEMBL2148,apremilast,JAK3,12,11–20,EXPLORABLE,EXPLORATORY_LIMITED_INDEPENDENT_SUPPORT,False,ankylosing spondylitis,0.2604166666666667,False
