target_id,labeled_pair_tasks,unique_molecules,positive,accessions,chembl_ids,names,identity_tier
SEQ:d2c9df3d75278a13ac7108eaaa393ccd801f036a5418a24ff8a5f322820e7684,528,489,254,Q13153,CHEMBL4600,Serine/threonine-protein kinase PAK 1,ChEMBL37_human_single_protein
SEQ:d2ed8c53cfee7bdc99c1d4ee7151972e1a7533afe570ad1a8ab4cec5b5e6852d,1,1,1,Q01082,CHEMBL5725089,"Spectrin beta chain, non-erythrocytic 1",ChEMBL37_human_single_protein
SEQ:d2eed47a9adc4e26efbc7ac8973f153b6862eee84151e80b7d07bb3ffe5af1c1,372,370,156,O15264,CHEMBL2939,Mitogen-activated protein kinase 13,ChEMBL37_human_single_protein
SEQ:d2f2f70ece4e15359b239d748893980caf60bf73406b2777723aee6e168d8371,689,682,248,P47898,CHEMBL3426,5-hydroxytryptamine receptor 5A,ChEMBL37_human_single_protein
SEQ:d305201261eeab8de44d1384e02e5ccc073a4215d3736224f850741d0673fc92,25,25,20,Q9Y5A9,CHEMBL4295992,YTH domain-containing family protein 2,ChEMBL37_human_single_protein
SEQ:d3060ee7b5361dbee05d79c89e76d2d066bb7b2b4373489589506f267e5706b8,187,186,160,Q9HBX9,CHEMBL1293316,Relaxin receptor 1,ChEMBL37_human_single_protein
SEQ:d3067f2bc6f1d6f87e33d9c28a72324a35237bc0d5f26ec00e26783c59558f2e,241,241,2,P49748,CHEMBL4105892,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",ChEMBL37_human_single_protein
SEQ:d33315eb3aa3425aa85de6e46ec9f17a8aaa9ae2bbc48787a1192876eff8f954,23,23,13,P12644,CHEMBL5350,Bone morphogenetic protein 4,ChEMBL37_human_single_protein
SEQ:d3335b4e65e6b8249c7670fe6ae01c101c060ad4cbf57f878c0053633b5aa871,117,117,47,Q5RES1,,Matrix metalloproteinase-14 [1-36],BindingDB_source_reported_human_sequence
SEQ:d33636de0202233be8069eb472da2746f837b54b1ddb71cc15ccd39b47d43373,721,717,553,P39900,CHEMBL4393,Macrophage metalloelastase,ChEMBL37_human_single_protein
SEQ:d33925b23b50f2c6bbd4e2728f5206696a1be18270d54306ef44e01f8dd09fce,4,4,0,O75356,CHEMBL4523151,Nucleoside diphosphate phosphatase ENTPD5,ChEMBL37_human_single_protein
SEQ:d346a521e96f86e11e38b355471d2b8d4d30783e76eeca8d536565009b0a4b58,13,13,5,Q9UBY0,CHEMBL3133,Sodium/hydrogen exchanger 2,ChEMBL37_human_single_protein
SEQ:d351d858d9c6961dbb7afc241499c7ad4ddd0799d5e6d8bafd7696bf81b00947,20,19,3,P16389,CHEMBL2086,Potassium voltage-gated channel subfamily A member 2,ChEMBL37_human_single_protein
SEQ:d36987e04a95d968024a7706369867ebd27615c80cb234f38c45578660b1c55a,719,698,709,Q08211,CHEMBL6067223,ATP-dependent RNA helicase A,ChEMBL37_human_single_protein
SEQ:d36c64fc835cdd4046e109e3ee8702b61dc32dc4b2603a4be261de0666730a33,122,122,113,Q9UBT2,CHEMBL1615389,SUMO-activating enzyme subunit 2,ChEMBL37_human_single_protein
SEQ:d385d15805ee541604af892865572eee0895c90bf121c52586437db4946acad2,1,1,0,P16144,CHEMBL6066233,Integrin beta-4,ChEMBL37_human_single_protein
SEQ:d3863c07c0d7ffb1d5896e3c8b8065851acf5ff3f4d9bd7e2cd1601071a9e3f4,9,9,7,P06733,CHEMBL3298,Alpha-enolase,ChEMBL37_human_single_protein
SEQ:d396af55353460619b65fecb3cc9a81f32fa102940620cc525029973753bca1e,15,11,6,Q9UKK9,CHEMBL4105713,ADP-sugar pyrophosphatase,ChEMBL37_human_single_protein
SEQ:d3a26891bf79c84aeea1ff8efa91ded1f8fd6624c334b0b3882660576a2a25e6,1,1,1,Q9P0L0,CHEMBL6066429,Vesicle-associated membrane protein-associated protein A,ChEMBL37_human_single_protein
SEQ:d3b2e8c3ff08ed2d0a207419c7e3df2dc7b948c324a2779f071db5950332b84e,47,47,25,Q9UBX1,CHEMBL2517,Cathepsin F,ChEMBL37_human_single_protein
SEQ:d3d0063c8bdeae93a5cb2f6996e00786fc3d8378d66b784301854b804a29ddcb,180,180,169,Q9Y210,CHEMBL2417347,Short transient receptor potential channel 6,ChEMBL37_human_single_protein
SEQ:d3e28ff8f2168f2761be02fb067e5259b4e759814600f522127a8e2a8d383555,9420,9256,7447,P42336,CHEMBL4005,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",ChEMBL37_human_single_protein
SEQ:d3fb27d1375e72298cc4755c7a388e130ba0884d38e15489e3cc4e11f34b8393,434,430,154,Q9NYY3,CHEMBL5938,Serine/threonine-protein kinase PLK2,ChEMBL37_human_single_protein
SEQ:d3fd6dabae9685ad35256e945c775bb2f1483fa4e6107fbd245c8e87356e6fe1,4,4,0,Q13609,CHEMBL1649048,Deoxyribonuclease gamma,ChEMBL37_human_single_protein
SEQ:d40d4d3be40f85598f822b856fea0c980882f768092964b4c6112e08415d89c0,239,239,2,P54577,CHEMBL3179,"Tyrosine--tRNA ligase, cytoplasmic",ChEMBL37_human_single_protein
SEQ:d4106fb2dd2db671948db262caa7261929307d3deba8c7a411a4a67de747346d,5,3,1,P45877,CHEMBL2424505,Peptidyl-prolyl cis-trans isomerase C,ChEMBL37_human_single_protein
SEQ:d42678925ee28b0866d6329ea33acb0d667a02fd6b7ef34b22cf4c482ddfecd1,33,33,4,Q9BPW0,CHEMBL1293265,Serine/threonine-protein phosphatase,ChEMBL37_human_single_protein
SEQ:d427afb92250023b8ef9046acacf2809177b2ffcb0ba9c6e1f2f98be2b455599,4,3,3,Q01130,CHEMBL5725035,Serine/arginine-rich splicing factor 2,ChEMBL37_human_single_protein
SEQ:d427fdd452484c79ceb87191899158ec6e26d222381114c51163d561fc99d4c8,25,25,24,P10242,CHEMBL5169115,Transcriptional activator Myb,ChEMBL37_human_single_protein
SEQ:d42e83b9b32e8ff9ebbee03ae0004e990adb30a3261dc53c2c4528caa777b997,1,1,1,Q99460,CHEMBL1934,26S proteasome non-ATPase regulatory subunit 1,ChEMBL37_human_single_protein
SEQ:d4450542c18c24b5a4718f24fc7af047331742ab99ebbb73727093ad30d0f518,163,163,8,Q52WX2,CHEMBL1163129,Serine/threonine-protein kinase SBK1,ChEMBL37_human_single_protein
SEQ:d490de2ba2e67deb14f4897332180b775ed815aab47993463f5ff4aff2f464cd,2776,2427,2163,P41594,CHEMBL3227,Metabotropic glutamate receptor 5,ChEMBL37_human_single_protein
SEQ:d496560feb8f0af54a38e759a5504311d6933453003afeaccccbf33240fe7079,3,3,3,Q9BX63,,Fanconi anemia group J protein,BindingDB_source_reported_human_sequence
SEQ:d4978a79f2cd2a7fa529c8632ede803a9632661f71146ce517d787c3dc5aebdd,409,401,226,P04818,CHEMBL1952,Thymidylate synthase,ChEMBL37_human_single_protein
SEQ:d49c395fb320acb07c1dc88d32b22a0bdfc214f8514dc0bc770e1e59f254355f,1,1,0,P09543,CHEMBL6066309,"2',3'-cyclic-nucleotide 3'-phosphodiesterase",ChEMBL37_human_single_protein
SEQ:d4a3b9466650d9e588388b18e3cba775d2cad9be2d5a27cb4cb4b1688b24c009,368,368,12,P42224,CHEMBL6101,Signal transducer and activator of transcription 1-alpha/beta,ChEMBL37_human_single_protein
SEQ:d4a7632363cce180aa0fe34a55d5941bb72a49a6f99b7287a2290178c0a02fbd,8,8,1,Q58FG1,,Putative heat shock protein HSP 90-alpha A4,BindingDB_source_reported_human_sequence
SEQ:d4b095e56c69fe894b772347fa9e93a7b134920d45be83f906cac6835ea343ea,2,2,1,Q92973,CHEMBL5725070,Transportin-1,ChEMBL37_human_single_protein
SEQ:d4b1360daa9e4742e1671ba815144768a39e0ff41b7f39fe542fdbcb3350844c,1,1,1,Q86UP2,CHEMBL6066522,Kinectin,ChEMBL37_human_single_protein
SEQ:d4b37be6fb2f99446c34fde5fb089cab1bbd628b5b1c55551505d30ee5160666,1,1,0,Q9HCL2,CHEMBL3734642,"Glycerol-3-phosphate acyltransferase 1, mitochondrial",ChEMBL37_human_single_protein
SEQ:d4b382d296f0824420b0315ece35e25386944565282417760704c6dca70e7165,118,116,34,P30307,CHEMBL2378,M-phase inducer phosphatase 3,ChEMBL37_human_single_protein
SEQ:d4b6667304f841b9798dc5b85e5de6e0aa708b3efbb34e8b63c4acc6c14b1420,201,201,102,P35499,CHEMBL2072,Sodium channel protein type 4 subunit alpha,ChEMBL37_human_single_protein
SEQ:d4cbb5d83b357ea123618d30e686ad999487520ae4a4b856c8f7c00ef8683c1b,8,8,8,Q9BZM2,CHEMBL4278,Group IIF secretory phospholipase A2,ChEMBL37_human_single_protein
SEQ:d4e6b670eb793c48c392c9c64f22329115e774a583534592d95c3da5ba283e65,78,78,19,Q12791,CHEMBL4304,Calcium-activated potassium channel subunit alpha-1,ChEMBL37_human_single_protein
SEQ:d50486ee0e1541e0b5cc55502add877912624ce009897e19c42ac0e1ca74c32a,3,3,2,P61978,CHEMBL3469,Heterogeneous nuclear ribonucleoprotein K,ChEMBL37_human_single_protein
SEQ:d51769f1fd8c7d082bf067d8883366652c3d45937df67ae81a32497251aa8017,1090,1069,760,P28074,CHEMBL4662,Proteasome Macropain subunit MB1,ChEMBL37_human_single_protein
SEQ:d52cb68cf313abb92b85c6ec578cbae3626037f7a7e627f91660fd422eb6bca7,59,59,58,Q9ULD8,CHEMBL2363017,Voltage-gated inwardly rectifying potassium channel KCNH3,ChEMBL37_human_single_protein
SEQ:d535811c44f71ec5df6056b78f458d9e722640252a60f38687d6fb41809c5218,2,2,2,Q9Y6K9,CHEMBL4967,NF-kappa-B essential modulator,ChEMBL37_human_single_protein
SEQ:d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1,1,1,Q92900,CHEMBL6066487,Regulator of nonsense transcripts 1,ChEMBL37_human_single_protein
SEQ:d58a362e7e6061c3e3ca1455272f008832e88b0d850609843887587047a6f27b,168,168,8,O14730,CHEMBL5659,Serine/threonine-protein kinase RIO3,ChEMBL37_human_single_protein
SEQ:d592484ce5eff1d7023c2cc76e5eca15c9aee417454333f4f191ca7c0965d16b,3292,3292,3189,O00763,CHEMBL4829,Acetyl-CoA carboxylase 2,ChEMBL37_human_single_protein
SEQ:d594a8d3aa1431e1f9216a9f566fa6cbf9578a7d328b30d773a7cf340ddbed41,1,1,1,P62633,CHEMBL6067296,CCHC-type zinc finger nucleic acid binding protein,ChEMBL37_human_single_protein
SEQ:d5c65768da8e7bfb7eb2bbb18fe1e95c3b8b8dd6e8be2d3e64904810c962c64d,42,40,6,Q9UQ49,CHEMBL3046,Sialidase-3,ChEMBL37_human_single_protein
SEQ:d5c96727835a203ffe4fd4c4e0584d46af209c7491602bad5edc62bedac2bc4d,38,38,36,Q9NY97,CHEMBL5465363,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2",ChEMBL37_human_single_protein
SEQ:d5cce27e9956e0b5b7e47193afbef062528bb393ea7aefbb149c18045d4878ae,346,337,327,Q99788,CHEMBL3540,Chemerin-like receptor 1,ChEMBL37_human_single_protein
SEQ:d5cf3e74c209c0757c6e0c8ed593e62c9640e2b160103c323a7b1defb25514da,2,2,0,Q99062,CHEMBL1996,Granulocyte colony-stimulating factor receptor,ChEMBL37_human_single_protein
SEQ:d5d0497065ded167fe669f5862fa16ead7e92dec4aeaa0aa905867579bb0714b,159,159,91,Q9ULC4,CHEMBL5724622,Malignant T-cell-amplified sequence 1,ChEMBL37_human_single_protein
SEQ:d5e0f1617349ea9de85311722e5a97bafc2f2e396955e417fe43af5dd8695e17,3,3,0,P33176,CHEMBL5864,Kinesin-1 heavy chain,ChEMBL37_human_single_protein
SEQ:d5e1e101edb8e81ca39900444877a2dcc9e6080adffde94a47d58b0ee6f6c811,14,14,7,P06756,CHEMBL3660,Integrin alpha-V,ChEMBL37_human_single_protein
SEQ:d5e2a12fdc6f4109d602784891818cf8fae39c99aa0e62cb8d6ad0137f15fbd4,2,1,2,Q9UKJ3,CHEMBL4523489,G patch domain-containing protein 8,ChEMBL37_human_single_protein
SEQ:d606ec68b032c7d9de2b6d7a8c68d6c696b43f51e8f915f992e129af271f0bcd,1858,1741,1703,P34998,CHEMBL1800,Corticotropin-releasing factor receptor 1,ChEMBL37_human_single_protein
SEQ:d6199e34e1e5055f51fd1c3611b5ae3053a6234ceee227c6e39812959569f917,145,145,145,O00400,CHEMBL3638338,Acetyl-coenzyme A transporter 1,ChEMBL37_human_single_protein
SEQ:d6323563b121e85952ffc50a7591958caaf7d052cab94bbd6a65e11122b8b339,6,6,1,Q06432,,Voltage-dependent calcium channel gamma-1 subunit,BindingDB_source_reported_human_sequence
SEQ:d637974b8084f6d94d3f1f830f012212805c2e79fe24c17bdd273b507b6db9f1,2,2,1,P30048,CHEMBL4295742,"Thioredoxin-dependent peroxide reductase, mitochondrial",ChEMBL37_human_single_protein
SEQ:d658a19bbc4cce7a7ecfac54d13f92d5808e76e5ff8265446bf9d450de358347,2,1,2,O60832,CHEMBL5724912,H/ACA ribonucleoprotein complex subunit DKC1,ChEMBL37_human_single_protein
SEQ:d66081596c80ed050012bed72fc55fe9e306d7d9c6b5bb7a126456a1aa4ac043,103,103,60,Q9UPP1,CHEMBL1938212,Histone lysine demethylase PHF8,ChEMBL37_human_single_protein
SEQ:d66c1912bd251688088ddc62bba6e8a682a18190b3c3af107173ab6292053980,10,10,0,P40189,CHEMBL3124734,Interleukin-6 receptor subunit beta,ChEMBL37_human_single_protein
SEQ:d68e35088e10ce9deb1469c2256f9ab50794cabd4fe7b47abee92f06fc0940d3,152,138,7,P46059,CHEMBL4605,Solute carrier family 15 member 1,ChEMBL37_human_single_protein
SEQ:d698fd7b3035a41f45b064bac13ae8a51209175e16110e6e9111ef37b5a3e054,11,11,11,P47872,CHEMBL1925,Secretin receptor,ChEMBL37_human_single_protein
SEQ:d699a4c699bc72ef97a0cf6ce5fea84bc4b4f93815e75fc26b92c3bdbcf32f08,2,2,0,P83731,CHEMBL6067553,Large ribosomal subunit protein eL24,ChEMBL37_human_single_protein
SEQ:d6a41a61d39b3513c7373fe91c23df605fd0e439d0d6f9e7f1a77eac10756ed0,1,1,0,Q96JH7,CHEMBL4630849,Deubiquitinating protein VCPIP1,ChEMBL37_human_single_protein
SEQ:d6b21b1330cf2c6cdfa443792139942a4a4253776681dcbc840ada1d244193b2,1373,1310,1317,Q9P2K8,CHEMBL5358,eIF-2-alpha kinase GCN2,ChEMBL37_human_single_protein
SEQ:d6b94d57bf52bc0af4eb1f2866d0175f26a7bd411b9720c512e1b7d133843602,2433,2376,2006,P08246,CHEMBL248,Neutrophil elastase,ChEMBL37_human_single_protein
SEQ:d6bbd808286dbeb0f7428e1c1f3a59c5acafee235783ea06f24dfa18fed15e6c,3,3,0,P12104,CHEMBL4879,"Fatty acid-binding protein, intestinal",ChEMBL37_human_single_protein
SEQ:d6bcf4550c7acf0927781b6399545680bf8115a0c28d008bebc1bfd2521537e0,397,397,269,P07099,CHEMBL1968,Epoxide hydrolase 1,ChEMBL37_human_single_protein
SEQ:d6d06f633a8f72864763c5881e5d8974a5d8aecff8629d2ea8bc706a413e086d,1,1,1,P48556,CHEMBL3831217,26S proteasome non-ATPase regulatory subunit 8,ChEMBL37_human_single_protein
SEQ:d6d7f91f89ed3be9f3554127a672c6e593cc46b5bb28c973b0fac267395ff468,1,1,0,Q04941,CHEMBL6067398,Proteolipid protein 2,ChEMBL37_human_single_protein
SEQ:d6d8452f76cc3f6139b4f8a26fda368bf45c8a247218abf27402397b08b56943,19,19,16,Q9NY47,CHEMBL3896,Voltage-dependent calcium channel subunit alpha-2/delta-2,ChEMBL37_human_single_protein
SEQ:d6ded8ee98dcd114873cefe511c207a83d98e9a15075bc5f3ce23a0bd4dac9a1,408,397,27,Q13177,CHEMBL4487,Serine/threonine-protein kinase PAK 2,ChEMBL37_human_single_protein
SEQ:d6e1d6d974f7c1c1ea2f7d3c11a2aebc3a30dc88273803a19519144a6134833f,1,1,1,Q15286,CHEMBL6067195,Ras-related protein Rab-35,ChEMBL37_human_single_protein
SEQ:d6ee5cd74bf0486420e32bbe8510aa64651d332ddc2d01ee3752760973d7add7,2,1,2,Q9NX24,CHEMBL5724611,H/ACA ribonucleoprotein complex subunit 2,ChEMBL37_human_single_protein
SEQ:d7026af727337c4147d2fdd0960f93a25ee10b241052ce6969ee4a0169def159,19,19,2,P07148,CHEMBL5421,"Fatty acid-binding protein, liver",ChEMBL37_human_single_protein
SEQ:d71276014f286379fa50f8a45473180bba88e44d51aef3ab472d7c87be02eedc,796,782,370,P53667,CHEMBL3836,LIM domain kinase 1,ChEMBL37_human_single_protein
SEQ:d727a7a6901e4f27bb96b8dd8735651004412ceeff854610a655490db51d2960,923,923,904,Q92743,CHEMBL4523419,Serine protease HTRA1,ChEMBL37_human_single_protein
SEQ:d729f8248d4f4313f4726d78fa8d273f0aab7ea61fd4696d298ed70d716cf978,33,32,12,P46089,CHEMBL4523856,G-protein coupled receptor 3,ChEMBL37_human_single_protein
SEQ:d738d81bef04eeabaeef9b958b3be9f2e7475a5ed9e2867fac984d3fab09d068,228,228,183,Q9UKP5,,A disintegrin and metalloproteinase with thrombospondin motifs 6,BindingDB_source_reported_human_sequence
SEQ:d754a3734dc702979e25f1f6dccf5e21516277d5bb1f48b22afe17fda3602ad2,85,85,44,P0DUB6,CHEMBL2478,Alpha-amylase 1A,ChEMBL37_human_single_protein
SEQ:d7552f6298d92202ccebbd0103482ba36ccf826a9da3b7a5baabae9ebb08ef21,19,19,1,Q9UIV1,CHEMBL3616361,CCR4-NOT transcription complex subunit 7,ChEMBL37_human_single_protein
SEQ:d755f3959c31b323764ef495d0f7e02efabf08aabfda3f0edf42ba8b51f305f2,2,2,1,P24390,CHEMBL6066272,ER lumen protein-retaining receptor 1,ChEMBL37_human_single_protein
SEQ:d76b80b9079dc87b6ce60f39963c47a8cf81fbadd6fd116e4681c7d702fed724,1,1,0,P30626,CHEMBL6066922,Sorcin,ChEMBL37_human_single_protein
SEQ:d76dc9b0e8478d5ea124df655029c24233e6117f2a2daa2923f20451ca5fa758,2,2,2,P22692,CHEMBL2310,Insulin-like growth factor-binding protein 4,ChEMBL37_human_single_protein
SEQ:d77f7a0f0bcfe21186ff985e3eac14702691d659cfd32e910b9e61e32217ad97,2,2,1,Q9Y3T9,CHEMBL6067289,Nucleolar complex protein 2 homolog,ChEMBL37_human_single_protein
SEQ:d793bf62344849552d82b76b57e79bb9bc24f70b1c6c730742c99de9a3f5f340,4,4,2,P13639,CHEMBL1795108,Elongation factor 2,ChEMBL37_human_single_protein
SEQ:d7a2d8db6c843884094d1ffb0ac65d2db5aa3fd0ec0853ac4700b467570b3a81,20,20,8,Q9UKM7,CHEMBL2308,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase",ChEMBL37_human_single_protein
SEQ:d7adc24e59be73a83b7168d45ab8f0ee06a0c64baba9d6cbf7e1c64231e56d96,4,4,1,P81277,CHEMBL4523266,Prolactin-releasing peptide,ChEMBL37_human_single_protein
SEQ:d7b2cc49cf60d1bfb91906458cdbf10486cb655a173587152f8fc864b82e6843,7,7,1,P28476,CHEMBL2375,Gamma-aminobutyric acid receptor subunit rho-2,ChEMBL37_human_single_protein
SEQ:d7ce3209042f6997d430de93eccfd810d0729f7811cc22b4db6eb7be70b35afe,151,87,136,P41586,CHEMBL5399,Pituitary adenylate cyclase-activating polypeptide type I receptor,ChEMBL37_human_single_protein
SEQ:d7d4206f3396b2adfc36ab30202fe76ce36509ff8923b60fa4ed9775007576c8,7,7,4,Q15465,CHEMBL5602,Sonic hedgehog protein,ChEMBL37_human_single_protein
SEQ:d7e9f5b93bceb3ea7e6b5279702ecb4cadc764e9dfee2fb1496e393a53bfda0e,17,17,1,Q96HE7,CHEMBL1671609,ERO1-like protein alpha,ChEMBL37_human_single_protein
SEQ:d81448d37438b7c12b5f773c50dac548dde4429b3a22cf50c60d699e596e519d,1,1,1,Q9UNX4,CHEMBL5725055,WD repeat-containing protein 3,ChEMBL37_human_single_protein
SEQ:d8291d4a13ddbcc665f191cd899e780d4f26487e9522538c61bd57b142578337,2,2,1,Q16558,CHEMBL5078,Large conductance calcium-activated potassium channel subfamily M beta member 1,ChEMBL37_human_single_protein
SEQ:d8374d39aae728d880402eecdbf8f6a750ebf5f2d64cadecf46fb84591d74d43,2,2,2,P57764,CHEMBL4523247,Gasdermin-D,ChEMBL37_human_single_protein
SEQ:d839c1e7bbfddd8a991606764ce2993b78e0eb29cf1b0a10f239de93296c3067,282,281,61,P20618,CHEMBL4208,Proteasome component C5,ChEMBL37_human_single_protein
SEQ:d83a9a8ba2e9d88ebf60aaf7f186a6bec5baac5340478a25b25a6f6b2cadd878,13,13,3,P19021,CHEMBL2544,Peptidyl-glycine alpha-amidating monooxygenase,ChEMBL37_human_single_protein
SEQ:d83b5e9fba684bbe311c5622a1dd634d55638b2325aac194ed85ab95305091ac,204,204,30,P07451,CHEMBL2885,Carbonic anhydrase 3,ChEMBL37_human_single_protein
SEQ:d83ee7aee0805e3f460abbcc354311e886484d8b5fbc89cd82f4c06fb56f10e6,47,47,45,P49281,CHEMBL1932895,Natural resistance-associated macrophage protein 2,ChEMBL37_human_single_protein
SEQ:d840712ed2c46605656a0e143ae4ba234dc75d5c8d26c6be3dfee5a07d8d443d,45,45,45,O00421,CHEMBL2321627,C-C chemokine receptor-like 2,ChEMBL37_human_single_protein
SEQ:d8420303435f3325409eeffa8ec0da654e3d29996a13239f2f306a6c2b497dbf,76,75,33,Q8N8U2,CHEMBL3879857,Chromodomain Y-like protein 2,ChEMBL37_human_single_protein
SEQ:d863fcef95df00de40c3c0517d9439ff423a7352cb979562bef7e0eb638560d8,174,174,66,P11168,CHEMBL5873,"Solute carrier family 2, facilitated glucose transporter member 2",ChEMBL37_human_single_protein
SEQ:d872cf8709ecf81d61cb70ea279f76570094ef9f3e4e6d240ffb6a5bdac98e04,25,25,19,P01127,CHEMBL3108633,Platelet-derived growth factor subunit B,ChEMBL37_human_single_protein
SEQ:d872f6aaeab3b5bae2e605e8306a49d433269c6f3cc40b9803676ccf61f1bb47,2,2,2,O75027,CHEMBL6067020,"Iron-sulfur clusters transporter ABCB7, mitochondrial",ChEMBL37_human_single_protein
SEQ:d8766228613d90eec8b5d683e0b08d0ac0a267d8b20d557e73af40590e9ea5bb,451,413,153,Q13526,CHEMBL2288,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,ChEMBL37_human_single_protein
SEQ:d8882eaaaaab2855cccda45238fba88eb80fed509291abaf177dbc100d81227d,1,1,1,Q9UNQ2,CHEMBL6067249,Dimethyladenosine transferase,ChEMBL37_human_single_protein
SEQ:d889c8b4257efc8791abcfab2133b7fdaa3bbefd2c7faf23de00687acafbd130,320,315,66,Q9H2X9,CHEMBL1615384,Solute carrier family 12 member 5,ChEMBL37_human_single_protein
SEQ:d89aa1703772ab0d843c4b6d2d4fdb768a09306cfd03519f41314fa57166024c,5008,5005,4631,O43570,CHEMBL3242,Carbonic anhydrase 12,ChEMBL37_human_single_protein
SEQ:d8ae07e9c10abb6257e280b78f45f940036f9fd9aca89c1034e61150db658a56,2,2,0,P23468,CHEMBL6196075,Receptor-type tyrosine-protein phosphatase delta,ChEMBL37_human_single_protein
SEQ:d8c81a767fda82bb29a7aa451ca725ac4b4b3f5660a754489017ec60d55f4a73,1,1,1,P07910,CHEMBL2216742,Heterogeneous nuclear ribonucleoproteins C1/C2,ChEMBL37_human_single_protein
SEQ:d8c88422600eaa738819df9977620d95e4f1bbcd1aa4cbbed7a1685883841adf,820,819,9,P52292,CHEMBL1741187,Importin subunit alpha-1,ChEMBL37_human_single_protein
SEQ:d8d11d6083e585a720a87a543f656e30b0eaec284ad2725f092a629e818c7916,1,1,0,O00165,CHEMBL4295644,HCLS1-associated protein X-1,ChEMBL37_human_single_protein
SEQ:d8d69133c340a8ae0eb9db6852fbc148978acd6ad4b6103992b46032d7da8400,3,3,1,Q8TBI1,,Amine oxidase,BindingDB_source_reported_human_sequence
SEQ:d8e43e82ed200e3bb47702563e82c3ca314e2f78c408f68e6268dc64c515a0e2,106,106,13,P19367,CHEMBL2688,Hexokinase-1,ChEMBL37_human_single_protein
SEQ:d8efdf0ec1fd1b3fa1e049dbdba7d8c73ff17a0fddc109c3b38a50b5c9fbd5a1,1,1,1,Q15599,CHEMBL4739686,Na(+)/H(+) exchange regulatory cofactor NHE-RF2,ChEMBL37_human_single_protein
SEQ:d8f34c554ba55b974515a8c43ba436b2955b902b7a0c484741370184e15e327d,10,10,0,Q8IUF8,CHEMBL5465328,Ribosomal oxygenase 2,ChEMBL37_human_single_protein
SEQ:d8fd24b5740bcae5b7305867ada18a28ef94b0c380fb4ec4b18675b03bd658c4,2,2,1,Q9NYW1,CHEMBL3309110,Taste receptor type 2 member 9,ChEMBL37_human_single_protein
SEQ:d9038a28b26993b5f36dd75e7be1e5ba9326d3ac80b9eace95634d83015fec29,1,1,0,O95400,CHEMBL6066341,CD2 antigen cytoplasmic tail-binding protein 2,ChEMBL37_human_single_protein
SEQ:d910f06f3647209c83de79324c52f474e83db616d9e0aa72c6b0559e59750a0a,392,388,19,Q9UL54,CHEMBL1075195,Serine/threonine-protein kinase TAO2,ChEMBL37_human_single_protein
SEQ:d91bcbb7cb2326b8e9b33d4a2fb070db72f0b64d44d84ee6f51216937a77ddb6,52,47,32,Q9Y466,CHEMBL1961788,Nuclear receptor subfamily 2 group E member 1,ChEMBL37_human_single_protein
SEQ:d9360238882c010c8474ef1eba1d2532cd96e706c7d7f689ea2014f37f8f886c,22,22,13,P01112,CHEMBL2167,GTPase HRas,ChEMBL37_human_single_protein
SEQ:d95b0a39f5fe068693ab7184da7b26230c1620ae12d1ee0b09c9606a59776398,18,18,12,Q5VY30,,Retinol-binding protein,BindingDB_source_reported_human_sequence
SEQ:d95e69e1dbec47903f88b3851bcdf2b1092472139737f37f919f24932ad54dba,1101,830,728,P41968,CHEMBL4644,Melanocortin receptor 3,ChEMBL37_human_single_protein
SEQ:d9609bc0995269d2ffd524c8d301f6ba1f878c82b54a186a580a65e46e657118,2338,2312,1171,P07711,CHEMBL3837,Procathepsin L,ChEMBL37_human_single_protein
SEQ:d96a034227d14cdd0f6b577cde7e8c18e45db379d4d487922a202e05e5af24bc,22,22,0,Q01668,CHEMBL4138,Voltage-dependent L-type calcium channel subunit alpha-1D,ChEMBL37_human_single_protein
SEQ:d984538e61f0ac96150c16f0b410aa1a4f6d5c88905a5835ef30abdde6c822de,1090,1082,693,P49761,CHEMBL4226,Dual specificity protein kinase CLK3,ChEMBL37_human_single_protein
SEQ:d985b6fdf83ea856e6cd5d5169385d5361c4f261c6df04abe9ac837ed831844e,161,161,2,Q13523,CHEMBL1908382,Serine/threonine-protein kinase PRP4 homolog,ChEMBL37_human_single_protein
SEQ:d98a1b07bc2a869fd0047698573dda51826de9a7ee5ea4a944b2458390c3d12a,22,22,0,Q7Z2H8,CHEMBL1914279,Proton-coupled amino acid transporter 1,ChEMBL37_human_single_protein
SEQ:d98b2269ed529294b838f8aa92181c343c8be8aaa38704c019ad61866028ee6d,569,567,44,P08684,CHEMBL340,Cytochrome P450 3A4,ChEMBL37_human_single_protein
SEQ:d9a426ca5ac18acdd4e6e0f30e1ad4b929d78152799802e3b6fd32108045c6c1,6,6,5,Q9HD89,,Resistin,BindingDB_source_reported_human_sequence
SEQ:d9bd4f76c847dbfb30349bd8e54ce8b6d7ca09d13b5792037019772c050843f8,4516,4118,3878,Q9Y5N1,CHEMBL264,Histamine H3 receptor,ChEMBL37_human_single_protein
