target_id,labeled_pair_tasks,unique_molecules,positive,accessions,chembl_ids,names,identity_tier
SEQ:a1b3a8608e64eab94df41adf6c04d30ee0808743f7863dd3c59090c1f51e7cf8,195,195,3,Q15067,CHEMBL4105748,Peroxisomal acyl-coenzyme A oxidase 1,ChEMBL37_human_single_protein
SEQ:a1cb7ed1c61d1ddbe21c09078f3ab5ababc1b8f5db3dfb9e007030014fd09703,1,1,1,O43264,CHEMBL6067040,Centromere/kinetochore protein zw10 homolog,ChEMBL37_human_single_protein
SEQ:a1d99c34eb83960002f21423c5ba1db47d287c107a850d5dc14ccf73eb8da9bc,2,1,2,Q9Y3E1,CHEMBL5724672,Hepatoma-derived growth factor-related protein 3,ChEMBL37_human_single_protein
SEQ:a1ee3820e6422255035eea1295f4287fc92fb68b71c5119927c86f2fb94b6740,15,15,7,O43826,CHEMBL3217398,Glucose-6-phosphate exchanger SLC37A4,ChEMBL37_human_single_protein
SEQ:a1f373a62fecc1823a76bc9f32d8b5eaaaecb5bfcef3978c2c88728256a11113,333,333,333,P98073,CHEMBL1741195,Enteropeptidase,ChEMBL37_human_single_protein
SEQ:a1f4f25ecd1db48867350492f4367f8a600131845abafb4e5a79d31548fd2400,260,260,19,P22830,CHEMBL3879831,"Ferrochelatase, mitochondrial",ChEMBL37_human_single_protein
SEQ:a1fab640dcd6be6fa94464481d978e3b93a64c27b39de43c46a6e528c47341a6,1,1,1,Q9Y3A5,CHEMBL6067367,Ribosome maturation protein SBDS,ChEMBL37_human_single_protein
SEQ:a20e4db311a049abf4eb2a6be8501d331bb1b991c6f21f2d39d003405763f79d,615,615,10,P34949,CHEMBL2758,Mannose-6-phosphate isomerase,ChEMBL37_human_single_protein
SEQ:a23099a3856f1e0ce5a8563a28fdc25422081c8f516879f23e98abf0da67ba8d,292,292,144,Q14790,CHEMBL3776,Caspase-8,ChEMBL37_human_single_protein
SEQ:a2510db644cae39d81126a24eaffdb371a1756edaa93f4be082cbebfcdfbf125,1,1,1,P58397,CHEMBL6066065,A disintegrin and metalloproteinase with thrombospondin motifs 12,ChEMBL37_human_single_protein
SEQ:a25a2d550fb24f94ae1d63d6e2efe97f14244a277dbfbd392b7bfeaf928c1048,26,26,12,P14410,CHEMBL2748,"Sucrase-isomaltase, intestinal",ChEMBL37_human_single_protein
SEQ:a25f82cd1b4be74e9b43bdc43c058fe9ce987dc011b712f1ce43a21e4d45d0a4,913,899,382,P06241,CHEMBL1841,Tyrosine-protein kinase Fyn,ChEMBL37_human_single_protein
SEQ:a267c7f1699d52d0dd3abca204140cd71adfcf2a2c8cbc86628f6c5d3dbcec9c,50,34,50,Q96NT5,CHEMBL1795188,Proton-coupled folate transporter,ChEMBL37_human_single_protein
SEQ:a27be177305f105d5f37964696633b0be97f84d76d9ce2ee04747e0896f1fbcb,847,835,408,Q05655,CHEMBL2996,Protein kinase C delta type,ChEMBL37_human_single_protein
SEQ:a2930c803ebda42c6863f1501ae030e459423dae1d3c9da787ce74c4ff821f0e,1,1,0,Q8N2G8,CHEMBL6066372,GH3 domain-containing protein,ChEMBL37_human_single_protein
SEQ:a2963df65dc7cefae912a2fb6386361168cbbd16286ced93066833e396c01634,391,388,25,O75676,CHEMBL3125,Ribosomal protein S6 kinase alpha-4,ChEMBL37_human_single_protein
SEQ:a29ee06307562ef48cb56e5da47261589099d369e888605f99461e047b3b3f39,1,1,1,Q8WVV4,CHEMBL6067405,Protein POF1B,ChEMBL37_human_single_protein
SEQ:a2a7b1b56a5a06b0b89d91f032352c7c916c73f6b561a5e753758b959110241d,1,1,0,Q9H2U1,CHEMBL2040704,ATP-dependent DNA/RNA helicase DHX36,ChEMBL37_human_single_protein
SEQ:a2ad3f52daa5740755ca14f0a5a1c060d28a58645d39ca59b2f1779ad7b3ff92,589,573,550,O75530,CHEMBL2189117,Polycomb protein EED,ChEMBL37_human_single_protein
SEQ:a2fbc2564ceece0c93720a40505df08d8ee5546b27d0e3b72a33c9cda1cce5fa,1,1,1,P60903,CHEMBL1764939,Protein S100-A10,ChEMBL37_human_single_protein
SEQ:a3002bf1c1ab1c7b8d77ea7745647f5608ecbf067ed3fa8b7bc7cda007846d13,117,117,84,O43526,CHEMBL2476,Potassium voltage-gated channel subfamily KQT member 2,ChEMBL37_human_single_protein
SEQ:a3029a0d377ef2463d26758a5d79d7d0f5cb655201aa36c19fdabfa22f3ef449,1,1,1,Q69YH5,CHEMBL5724782,Cell division cycle-associated protein 2,ChEMBL37_human_single_protein
SEQ:a3070009ec34b7196d776e54b58934737ff54206d7eaded8b8e1cd1ce02873e4,75,70,0,Q9Y3R4,CHEMBL3200,Sialidase-2,ChEMBL37_human_single_protein
SEQ:a3095681f690b2ae6282a9116df5485f601548b49602ebf94ef3c4eff4d99b55,2469,2292,1842,P11511,CHEMBL1978,Aromatase,ChEMBL37_human_single_protein
SEQ:a311b6bd32a330414e89beffb9e2fa04b31333ea45a65f6329defb53a8a22fc8,1,1,1,P59541,CHEMBL4523254,Taste receptor type 2 member 30,ChEMBL37_human_single_protein
SEQ:a3219aa4923874f0dfeb2688ab036644bc91df4233577bafed1809f6a7d5d3d2,1,1,0,Q6IBS0,CHEMBL6067403,Twinfilin-2,ChEMBL37_human_single_protein
SEQ:a32b1744266e7604dc38bbd1b112d3ec2398eb61fd08aa68720b8db0d00d97bc,869,858,724,P27815,CHEMBL254,"3',5'-cyclic-AMP phosphodiesterase 4A",ChEMBL37_human_single_protein
SEQ:a3309c76e04e3e2b569766c8963cbb3b63e5e1cd3b9ae2ec57de3c678fd08dbc,235,234,160,P47712,CHEMBL3816,Cytosolic phospholipase A2,ChEMBL37_human_single_protein
SEQ:a334502a3644800972ca9a0a14b3439b6ec688ada9704be2133df0b57c31a32d,2,2,1,P31942,CHEMBL6066917,Heterogeneous nuclear ribonucleoprotein H3,ChEMBL37_human_single_protein
SEQ:a35d0790c5444576e1071398f5d2309590af763077511d7a92e9d95e129fcc39,1,1,0,Q969V4,CHEMBL6066431,Tektin-1,ChEMBL37_human_single_protein
SEQ:a36ca3183e936e79f2d5f799d2c3d8ad3bf2e2015a20822ea05d4db6823fbea7,1,1,1,Q15691,CHEMBL6067322,Microtubule-associated protein RP/EB family member 1,ChEMBL37_human_single_protein
SEQ:a3757f6fbdeed39e8596df6cc5a20fd246063146afc4cbe937193a64fcc3e99e,27,24,5,P06280,CHEMBL2524,Alpha-galactosidase A,ChEMBL37_human_single_protein
SEQ:a3b781856b0a814472950d5a5eea7990320037db5dff5c5ddf4c92c55ad1e1e6,2,2,2,P78371,CHEMBL5725073,T-complex protein 1 subunit beta,ChEMBL37_human_single_protein
SEQ:a3c4d3b475ea0a5398eb20373665b8dca4241551e22af0208ad07803377fc514,42,42,1,Q16828,CHEMBL1250381,Dual specificity protein phosphatase 6,ChEMBL37_human_single_protein
SEQ:a3ca9d7bef7c1cb25b3a5af3236292ff78728d652260f9bfcd24820944b3cb07,34,34,0,Q9Y259,CHEMBL3112385,Choline/ethanolamine kinase,ChEMBL37_human_single_protein
SEQ:a3deebdd29b61453dfde8088476ef727315bebf51a007f2500ec446fe7072fd9,1,1,1,P59539,CHEMBL4523252,Taste receptor type 2 member 45,ChEMBL37_human_single_protein
SEQ:a3e062191b0c112dfa29940f74d1588f82412f551424ec39563591add208b60a,1,1,1,Q12905,CHEMBL4295811,Interleukin enhancer-binding factor 2,ChEMBL37_human_single_protein
SEQ:a3f501dbf34ace44543f225cdfcc6d057846e6490b6b8c4f44add186357a4e24,13,13,2,Q9UBR2,CHEMBL4160,Cathepsin Z,ChEMBL37_human_single_protein
SEQ:a3fc455c47748690ab7c507c62094ac47a03d7ee61a48bacf2a97d68fdcffa77,2,2,0,P01583,CHEMBL3580496,Interleukin-1 alpha,ChEMBL37_human_single_protein
SEQ:a407526cd0cd87930135d66e6de8cc72730972458f9c04910024e30db60b64e8,34,33,4,P07814,CHEMBL3873,Bifunctional glutamate/proline--tRNA ligase,ChEMBL37_human_single_protein
SEQ:a41457aabaddc89cde3e3e3c5a46ef81902ebd7921e46ce1f9c5584ee10c179a,1,1,1,Q8IWC1,CHEMBL5724641,MAP7 domain-containing protein 3,ChEMBL37_human_single_protein
SEQ:a43bba725114d4c16c5b3b5bef27c7b952c8f9b6cb244e89980991f6337bf1e6,3172,2874,2363,O14757,CHEMBL4630,Serine/threonine-protein kinase Chk1,ChEMBL37_human_single_protein
SEQ:a4412e17591487b36e26daa44705d9a3cb1281eb3bbc1306343d13adcb0213a8,1,1,1,P61966,CHEMBL6067198,AP-1 complex subunit sigma-1A,ChEMBL37_human_single_protein
SEQ:a45a76a001aa818c970bb0e6c58f5eca443449e062fd33d8271a833be042dfcb,1,1,0,Q9H9Z2,CHEMBL4523458,Protein lin-28 homolog A,ChEMBL37_human_single_protein
SEQ:a4780e73fe10f77f1f3acbdc06a6a1f15d098c27a3794d4d1b8bab2ca058898e,587,577,185,Q13188,CHEMBL4708,Serine/threonine-protein kinase 3,ChEMBL37_human_single_protein
SEQ:a49165424debfdaef30bf5a59e989c4bc1388af5b03bb7aa76b78bbcec5b86e9,2,2,0,O60704,CHEMBL3178,Protein-tyrosine sulfotransferase 2,ChEMBL37_human_single_protein
SEQ:a49a826c9ca861428eeed84a7709eb74e2164768f7bb7d91301e08bbf6fbf9f9,2,2,1,P61619,CHEMBL5725113,Protein transport protein Sec61 subunit alpha isoform 1,ChEMBL37_human_single_protein
SEQ:a4b50b114f35f51389944b7a79d389d2bf36937f41c952f5848273584d44fa10,2,2,2,P46087,CHEMBL6066899,28S rRNA (cytosine(4447)-C(5))-methyltransferase,ChEMBL37_human_single_protein
SEQ:a4e69c99e0d525da92f48b87a8934a8088998864cdfa8debe1766ff993a2ce43,1,1,1,P08133,CHEMBL6066974,Annexin A6,ChEMBL37_human_single_protein
SEQ:a50b0f3ae5d9486d212547469465f5ba7721c1afe2935ea4c5433952963b72f2,68,67,57,Q9NYV8,CHEMBL3309105,Taste receptor type 2 member 14,ChEMBL37_human_single_protein
SEQ:a50b402ec32e9ff6bd901182c35669cefe1e90add1674b8e422a1269ae2a0758,1,1,0,Q15363,CHEMBL6066301,Transmembrane emp24 domain-containing protein 2,ChEMBL37_human_single_protein
SEQ:a50bbccdc35544708ac34a222c0e9352b02d153bb6da8bf30ee3b719ad7272f2,19,19,0,Q6ZVD8,CHEMBL1275209,PH domain leucine-rich repeat-containing protein phosphatase 2,ChEMBL37_human_single_protein
SEQ:a52635ee450482a0310f80084a9c78c9aaae3d3c0bdbd4453eaae4e50ac83350,2,1,2,Q6UX04,CHEMBL5724776,Spliceosome-associated protein CWC27 homolog,ChEMBL37_human_single_protein
SEQ:a533fbd730bf2dcd5a7d3e188022cacc6c2a4f585ac479ee464e982dbad4207c,1,1,1,Q13011,CHEMBL4523284,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",ChEMBL37_human_single_protein
SEQ:a557cdbe803ea0cb38543b6fcfe0f479570010fe152b1516f7f21774c40402dd,1,1,1,O43426,CHEMBL4523136,Synaptojanin-1,ChEMBL37_human_single_protein
SEQ:a56124d77b13c98c5c46285c824d3640f0e1bbe4419d23f4f27c7506b2c5a691,2,2,1,Q9GZL7,CHEMBL6067171,Ribosome biogenesis protein WDR12,ChEMBL37_human_single_protein
SEQ:a5738db82a0d8d4b3b1be01d61879e9adcd8fef0377366ac0d930a850c227edc,3459,3416,2467,Q13546,CHEMBL5464,Receptor-interacting serine/threonine-protein kinase 1,ChEMBL37_human_single_protein
SEQ:a5745e83e4188b1293df15ae00232356e8da907a01516acd93bdab43e5479109,2,2,2,P22626,CHEMBL3124741,Heterogeneous nuclear ribonucleoproteins A2/B1,ChEMBL37_human_single_protein
SEQ:a57ffed66c853b6df33076f18d79a6c0d5e58f9ed5ee0b83b760ec7ea3e33812,1,1,1,Q6PI98,CHEMBL5724656,INO80 complex subunit C,ChEMBL37_human_single_protein
SEQ:a596459ba833ea0f25d3cb1299aa2f43ee85ee69bc04ad67de3cd326babfc4f2,1,1,1,Q9UI10,CHEMBL6067328,Translation initiation factor eIF2B subunit delta,ChEMBL37_human_single_protein
SEQ:a599e95c1f774b8bb8b499064316aced28a3e1f4d3b8b85bfb1bfc5325ba75d5,5,5,1,O15455,CHEMBL1075113,Toll-like receptor 3,ChEMBL37_human_single_protein
SEQ:a5ae49bcb2a382f186994f88e53ecf0e3e4f5475b709bd38238868f984ccc81e,80,78,33,Q15109,CHEMBL2176846,Advanced glycosylation end product-specific receptor,ChEMBL37_human_single_protein
SEQ:a5b9c1e8750f0318983cf6587c1313c9dcaec27036783dcc8ac33a55b5dfa925,2,2,0,P04083,CHEMBL5724756,Annexin A1,ChEMBL37_human_single_protein
SEQ:a5c8e2a3be78c994aed6c278622a5bd6d0d94bf6a3c0adb00fe81444684c2d69,2059,2037,938,Q99500,CHEMBL3892,Sphingosine 1-phosphate receptor 3,ChEMBL37_human_single_protein
SEQ:a5d634e4ebdbb31194d0c9f668d90ca9559f675165870d9d0e0be6b9f46d6772,1,1,0,P49593,CHEMBL6066265,Protein phosphatase 1F,ChEMBL37_human_single_protein
SEQ:a5ea3ecbfdf98b937d7a5bd0dece0f4afd660a824ad705ab2fd53b3efaea77fa,2,2,2,O43684,CHEMBL5724769,Mitotic checkpoint protein BUB3,ChEMBL37_human_single_protein
SEQ:a5eb2a05bcffda742112224769a5500aa6d81f8494ecef83da7d02966049517f,2,2,1,Q16630,CHEMBL6067065,Cleavage and polyadenylation specificity factor subunit 6,ChEMBL37_human_single_protein
SEQ:a5f256fc653515d110f6dd48ad55b8ea21bf6d45af33b7f5c182c6c31455b636,2967,2949,2335,P04626,CHEMBL1824,Receptor tyrosine-protein kinase erbB-2,ChEMBL37_human_single_protein
SEQ:a5f42a224b57b4597e94f56e405ceea2024f106aec4357d85b1723db3207dc9e,25,24,5,Q9HCN6,CHEMBL3308912,Platelet glycoprotein VI,ChEMBL37_human_single_protein
SEQ:a6168df0e549b5ea9c59a2ee369f81ecc628147972aed86bcc1f5abe7657b1b2,401,401,115,P17861,CHEMBL1741176,X-box-binding protein 1,ChEMBL37_human_single_protein
SEQ:a6185454771e6e1de1e4a6d3395fc3ecd7c97f945ab6c5b7e77934aeb8f70b80,21,21,8,Q15257,CHEMBL2505,Serine/threonine-protein phosphatase 2A activator,ChEMBL37_human_single_protein
SEQ:a62cf0497e109304f5b723f353e3ec492d03d901ddb9446b5715dd320f5baa26,1,1,0,Q01518,CHEMBL6067136,Adenylyl cyclase-associated protein 1,ChEMBL37_human_single_protein
SEQ:a63465769f46ce3ac8713facc942027d5131e27ea031a7d2c33aa85ca7380278,312,308,78,Q05513,CHEMBL3438,Protein kinase C zeta type,ChEMBL37_human_single_protein
SEQ:a64a69646209bd7078de92ee938caf58bd2616e8e36c85917fc353526695ee56,907,907,595,O95180,CHEMBL1859,Voltage-dependent T-type calcium channel subunit alpha-1H,ChEMBL37_human_single_protein
SEQ:a65d8b34f517d01d508316b1dcd6a4f7d6de26de58607b25a4ca2e38d04d5ad1,2,2,0,P49458,CHEMBL5725084,Signal recognition particle 9 kDa protein,ChEMBL37_human_single_protein
SEQ:a67b8c8baf66911cbd9de8791159de84d01ef6d04f7ad30221fb2989c53e9bd6,2,2,2,O75822,CHEMBL6067002,Eukaryotic translation initiation factor 3 subunit J,ChEMBL37_human_single_protein
SEQ:a69193e28b483478d78dd2a26eb76607fe5b7375c8a543976bc87874b0c17f41,2,2,2,Q07065,CHEMBL4296025,Cytoskeleton-associated protein 4,ChEMBL37_human_single_protein
SEQ:a6929136b8ee476972596cf1fcbc6dbb0fbb7d7dcbd458c817e0b867d39c069a,4,3,4,P39019,CHEMBL6066908,Small ribosomal subunit protein eS19,ChEMBL37_human_single_protein
SEQ:a6b1a2013e60468fd32c98b3bb32f444fe8a40cecf7cb4f8f395413eb5a4d5c4,1,1,0,Q9NPB8,,Glycerophosphocholine phosphodiesterase GPCPD1,BindingDB_source_reported_human_sequence
SEQ:a6c3b0a130b95bcd56c4598bb1e6a7c617ec586a29c182d24d8d45951d18d538,1,1,0,Q9BW91,CHEMBL4105984,"ADP-ribose pyrophosphatase, mitochondrial",ChEMBL37_human_single_protein
SEQ:a6c4daa897f073f8c3c4970bb2566b86b78017a1b122277d1fcbe51b53edfc70,9,9,0,Q9H7D0,CHEMBL4739705,Dedicator of cytokinesis protein 5,ChEMBL37_human_single_protein
SEQ:a6c6ce2e9f4e5cb666bb7e8efde9a85af559edfd95a168e507f428eeaaa610f4,4,4,3,O14983,CHEMBL3136,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,ChEMBL37_human_single_protein
SEQ:a6d55531f663b5b8ab515808bdbc0bdcfaf489eca18b6945ba0203b1cca8a08f,15,15,0,O95393,CHEMBL3713453,Bone morphogenetic protein 10,ChEMBL37_human_single_protein
SEQ:a6dbc50f8caac2c85a2b66a2a880e57de5c73671387b960b98820eb6b71dc02f,2,2,1,O96019,CHEMBL5724740,Actin-like protein 6A,ChEMBL37_human_single_protein
SEQ:a6ee1852f76a0ddd44b02b33038cf58d89e3131b5bef23117ff296cf89d40c8f,32,32,18,P48163,CHEMBL3495,NADP-dependent malic enzyme,ChEMBL37_human_single_protein
SEQ:a7001577aa879ab33c257f22bf187999ac0e4031ae5d1dd03ea40d1268bd1f5f,462,441,68,Q16512,CHEMBL3384,Serine/threonine-protein kinase N1,ChEMBL37_human_single_protein
SEQ:a71ec547aff29521d0fe39a121fa678b05c477c0484f7aad7183d8efd9122cda,24,24,4,P16118,CHEMBL3421524,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1",ChEMBL37_human_single_protein
SEQ:a7296309eecd4f50160206e62c3ea851043d3fc15e2fc3ecc6ce4fab832b3a2f,39,39,7,Q9UI32,CHEMBL4105730,"Glutaminase liver isoform, mitochondrial",ChEMBL37_human_single_protein
SEQ:a7329ca9a48276b81ce124709753a53082da2cad180c6d95c91b1d7081f67ed7,1,1,1,Q8TF01,CHEMBL5725138,Arginine/serine-rich protein PNISR,ChEMBL37_human_single_protein
SEQ:a741ebe87ece2da864879861f8d5882e1027c0d18a9302b9db5ae1ea2fe26666,2,2,1,O43292,CHEMBL6067041,GPI-anchor transamidase component GPAA1,ChEMBL37_human_single_protein
SEQ:a756ba3824908f2013383dca4223dc585181e067bfe5ccd3cf8fed3c15d9009c,2292,2288,1961,Q07343,CHEMBL275,"3',5'-cyclic-AMP phosphodiesterase 4B",ChEMBL37_human_single_protein
SEQ:a7639a81da233e31cb481498a140ea0a16e3f078d0204a83c7cc3edb4717afce,3,3,2,O75694,CHEMBL4295680,Nuclear pore complex protein Nup155,ChEMBL37_human_single_protein
SEQ:a76b82f55d65ddfa27b1b6f6d3ac69420a508fe21e2a7091751c92431083dbd2,5,5,4,P10997,CHEMBL1914266,Islet amyloid polypeptide,ChEMBL37_human_single_protein
SEQ:a77a65704b9ea9bce6c2f5f2312b945c7cda764b41fa08b0a802c7a6c8dfde79,93,93,63,O15496,CHEMBL4342,Group 10 secretory phospholipase A2,ChEMBL37_human_single_protein
SEQ:a77e64adbe95ab4db3e41df76c78ef988e636ea23f96b5367383d02bdaca0c35,1,1,1,P02774,CHEMBL2259,Vitamin D-binding protein,ChEMBL37_human_single_protein
SEQ:a781384b86d075b3d6df6ab468d56e1510092bffda62da16402b5a916f50e611,263,259,127,O95749,CHEMBL4769,Geranylgeranyl pyrophosphate synthase,ChEMBL37_human_single_protein
SEQ:a79cebbdb6fb35f516efb15c56d1d205dcba4b7dfe0a73baa4e0094c25d4f232,1,1,0,Q9UBD5,CHEMBL6067165,Origin recognition complex subunit 3,ChEMBL37_human_single_protein
SEQ:a7bd9b64e255459dbb447f5fcea9cd84ae24d409ea0e173cb2d7125c49b71dc0,1,1,1,P0DPD8,,EEF1AKMT4-ECE2 readthrough transcript protein,BindingDB_source_reported_human_sequence
SEQ:a7bea47df59b8e1a19037d4db6f4f6247891a12e1b9118a1e852500353951880,1,1,1,Q5JTH9,CHEMBL6067385,RRP12-like protein,ChEMBL37_human_single_protein
SEQ:a7c9ea6d0d5e5bca17ff453b3ef7ebabed2794fe94dd11b29254158ffb531a61,2,2,2,Q16621,CHEMBL4523303,Transcription factor NF-E2 45 kDa subunit,ChEMBL37_human_single_protein
SEQ:a7ce43ba126cbaa29e2432cf5427930e37aed65aa840e2e74e94dbef23f00ba7,323,318,283,P50053,CHEMBL1275212,Ketohexokinase,ChEMBL37_human_single_protein
SEQ:a7ddfebcea7702ee56f5476e8f16a870bcad633b7d3a5a50b72392b44fbe2dd3,1,1,0,P04080,CHEMBL6066979,Cystatin-B,ChEMBL37_human_single_protein
SEQ:a7e20f5bd3622cf2da3412ba7f3ce1acc468c1922d30f99e8062ebd8b37225b9,1,1,1,P25791,CHEMBL3217402,Rhombotin-2,ChEMBL37_human_single_protein
SEQ:a7eb891318c7b005cda821c06bad05258265ef15f81cf44f14afece0ba58b63e,371,368,49,Q9Y4K4,CHEMBL4852,Mitogen-activated protein kinase kinase kinase kinase 5,ChEMBL37_human_single_protein
SEQ:a7fad90a703c940048e24d9dcb8bc07d3c97f9f945a753e54812516ec0807820,2,2,2,Q8IXH6,,Tumor protein p53-inducible nuclear protein 2,BindingDB_source_reported_human_sequence
SEQ:a811554f126212135dc1020f067c9691dc9eaa800b1d8e5593f2fed9799f34e7,2,2,0,P51178,CHEMBL3727,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1",ChEMBL37_human_single_protein
SEQ:a815c49cfe5c76f52bd6f03ff14f8e66236151879ebe280f798ef349a1b11f97,1,1,1,Q9HD45,CHEMBL6066479,Transmembrane 9 superfamily member 3,ChEMBL37_human_single_protein
SEQ:a848e1d88c46146b91fef435e1338f1766c76f1c4f1735b7baaeb2b43ef0ed3a,57,57,31,P17538,CHEMBL4796,Chymotrypsinogen B,ChEMBL37_human_single_protein
SEQ:a84b10021350800c5e3bdf3d72a3ba756e62310fa7ae77b34eeb01a7c1961252,31,31,3,Q13887,CHEMBL1293249,Krueppel-like factor 5,ChEMBL37_human_single_protein
SEQ:a85a73cac5a8aac1dae587f32d262aacb6f19ebacff8a738f9f3cd262d0916d1,3,3,3,Q96AD5,CHEMBL3822353,Patatin-like phospholipase domain-containing protein 2,ChEMBL37_human_single_protein
SEQ:a865eb88e9d38d1113581e1982794bf124434ae60b97220ecdb4f06d1a0ab662,2217,2189,1562,P14780,CHEMBL321,Matrix metalloproteinase-9,ChEMBL37_human_single_protein
SEQ:a86f7dbeb9c5f48401a1a452b440d782c35067d2da152180a09ce26f76d11639,649,636,443,P13569,CHEMBL4051,Cystic fibrosis transmembrane conductance regulator,ChEMBL37_human_single_protein
SEQ:a8896bedc375d6524f8a45492502b150b57193bad0718f6cbf3e33d95563772e,2,2,1,P59536,CHEMBL3309108,Taste receptor type 2 member 41,ChEMBL37_human_single_protein
SEQ:a88a85bbb17a72f8772898d3d4dfa637342f4a5cf9ea0f813d22a23e239d2ce0,2,2,0,P50991,CHEMBL5725077,T-complex protein 1 subunit delta,ChEMBL37_human_single_protein
SEQ:a88b80dc9745da7cc614df45d0ba8cefbe6c6b1056adfe52757637061d8abb8c,44,44,0,P47929,CHEMBL5008,Galectin-7,ChEMBL37_human_single_protein
SEQ:a89581e8cce5f7c8b66944b957a465b055062319020e8d26fb14dd953cda4e42,29,29,25,P01721,CHEMBL4739844,Immunoglobulin lambda variable 6-57,ChEMBL37_human_single_protein
SEQ:a8a247e1c1928fb64f735d5f4bb0ba9feae41784866915aded66f463d57a0209,1,1,0,Q8IXL7,CHEMBL3509604,Methionine-R-sulfoxide reductase B3,ChEMBL37_human_single_protein
SEQ:a8c516edae75d8c1ec8a8fbd39a91b05eedf11b42ca8610bf69e359f91f7bb43,10,10,5,Q9ULW8,CHEMBL1909488,Protein-arginine deiminase type-3,ChEMBL37_human_single_protein
SEQ:a8cd838ea390c8b4666689a4e0ae7df00284a945afb6e7bad3f847123f948bfb,1,1,0,Q9NUA8,CHEMBL5069378,Zinc finger and BTB domain-containing protein 40,ChEMBL37_human_single_protein
SEQ:a8da6f95026e541e1213be1f3bed3400c885b2603434959ec6cca368474debb1,4,4,0,A1L3X0,CHEMBL5169094,Very long chain fatty acid elongase 7,ChEMBL37_human_single_protein
SEQ:a8e0cdc8a5a5db9f7469a7df9b818a34de186d15c3da290d24f6c66d939fae19,441,433,44,Q9P289,CHEMBL5941,Serine/threonine-protein kinase 26,ChEMBL37_human_single_protein
SEQ:a8e6a640c168c50c015bcf79e74324971856b152d3afc7eea206da06c2e54181,170,168,157,Q13510,CHEMBL5463,Acid ceramidase,ChEMBL37_human_single_protein
SEQ:a914452f1bb32aec9a7d981c72ebf99325438bf8a0e9f9f8d7ce8596b85d081d,1,1,1,P40429,CHEMBL6066905,Large ribosomal subunit protein uL13,ChEMBL37_human_single_protein
SEQ:a917bea6bf7812300e7d7bcc327e853ce85ac1a8a02fb04b8f89f816cc6e9ade,62,61,2,O95398,CHEMBL2029197,Rap guanine nucleotide exchange factor 3,ChEMBL37_human_single_protein
SEQ:a9190dacc6a43f924defed2402231036819d2edd0bffec0f76b16ec4518a540b,596,595,419,O94966,CHEMBL4523156,Ubiquitin carboxyl-terminal hydrolase 19,ChEMBL37_human_single_protein
SEQ:a93ba2d243a68358de9b9adec225e83c68e9ffc050c5d9a71ea6483fb92db338,2020,1978,1726,O75762,CHEMBL6007,Transient receptor potential cation channel subfamily A member 1,ChEMBL37_human_single_protein
SEQ:a93d8265b260ba945a147042f68980aeec2ea04e8b4588fbcc912da3ec27dc1e,14,14,1,Q92523,CHEMBL2216739,"Carnitine O-palmitoyltransferase 1, muscle isoform",ChEMBL37_human_single_protein
SEQ:a97380fe4bf1f95f9d7ca044c8c320981c944c020311ffe61542426c78221856,1,1,0,P05108,CHEMBL2033,"Cholesterol side-chain cleavage enzyme, mitochondrial",ChEMBL37_human_single_protein
SEQ:a9754aa0eed81bf0e9e2fd8ef8d35d6f3d58f467b794f3e3b2a3037373e0c7ad,4786,4324,4278,P50406,CHEMBL3371,5-hydroxytryptamine receptor 6,ChEMBL37_human_single_protein
SEQ:a99a2f7dcc57e13ae23b4f6218000cf6419750b5175cd74a3f21fb65210b5bfd,1,1,1,O96000,CHEMBL6066985,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,ChEMBL37_human_single_protein
SEQ:a99e422fc711eece72f3eb7bdd1cda4475fb61a5e0c978b23c0c5b372c06ac6d,1,1,1,P84103,CHEMBL6066169,Serine/arginine-rich splicing factor 3,ChEMBL37_human_single_protein
SEQ:a9b84d3e2d82f009467950fe14d9a60f8a371e29ca16820ab2c02a643c9f574e,7,7,7,Q92508,CHEMBL5169186,Piezo-type mechanosensitive ion channel component 1,ChEMBL37_human_single_protein
SEQ:a9c2f7f66fe8f1cfccec9da82cfb8ef77827cdb32244794e7ae58d0cbfd592aa,10,9,0,Q9UBT6,CHEMBL5365,DNA polymerase kappa,ChEMBL37_human_single_protein
SEQ:a9d4299fa086ab7b2ed31b3a28906b0e19f32fee439b95303028655ae0499614,10,10,0,P16435,CHEMBL2169731,NADPH--cytochrome P450 reductase,ChEMBL37_human_single_protein
SEQ:a9d70e6dd79a9d6d5fef6772b08efb426eba56ffbc49737c550220e71c521746,2770,2689,1775,P11229,CHEMBL216,Muscarinic acetylcholine receptor M1,ChEMBL37_human_single_protein
SEQ:a9dcd87116c202495476334c8b856bcf5c0d2ce9a4f6224debd51e37d9fe2207,11,11,11,P48052,CHEMBL4939,Carboxypeptidase A2,ChEMBL37_human_single_protein
SEQ:a9dd6f3884ecda1f0e4fcfc8296a9be1035274ce6f2185f2f3fdd320e2f119e6,2,2,1,Q9UNL2,CHEMBL6067174,Translocon-associated protein subunit gamma,ChEMBL37_human_single_protein
