molregno,control_chembl_id,control_name,control_inchikey,fda_identity_tier,exact_fda_structure_match,fda_applications,fda_urls
674685,CHEMBL1200734,FOSAMPRENAVIR CALCIUM,PMDQGYMGQKTCSX-HQROKSDRSA-L,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA204024; ANDA204060,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204024; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204060
674686,CHEMBL1200735,MOXIFLOXACIN HYDROCHLORIDE,IDIIJJHBXUESQI-DFIJPDEKSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA076938; ANDA077437; ANDA090080; ANDA202525; ANDA202632; ANDA202867; ANDA204079; ANDA204836; ANDA205348; ANDA205833; ANDA206242; ANDA206295; ANDA207285; ANDA208682; ANDA208778; ANDA209143; ANDA209469; ANDA209698; ANDA212616; ANDA217988; NDA021334; NDA021598; NDA205572,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076938; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077437; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=090080
674687,CHEMBL1200736,MAGNESIUM CARBONATE,ZLNQQNXFFQJAID-UHFFFAOYSA-L,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA019481,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019481
674698,CHEMBL1200747,AMMONIUM LACTATE,RZOBLYBZQXQGFY-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA075570; ANDA075774; ANDA075883; ANDA076216; ANDA217758; ANDA217815,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075570; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075774; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075883
674699,CHEMBL1200748,CARBIDOPA,QTAOMKOIBXZKND-PPHPATTJSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA073589; ANDA073607; ANDA073618; ANDA074260; ANDA075091; ANDA076521; ANDA078536; ANDA078690; ANDA078893; ANDA090324; ANDA202323; ANDA204763; ANDA205304; ANDA209910; ANDA210341; ANDA211055; ANDA213212; ANDA214091; ANDA214092; ANDA214495; ANDA216505; ANDA216537; ANDA217482; ANDA217961; ANDA218535; ANDA218939; NDA017555; NDA017830; NDA021485; NDA203312; NDA203952; NDA214869; NDA216962; NDA217186,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=073589; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=073607; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=073618
674701,CHEMBL1200750,PROMETHAZINE HYDROCHLORIDE,XXPDBLUZJRXNNZ-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA040026; ANDA040428; ANDA040500; ANDA040596; ANDA040622; ANDA040643; ANDA040649; ANDA040654; ANDA040660; ANDA040673; ANDA040712; ANDA040713; ANDA040737; ANDA040891; ANDA040902; ANDA083312; ANDA083426; ANDA083711; ANDA084176; ANDA087165; ANDA087953; ANDA088864; ANDA088875; ANDA090180; ANDA090575; ANDA091179; ANDA091675; ANDA091687; ANDA200386; ANDA200894; ANDA200963; ANDA213890; ANDA214238; ANDA216446; ANDA218264; ANDA220869; NDA011265,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040026; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040428; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040500
674702,CHEMBL1200751,MERCAPTOPURINE,WFFQYWAAEWLHJC-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA040461; ANDA040528; ANDA216418; NDA009053; NDA205919,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040461; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040528; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216418
674707,CHEMBL1200756,PYRIDOXINE HYDROCHLORIDE,ZUFQODAHGAHPFQ-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA080618; ANDA205811; ANDA208518; ANDA210273; ANDA210672; ANDA217000; NDA021163; NDA021876; NDA209661,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=080618; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205811; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208518
674708,CHEMBL1200757,PANCURONIUM BROMIDE,NPIJXCQZLFKBMV-YTGGZNJNSA-L,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA072759; ANDA072760,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=072759; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=072760
674709,CHEMBL1200758,AMPICILLIN SODIUM,KLOHDWPABZXLGI-YWUHCJSESA-M,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA061395; ANDA062719; ANDA062772; ANDA062797; ANDA063142; ANDA065076; ANDA065176; ANDA065188; ANDA065222; ANDA065240; ANDA065241; ANDA065314; ANDA065403; ANDA065406; ANDA065493; ANDA065499; ANDA090339; ANDA090349; ANDA090354; ANDA090581; ANDA090583; ANDA090889; ANDA201024; ANDA201025; ANDA201404; ANDA201406; ANDA202197; ANDA202198; NDA050608,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=061395; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=062719; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=062772
674710,CHEMBL1200759,ANAGRELIDE HYDROCHLORIDE,TVWRQCIPWUCNMI-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA076468; ANDA076811; ANDA076910; ANDA209151; NDA020333,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076468; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076811; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076910
674711,CHEMBL1200760,BALSALAZIDE DISODIUM,CKMOQBVBEGCJGW-LLIZZRELSA-L,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA077806; ANDA077807; ANDA077883; ANDA217592; ANDA219422; NDA020610,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077806; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077807; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077883
674713,CHEMBL1200762,BETAMETHASONE SODIUM PHOSPHATE,PLCQGRYPOISRTQ-LWCNAHDDSA-L,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA077838; ANDA090747; NDA014602,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077838; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=090747; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=014602
674715,CHEMBL1200764,METHACHOLINE CHLORIDE,JHPHVAVFUYTVCL-UHFFFAOYSA-M,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA019193,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019193
674727,CHEMBL1200776,CINACALCET HYDROCHLORIDE,QANQWUQOEJZMLL-PKLMIRHRSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA204377; ANDA206125; ANDA208368; ANDA208915; ANDA209226; ANDA210207; ANDA210570; ANDA211892; ANDA213325,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204377; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206125; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208368
674729,CHEMBL1200778,DEXRAZOXANE HYDROCHLORIDE,BIFMNMPSIYHKDN-FJXQXJEOSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA076068; ANDA200752; ANDA207321; ANDA216748,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076068; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=200752; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207321
674732,CHEMBL1200781,CITALOPRAM HYDROBROMIDE,WIHMBLDNRMIGDW-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA077031; ANDA077038; ANDA077042; ANDA077043; ANDA077044; ANDA077045; ANDA077534; ANDA077629; ANDA077812; ANDA078216; ANDA201450; ANDA219985; NDA020822; NDA021763; NDA215428,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077031; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077038; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077042
674738,CHEMBL1200787,PHENOXYBENZAMINE HYDROCHLORIDE,VBCPVIWPDJVHAN-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA204522; ANDA204551; ANDA212568; ANDA215042; ANDA215600,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204522; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204551; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212568
674742,CHEMBL1200791,OXYMETAZOLINE HYDROCHLORIDE,BEEDODBODQVSIM-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA213584; NDA019407; NDA208032; NDA208552; NDA212520,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213584; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019407; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208032
674745,CHEMBL1200794,OXYMORPHONE HYDROCHLORIDE,BCGJBQBWUGVESK-KCTCKCTRSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA079087; ANDA090964; ANDA091443; ANDA201187; ANDA203601; ANDA204459; ANDA210175,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=079087; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=090964; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=091443
674746,CHEMBL1200795,CLEMASTINE FUMARATE,PMGQWSIVQFOFOQ-YKVZVUFRSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA073283; ANDA073399; ANDA074884,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=073283; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=073399; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074884
674747,CHEMBL1200796,CYCLOPHOSPHAMIDE,PWOQRKCAHTVFLB-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA040745; ANDA204555; ANDA209872; ANDA210046; ANDA211552; ANDA211608; ANDA211757; ANDA214529; ANDA215089; ANDA215892; ANDA216783; ANDA216958; ANDA218282; ANDA218644; NDA012141; NDA203856; NDA210735; NDA210852; NDA212501; NDA217150; NDA217651,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040745; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204555; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209872
674749,CHEMBL1200798,TRAZODONE HYDROCHLORIDE,OHHDIOKRWWOXMT-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA071196; ANDA071258; ANDA071523; ANDA071524; ANDA071525; ANDA072192; ANDA072193; ANDA073137; ANDA202180; ANDA204852; ANDA205253; ANDA206923; ANDA211116; ANDA217740; ANDA218988; NDA218637,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=071196; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=071258; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=071523
674750,CHEMBL1200799,TRAVOPROST,MKPLKVHSHYCHOC-AHTXBMBWSA-N,项目FDA注册表完整InChIKey匹配,True,NDA021994; NDA218010,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021994; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=218010
674751,CHEMBL1200800,CALCIUM ACETATE,VSGNNIFQASZAOI-UHFFFAOYSA-L,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA077728; ANDA091312; ANDA202315; ANDA202420; ANDA202885; ANDA203135; ANDA203179; ANDA211038; ANDA217205,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077728; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=091312; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202315
674754,CHEMBL1200803,SOLIFENACIN SUCCINATE,RXZMMZZRUPYENV-VROPFNGYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA091464; ANDA202551; ANDA204374; ANDA205484; ANDA205575; ANDA206817; ANDA209239; ANDA209333; ANDA210224; ANDA210281; ANDA210582; ANDA210688; ANDA211423; ANDA211657; ANDA211701; ANDA212214; ANDA213346; ANDA215761,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=091464; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202551; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204374
674755,CHEMBL1200804,DICLOFENAC POTASSIUM,KXZOIWWTXOCYKR-UHFFFAOYSA-M,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA075219; ANDA075229; ANDA075463; ANDA076561; ANDA202964; ANDA204648; ANDA210078; ANDA213875; ANDA215375; ANDA215585; ANDA215750; ANDA215787; ANDA215891; ANDA216635; ANDA217010; ANDA218011; NDA022165; NDA022202,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075219; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075229; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075463
674757,CHEMBL1200806,NAPROXEN SODIUM,CDBRNDSHEYLDJV-FVGYRXGTSA-M,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA074635; ANDA074661; ANDA075168; ANDA075416; ANDA076518; ANDA077381; ANDA078314; ANDA078486; ANDA079096; ANDA090545; ANDA090872; ANDA091353; ANDA200629; ANDA202803; ANDA202807; ANDA204872; ANDA205497; ANDA207457; ANDA208363; ANDA208499; ANDA211065; ANDA211360; ANDA211830; ANDA212033; ANDA212199; ANDA213663; ANDA214463; NDA018164; NDA020204; NDA020353; NDA021920; NDA021926; NDA205352; NDA217338,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074635; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074661; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075168
674758,CHEMBL1200807,NORELGESTROMIN,ISHXLNHNDMZNMC-VTKCIJPMSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA200910; ANDA213950; ANDA213977; ANDA214594,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=200910; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213950; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213977
674760,CHEMBL1200809,AZELASTINE HYDROCHLORIDE,YEJAJYAHJQIWNU-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA077954; ANDA078621; ANDA091409; ANDA202305; ANDA204660; ANDA207411; ANDA207610; ANDA207712; ANDA208111; ANDA208156; ANDA208436; ANDA209620; ANDA210092; ANDA212289; ANDA216421; ANDA216561; NDA202236; NDA213872,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077954; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=078621; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=091409
674761,CHEMBL1200810,DOXERCALCIFEROL,HKXBNHCUPKIYDM-CGMHZMFXSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA091333; ANDA201518; ANDA205360; ANDA210452; ANDA211670; ANDA215810,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=091333; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201518; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205360
674764,CHEMBL1200813,ACEBUTOLOL HYDROCHLORIDE,KTUFKADDDORSSI-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA074007; ANDA075047,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074007; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075047
674765,CHEMBL1200814,ACETAZOLAMIDE SODIUM,MRSXAJAOWWFZJJ-UHFFFAOYSA-M,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA040089; ANDA040784; ANDA200880; ANDA202693; ANDA206533; ANDA219775,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040089; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040784; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=200880
674770,CHEMBL1200819,ARTICAINE HYDROCHLORIDE,GDWDBGSWGNEMGJ-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA020971; NDA022010; NDA022466,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020971; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022010; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022466
674771,CHEMBL1200820,PIPERACILLIN SODIUM,WCMIIGXFCMNQDS-IDYPWDAWSA-M,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA065114; ANDA065157; ANDA065362; ANDA065458; ANDA065498; ANDA065523; ANDA090498; ANDA203557; ANDA203719; ANDA203720; ANDA204959; ANDA206996; ANDA207146; ANDA207847; ANDA207848; ANDA208674; ANDA208675; ANDA217243; NDA050750; NDA206056,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=065114; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=065157; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=065362
674773,CHEMBL1200822,FLECAINIDE ACETATE,RKXNZRPQSOPPRN-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA075442; ANDA075882; ANDA076278; ANDA076421; ANDA202821; ANDA210683; ANDA215599; ANDA218093,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075442; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075882; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076278
674776,CHEMBL1200825,METHADONE HYDROCHLORIDE,FJQXCDYVZAHXNS-UHFFFAOYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA040088; ANDA040180; ANDA040517; ANDA074184; ANDA075082; ANDA077142; ANDA087393; ANDA087997; ANDA088109; ANDA089897; ANDA090065; ANDA090635; ANDA090707; ANDA203502; ANDA204166; ANDA207368; ANDA207537; ANDA208306; ANDA210484; ANDA211228; ANDA212093; ANDA218252; ANDA218609; NDA017058; NDA017116; NDA021624,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040088; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040180; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040517
674777,CHEMBL1200826,LITHIUM CARBONATE,XGZVUEUWXADBQD-UHFFFAOYSA-L,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA076691; ANDA076832; ANDA079139; ANDA079159; ANDA090702; ANDA091544; ANDA091616; ANDA204779; ANDA205532; ANDA205663; NDA017812; NDA018027; NDA018558,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076691; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076832; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=079139
674780,CHEMBL1200829,GLUCONOLACTONE,PHOQVHQSTUBQQK-SQOUGZDYSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,NDA019481,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019481
674783,CHEMBL1200832,TERBINAFINE HYDROCHLORIDE,BWMISRWJRUSYEX-SZKNIZGXSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA076390; ANDA077137; ANDA077511; ANDA077919; ANDA078157; ANDA078163; ANDA078199; ANDA078297; NDA020980; NDA021124,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076390; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077137; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=077511
674787,CHEMBL1200836,OXICONAZOLE NITRATE,WVNOAGNOIPTWPT-NDUABGMUSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA205076; NDA019828,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205076; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019828
674790,CHEMBL1200839,DIATRIZOATE MEGLUMINE,MIKKOBKEXMRYFQ-WZTVWXICSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA087388; ANDA214201; ANDA215049; NDA010040; NDA011245,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=087388; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=214201; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215049
674794,CHEMBL1200843,METHYLERGONOVINE MALEATE,NOFOWWRHEPHDCY-DAUURJMHSA-N,FDA成分/活性母体名称匹配；结构身份待复核,False,ANDA040889; ANDA090193; ANDA091577; ANDA210424; ANDA211455; ANDA211483; ANDA211919; ANDA212233,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040889; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=090193; https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=091577
