drug_id,name,smiles,native_feature_index,training_feature_index,split_group,feature_source
HGVDHZBSSITLCT-JLJPHGGASA-N,edoxaban,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1,101626,257027.0,SG:6619e3ab5c16bbb98c5757533a092fe259b5459149427f3033aba64b62db1d8a,prepared_A_B_cache
HHZIURLSWUIHRB-UHFFFAOYSA-N,nilotinib,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,206290,258848.0,SG:f646b1894a7f407fad0c64abb42f3e2a2af7dac56fc49dcc64cf7669986d7f25,prepared_A_B_cache
HIFJCPQKFCZDDL-ACWOEMLNSA-N,iloprost,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,13219,259236.0,SG:d56ac3b2a126c1d5b07a48b9d9bb712e53b929223b2cff1a0df93636d098adb8,prepared_A_B_cache
HJBWBFZLDZWPHF-UHFFFAOYSA-N,apalutamide,CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,104488,260649.0,SG:3b63aeb60d0075ea78eaa7fa51774f11532f73af4ba271a3e578943f56fae84e,preserved_catalog_cache
HKDLNTKNLJPAIY-WKWWZUSTSA-N,ulipristal,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,19650,,,preserved_catalog_cache
HKHCSWPSUSWGLI-CABCVRRESA-N,centanafadine,c1ccc2cc([C@]34CNC[C@H]3C4)ccc2c1,308922,262561.0,SG:8ab9949620c5637ad85de6078e7e67e42459f673149351b2df0680d9ce12efb9,prepared_A_B_cache
HKXBNHCUPKIYDM-CGMHZMFXSA-N,doxercalciferol,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,4101,263531.0,SG:5fadabefa892237d3d6a03658b7694c84ec19d929aa10931ddbfff19cf61ffb1,prepared_A_B_cache
HMABYWSNWIZPAG-UHFFFAOYSA-N,rucaparib,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,107467,265293.0,SG:a106ff7acc7005f2cfa8416137d7ff21ad577990dbf3decd0c8317dd6c326c92,prepared_A_B_cache
HNPFPERDNWXAGS-NFVOFSAMSA-N,latanoprost,O=C(O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,282315,,,preserved_catalog_cache
HOIIHACBCFLJET-SFTDATJTSA-N,lumateperone,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12,101221,268946.0,SG:3c9bba43e76e9af4f3a4831e30683d2d17e9802bcde80b36c72199872c058120,prepared_A_B_cache
HPHUVLMMVZITSG-LURJTMIESA-N,levetiracetam,CC[C@@H](C(N)=O)N1CCCC1=O,76517,270499.0,SG:fb7798f75f8e7a9de3c9d91adbcd1ea68a16f7856f8353eac7dfb7929899ff84,prepared_A_B_cache
HPJKCIUCZWXJDR-UHFFFAOYSA-N,letrozole,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,236112,270587.0,SG:29dcf5491adae795d4c3a25786079bcb70188039580cf4ca1ee00b2bb245b42d,prepared_A_B_cache
HPNSFSBZBAHARI-RUDMXATFSA-N,mycophenolate mofetil,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,122411,270849.0,SG:9a647e10f3fa9a1f1e0d823e4005bc8c853b7f89835bce0945471447362ced2c,prepared_A_B_cache
HSUGRBWQSSZJOP-RTWAWAEBSA-N,diltiazem,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,148226,276010.0,SG:c283d809523c0ba60543ced5df1ca41f0a304e31680059e7f15a722a28915570,prepared_A_B_cache
HTIQEAQVCYTUBX-KRWDZBQOSA-N,levamlodipine,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@@H]1c1ccccc1Cl,68471,,,preserved_catalog_cache
HTIQEAQVCYTUBX-UHFFFAOYSA-N,amlodipine,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,68470,276877.0,SG:496fb2d31e86fc59dc96eecaea4ffdedf8adf92356370925f321760f59e046a4,prepared_A_B_cache
HUNGUWOZPQBXGX-UHFFFAOYSA-N,tirbanibulin,O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1,266351,278754.0,SG:73bee849f6fcadfc9d1f7446f5511ee6407db86a61a467ed982df86397f10a26,prepared_A_B_cache
HVFLCNVBZFFHBT-ZKDACBOMSA-N,cefepime,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,109802,,,preserved_catalog_cache
HWGQMRYQVZSGDQ-HZPDHXFCSA-N,talazoparib,Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,227228,281515.0,SG:31c9ec3551b2cd70b6d0b4ba4149974cf459d0f542e0afd1fc678c6d3a6413f9,prepared_A_B_cache
HWXVIOGONBBTBY-ONEGZZNKSA-N,pacritinib,C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,3427,282577.0,SG:f1dca3e878939f96e1e6bc0d90398175369db158efb401d2b93ae12fbe89780b,prepared_A_B_cache
HYAFETHFCAUJAY-UHFFFAOYSA-N,pioglitazone,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,81301,284434.0,SG:3eccbaf7bf433da2e7c8578b60a1e6bb5c660355730f1e4f89eac575833f9b3f,preserved_catalog_cache
HYHMLYSLQUKXKP-UHFFFAOYSA-N,bempedoic acid,CC(C)(CCCCCC(O)CCCCCC(C)(C)C(=O)O)C(=O)O,26004,,,preserved_catalog_cache
HZIYEEMJNBKMJH-UHFFFAOYSA-N,fosnetupitant,Cc1ccccc1-c1cc(N2CC[N+](C)(COP(=O)([O-])O)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,204427,,,preserved_catalog_cache
IAKHMKGGTNLKSZ-INIZCTEOSA-N,colchicine,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,134420,288281.0,SG:f54608e553ea05cac5f08d257f07910c5b7f4540558eba48b1ae4ee0f5677361,prepared_A_B_cache
IAVUPMFITXYVAF-XPUUQOCRSA-N,dorzolamide,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,67439,288997.0,SG:b1f0074e041d6b3746bc22222b8b9e6fa1f7034384374b4239e83f8717086eeb,prepared_A_B_cache
IDUYJRXRDSPPRC-NRFANRHFSA-N,oteseconazole,O[C@@](Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OCC(F)(F)F)cc2)cn1,304487,,,preserved_catalog_cache
IEAKXXNRGSLYTQ-DEOSSOPVSA-N,crinecerfont,C#CCN(c1nc(-c2cc(C)c(OC)cc2Cl)c(C)s1)[C@@H](CC1CC1)c1ccc(C)c(F)c1,849,293948.0,SG:4b7cc3f25507c81c87dfd796f8240e61ea2874c39c72bbee203ea680358b3af6,prepared_A_B_cache
IFSDAJWBUCMOAH-HNNXBMFYSA-N,idelalisib,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,79188,296519.0,SG:fd5300184d3e6aaa33f8fb9bad4580df59576e4c6d07e18dcac4fa46a6130665,prepared_A_B_cache
IIXWYSCJSQVBQM-LLVKDONJSA-N,lorlatinib,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,174992,301533.0,SG:f7d44352503e07eaf675d835f058ec860938e14ee91af04d7e621fa626b82933,prepared_A_B_cache
IKENVDNFQMCRTR-UHFFFAOYSA-N,conivaptan,Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2,211749,303617.0,SG:236f154f9d3dd50cabc571f1eb959db92db6d4b7ea631b338c4793683779563a,prepared_A_B_cache
IKKXOSBHLYMWAE-QRPMWFLTSA-N,islatravir,C#C[C@]1(CO)O[C@@H](n2cnc3c(N)nc(F)nc32)C[C@@H]1O,1571,,,preserved_catalog_cache
IMOZEMNVLZVGJZ-QGZVFWFLSA-N,apremilast,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,73540,307390.0,SG:129de53e4458299110a9e2348c1f383cd0e9b941abc8fdd7500083bb6eb31f92,prepared_A_B_cache
INJOMKTZOLKMBF-UHFFFAOYSA-N,guanfacine,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,239820,308626.0,SG:13cad05ca8f49c509e5b7be8c67668484344ebf2b2d12b03b295f14d4b1c32d1,preserved_catalog_cache
IOOWNWLVCOUUEX-WPRPVWTQSA-N,vaborbactam,O=C(O)C[C@@H]1CC[C@H](NC(=O)Cc2cccs2)B(O)O1,283467,,,preserved_catalog_cache
IPOKCKJONYRRHP-FMQUCBEESA-N,balsalazide,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,282610,312005.0,SG:782452139c6e50ec94b38c2eec81078d21d699e2cc1a50f969f50ecbeaa04c27,prepared_A_B_cache
IPVQLZZIHOAWMC-QXKUPLGCSA-N,perindopril,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,61057,312453.0,SG:ef6b1ddaf7f5fca670f613c0c2ded1f97369319587153236d2a8d04a24efa2db,prepared_A_B_cache
IQFYYKKMVGJFEH-CSMHCCOUSA-N,telbivudine,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,206443,,,preserved_catalog_cache
IQIBKLWBVJPOQO-UHFFFAOYSA-N,tazarotene,CC1(C)CCSc2ccc(C#Cc3ccc(C(=O)O)cn3)cc21,43746,313226.0,SG:a614bfcbb55c483264b72af369368a804da88a6d5f322d2112144886ee4b6daa,prepared_A_B_cache
IQPSEEYGBUAQFF-UHFFFAOYSA-N,pantoprazole,COc1ccnc(C[S+]([O-])c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,156599,313699.0,SG:9bc427d6571da0bc1ff630f0d1d9f47d1d8fd5d8d8a00acdf52ecb0a3da57a13,prepared_A_B_cache
IQVRBWUUXZMOPW-PKNBQFBNSA-N,istradefylline,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,85375,314087.0,SG:c077f4a573ca0bec93f7f40b6c0d2c1127cb63bd5f3687cab02565d3e158c580,prepared_A_B_cache
IRSCQMHQWWYFCW-UHFFFAOYSA-N,ganciclovir,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,257669,315409.0,SG:6ca7d9b4a7b10d4073aa3a25d37627bd79e2ffb4ebc21e9e8cf5b77eb6b45172,prepared_A_B_cache
IUBSYMUCCVWXPE-UHFFFAOYSA-N,metoprolol,COCCc1ccc(OCC(O)CNC(C)C)cc1,119276,319173.0,SG:13cad05ca8f49c509e5b7be8c67668484344ebf2b2d12b03b295f14d4b1c32d1,preserved_catalog_cache
IUEWXNHSKRWHDY-PHIMTYICSA-N,abrocitinib,CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,60480,319371.0,SG:e48c9227af94148a447249d049f6c25a195e09c56e3c9a5d04d1bbbe8e71ec01,prepared_A_B_cache
IVBHGBMCVLDMKU-GXNBUGAJSA-N,piperacillin,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,65772,,,preserved_catalog_cache
IYIKLHRQXLHMJQ-UHFFFAOYSA-N,amiodarone,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,58530,325869.0,SG:c94893ce9c974a72e5b1a62845d1b9b088f4d85b37bd78864f0efb28aa470afb,preserved_catalog_cache
IYSYPCSSDZBWHN-UHFFFAOYSA-N,ketotifen,O=C1Cc2ccccc2C(=C2CCNCC2)c2ccsc21,291841,326484.0,SG:4b353061b40dd9ad7705ac803342eede8032eb6169008f9dcc17a72c0833a71c,prepared_A_B_cache
JAUOIFJMECXRGI-UHFFFAOYSA-N,desloratadine;loratadine,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,218431,329640.0,SG:db0241af6fb88e401966c8bcc28c22ac891817793b9f3530167f8d07b1357a85,prepared_A_B_cache
JBIMVDZLSHOPLA-LSCVHKIXSA-N,olopatadine,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,89679,330504.0,SG:356f83d410d62115a5029828c53b8183b8aeb0b52290fb7e638c3adf54316c68,prepared_A_B_cache
JBKPUQTUERUYQE-UHFFFAOYSA-O,pralidoxime,C[n+]1ccccc1/C=N/O,177318,330649.0,SG:8eb2bbb7e55a790a4ea4197cd4fb6e536197374fbc7ec15ad9f0a3f7267095a2,prepared_A_B_cache
JCCNYMKQOSZNPW-UHFFFAOYSA-N,loratadine,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,69505,331792.0,SG:db0241af6fb88e401966c8bcc28c22ac891817793b9f3530167f8d07b1357a85,prepared_A_B_cache
JDUBGYFRJFOXQC-KRWDZBQOSA-N,capivasertib,NC1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,245647,334475.0,SG:a066744e313159c9362b3c3faee0b938ca4bb773a4f9a98e7b45d070c56c8dda,prepared_A_B_cache
JEECQCWWSTZDCK-IQZGDKDPSA-N,omadacycline,CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,92057,,,preserved_catalog_cache
JFOZKMSJYSPYLN-QHCPKHFHSA-N,lifitegrast,CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1,163468,337272.0,SG:27040073b28e1e2c6fc77a045b13bb32262c600a3d486ac6a85f9adec648e20e,prepared_A_B_cache
JGCMEBMXRHSZKX-UHFFFAOYSA-N,macitentan,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,59614,338123.0,SG:3b7a9a03a99fed471e7a1a96111a7aa987d544d7f2915b4faa3da5519df305c0,prepared_A_B_cache
JGRXMPYUTJLTKT-UHFFFAOYSA-N,vadadustat,O=C(O)CNC(=O)c1ncc(-c2cccc(Cl)c2)cc1O,283159,339077.0,SG:f4014652e6431540b345cd290c58add720e7644023d8772fceaa337ae1f31d8f,prepared_A_B_cache
JGWRKYUXBBNENE-UHFFFAOYSA-N,pexidartinib,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,227680,339355.0,SG:cca52c940d78e24ae1f796ed968b97018cf28a657c3e97318aa3dced56286e84,prepared_A_B_cache
JIVPVXMEBJLZRO-UHFFFAOYSA-N,chlorthalidone,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,249068,342520.0,SG:5849dd0f4fcce001d033ae933c3f17089b5a091d934e1e8850b91c530d297381,prepared_A_B_cache
JJVAPHYEOZSKJZ-JGCGQSQUSA-N,zavegepant,Cc1cc(C[C@@H](NC(=O)N2CCC(c3cc4ccccc4[nH]c3=O)CC2)C(=O)N2CCN(C3CCN(C)CC3)CC2)cc2cn[nH]c12,186354,344096.0,SG:dcb3b1c999b986e7428c7aad99026478af71ece2e23f7e4eff612569630ede6d,prepared_A_B_cache
JKVNJTYHRABHIY-WXVUKLJWSA-N,benzgalantamine,COc1ccc2c3c1O[C@H]1C[C@@H](OC(=O)c4ccccc4)C=C[C@@]31CCN(C)C2,150327,,,preserved_catalog_cache
JOLJIIDDOBNFHW-UHFFFAOYSA-N,xanomeline,CCCCCCOc1nsnc1C1=CCCN(C)C1,55602,351398.0,SG:0e9e260087c719c82b96ded09e706052fc7a09e306e61266d9e8c9031acf0f26,prepared_A_B_cache
JOOXLOJCABQBSG-UHFFFAOYSA-N,fedratinib,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,207269,351608.0,SG:b81104f0e242ea86c18bce0be3046b90827959884cf7782aaab4d6c83a70ac76,prepared_A_B_cache
JQSHBVHOMNKWFT-DTORHVGOSA-N,varenicline,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,309195,,,preserved_catalog_cache
JURKNVYFZMSNLP-UHFFFAOYSA-N,cyclobenzaprine,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,89847,361397.0,SG:b15f3df538d63eba42e11aac5d69e4bd78f6a26ae066f0ad63b071d246e4eb55,prepared_A_B_cache
JUZYLCPPVHEVSV-LJQANCHMSA-N,elvitegravir,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C,134486,361915.0,SG:e27dafdd9e82e99f9b89b2f9e4c44e28a74f62d93933d566bd672b43b2a8429b,prepared_A_B_cache
JVHXJTBJCFBINQ-ADAARDCZSA-N,dapagliflozin,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,74511,362413.0,SG:c818cf3a72d248d236c8f1bbd5a16e2699e412662572fd85e6b6e56d269527ed,prepared_A_B_cache
JVLBPIPGETUEET-WIXLDOGYSA-O,methylnaltrexone,C[N@+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,177119,,,preserved_catalog_cache
JWHYSEDOYMYMNM-QGZVFWFLSA-N,seladelpar,CCO[C@H](COc1ccc(C(F)(F)F)cc1)CSc1ccc(OCC(=O)O)c(C)c1,72354,364045.0,SG:1287ed29e98c277ee3015d22f0c81bb1b30c86fb463013fc7957db9af9e220c0,prepared_A_B_cache
JWJOTENAMICLJG-QWBYCMEYSA-N,dutasteride,C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12,176222,364156.0,SG:e168600216abb40e85e1de5ed2e980f6c643d6a37c2ab9a5268b0848b4dbfb53,prepared_A_B_cache
JWNPDZNEKVCWMY-VQHVLOKHSA-N,neratinib,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,73688,364404.0,SG:b1878d1131e45abc5e2ab7834fb0d9ff67d6492d9feed65665372cca2c69bcb2,prepared_A_B_cache
JWUBBDSIWDLEOM-DTOXIADCSA-N,calcifediol,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12,4292,364782.0,SG:5fadabefa892237d3d6a03658b7694c84ec19d929aa10931ddbfff19cf61ffb1,preserved_catalog_cache
JYGXADMDTFJGBT-VWUMJDOOSA-N,hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,176313,367072.0,SG:d6514310af66c5732deb90b9c08acea4883cc744c9beccdb69aedf8ec902e759,prepared_A_B_cache
JYTNQNCOQXFQPK-MRXNPFEDSA-N,suvorexant,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1,193724,367858.0,SG:89a4269b88022844bf41e070bd0d954e1df60dc451718cc0c6390c5441f0b3a8,prepared_A_B_cache
JZUFKLXOESDKRF-UHFFFAOYSA-N,hydrochlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,249116,369485.0,SG:0e4a133631de78cc94e639ec961e840dc171477894fd717d0535f535e454dc66,prepared_A_B_cache
KAQKFAOMNZTLHT-OZUDYXHBSA-N,epoprostenol,CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)O[C@H]2C[C@H]1O,56056,,,preserved_catalog_cache
KBOPZPXVLCULAV-UHFFFAOYSA-N,balsalazide;mesalamine,Nc1ccc(O)c(C(=O)O)c1,255247,372366.0,SG:13cad05ca8f49c509e5b7be8c67668484344ebf2b2d12b03b295f14d4b1c32d1,preserved_catalog_cache
KDGFLJKFZUIJMX-UHFFFAOYSA-N,alectinib,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,80943,375022.0,SG:177ad7137fa93eb944991fbaacef5db4ee8ef244e3cf00c959c6043635095b9a,prepared_A_B_cache
KDLRVYVGXIQJDK-AWPVFWJPSA-N,clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,60791,,,preserved_catalog_cache
KEDYTOTWMPBSLG-HILJTLORSA-N,ramipril,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,172116,,,preserved_catalog_cache
KEIPNCCJPRMIAX-HNNXBMFYSA-N,futibatinib,C=CC(=O)N1CC[C@H](n2nc(C#Cc3cc(OC)cc(OC)c3)c3c(N)ncnc32)C1,7589,376756.0,SG:b29c9daca9071dba1deb3ba4178bb243a1f348218730d17234cb3b0b0536a1ea,prepared_A_B_cache
KENSGCYKTRNIST-RVUAFKSESA-N,deflazacort,CC1=N[C@]2(C(=O)CO)[C@@H](C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@@]32C)O1,47537,,,preserved_catalog_cache
KFQYTPMOWPVWEJ-INIZCTEOSA-N,rotigotine,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,58991,378829.0,SG:acceca52227ae81f75e69e4b49e980986522c7f5dc4efd7b7f20c5fb481ef87e,prepared_A_B_cache
KGFYHTZWPPHNLQ-AWEZNQCLSA-N,rivaroxaban,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,271031,379748.0,SG:6e033d911e5fd1279a6df31e0341d2b99a6df4bff0d0a63140c6da9840ef6adb,prepared_A_B_cache
KGSXMPPBFPAXLY-UHFFFAOYSA-N,azilsartan,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,75477,380498.0,SG:c02adfe00ae7fe2bb9347db33056d76c49d2441310e2e231e36fa1a02eda6376,prepared_A_B_cache
KIHYPELVXPAIDH-HNSNBQBZSA-N,siponimod,CCc1cc(/C(C)=N/OCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1,80269,382961.0,SG:0f84a59e15d8546fcf349a6e8d5d7f61f2ae824b9f52734fa2b81d4b350d46bc,prepared_A_B_cache
KIQXRQVVYTYYAZ-VKVYFNERSA-N,tafluprost,O=C(O)CCC/C=C\C[C@@H]1[C@@H](/C=C/C(F)(F)COc2ccccc2)[C@H](O)C[C@@H]1O,282313,,,preserved_catalog_cache
KJADKKWYZYXHBB-XBWDGYHZSA-N,topiramate,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,44860,384060.0,SG:d27adfb693dc16b7b8960c75f668adcc662fc72e2619e61d6fab89959a673833,prepared_A_B_cache
KJFBVJALEQWJBS-XUXIUFHCSA-N,maribavir,CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,34623,384354.0,SG:6e4ae9a9841d45c3b662285f429ce8beef409a8d4f4ffd8d6f7d83aeabe5847d,prepared_A_B_cache
KJHKTHWMRKYKJE-SUGCFTRWSA-N,lopinavir,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,202496,384526.0,SG:af134ec13c5986da2b28ea8d252d4a2e84b56c1959610510ceca62b4e7c1e963,prepared_A_B_cache
KKGQTZUTZRNORY-UHFFFAOYSA-N,fingolimod,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,55053,386032.0,SG:13cad05ca8f49c509e5b7be8c67668484344ebf2b2d12b03b295f14d4b1c32d1,preserved_catalog_cache
KPBZROQVTHLCDU-UHFFFAOYSA-N,clevidipine,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,52757,393623.0,SG:496fb2d31e86fc59dc96eecaea4ffdedf8adf92356370925f321760f59e046a4,prepared_A_B_cache
KPVIXBKIJXZQJX-CSOZIWFHSA-N,lefamulin,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2CC[C@@H](N)C[C@H]2O)[C@]2(C)C(C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,12420,,,preserved_catalog_cache
KPWSJANDNDDRMB-QAQDUYKDSA-N,cariprazine,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,88340,394883.0,SG:677c4eb456356f175b74e56f421b7d149f18954535fa9de2eb09a0da2bace0a0,prepared_A_B_cache
KPYSYYIEGFHWSV-UHFFFAOYSA-N,baclofen,NCC(CC(=O)O)c1ccc(Cl)cc1,246868,395003.0,SG:13cad05ca8f49c509e5b7be8c67668484344ebf2b2d12b03b295f14d4b1c32d1,preserved_catalog_cache
KQKPFRSPSRPDEB-UHFFFAOYSA-N,sumatriptan,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,107633,395748.0,SG:e65f5bb7d6337f0d157e64696f6dc39e64f22fce5c6b77a92e71dd0ab6b06cc0,preserved_catalog_cache
KRNAOFGYEFKHPB-ANJVHQHFSA-N,rimegepant,N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F,252637,397542.0,SG:6f2ee1b4828d6e90712d67d4f52ecddcb468bb359ba4c0546bf2e10705793ac8,prepared_A_B_cache
KSGXQBZTULBEEQ-UHFFFAOYSA-N,dabigatran etexilate,CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,55459,398695.0,SG:5f798ff380bfc1df3f797a73cc69183726d8ea2787b65d19e51a6a4865b101cb,prepared_A_B_cache
