pair_id,ligand_inchikey,drug_names,target_chembl_id,gene_symbol,sequence_target_id,in_frozen384,in_frozen112,wetlab_pairs,A_train_pairs,A_train_positive,A_train_negative,A_explicit_inactive,B_train_pairs,B_train_positive,B_train_negative,B_explicit_inactive,排序,A药内排名_384,B药内排名_384
CSKDFZIMJXRJGH-VWLPUNTISA-N__CHEMBL1871,CSKDFZIMJXRJGH-VWLPUNTISA-N,tecovirimat,CHEMBL1871,AR,SEQ:043f80df5b673d9048e118735cb0230b0baaa23f788c3bae0010f9995412d852,True,True,7,726,610,116,80,2081,1551,530,80,1,13,120
IVBHGBMCVLDMKU-GXNBUGAJSA-N__CHEMBL261,IVBHGBMCVLDMKU-GXNBUGAJSA-N,piperacillin,CHEMBL261,CA1,SEQ:5862305c8302b2d7dd9de31f34102a1220d9099d9f6f7b961610ed4337934880,True,True,4,5041,3686,1355,2,5171,3738,1433,2,2,19,22
DRHKJLXJIQTDTD-OAHLLOKOSA-N__CHEMBL3729,DRHKJLXJIQTDTD-OAHLLOKOSA-N,tamsulosin,CHEMBL3729,CA4,SEQ:62f5e1881b0efc28f2f60c2972f6226477c26b841e00762613f38246a2677974,True,True,10,1001,798,203,1,1030,827,203,1,3,53,64
BQJCRHHNABKAKU-KBQPJGBKSA-N__CHEMBL2326,BQJCRHHNABKAKU-KBQPJGBKSA-N,morphine,CHEMBL2326,CA7,SEQ:e4a9ea745635c950475641c84676edde20d12f8fc62fb2c5df55eabe66448254,True,True,10,1158,1068,90,0,1159,1068,91,0,4,8,69
ZBMZVLHSJCTVON-UHFFFAOYSA-N__CHEMBL1994,ZBMZVLHSJCTVON-UHFFFAOYSA-N,sotalol,CHEMBL1994,NR3C2,SEQ:cc3ab1bd86da746c869394db023aa68c2e557d769f04f80ee36b584a8929621c,True,True,10,130,114,16,2,584,496,88,2,5,100,28
SGUAFYQXFOLMHL-UHFFFAOYSA-N__CHEMBL1944,SGUAFYQXFOLMHL-UHFFFAOYSA-N,labetalol,CHEMBL1944,MME,SEQ:1a916537b7b555892eb6262b941745a4bee0eec5d0d65b73609e69a3a5ace44f,True,True,10,318,300,18,8,462,423,39,8,6,132,188
BPZSYCZIITTYBL-YJYMSZOUSA-N__CHEMBL2252,BPZSYCZIITTYBL-YJYMSZOUSA-N,arformoterol,CHEMBL2252,CTSC,SEQ:11218c4d9b56cea287841837e6126434a6d3e34733904e87928c45e26a9e6beb,True,True,8,1,0,1,0,298,267,31,0,7,185,68
SMOBCLHAZXOKDQ-ZJUUUORDSA-N__CHEMBL4073,SMOBCLHAZXOKDQ-ZJUUUORDSA-N,relebactam,CHEMBL4073,MMP7,SEQ:0979d0f16275fb9831c003699f0d784233dfefee41a6be01942a90b08379d9d0,True,True,4,73,33,40,7,253,129,124,7,8,116,147
BPQMGSKTAYIVFO-UHFFFAOYSA-N__CHEMBL2815,BPQMGSKTAYIVFO-UHFFFAOYSA-N,vismodegib,CHEMBL2815,NTRK1,SEQ:c17cbbd68c27235daefe2b9862da81fedd3a349c2589358be6a4b8f13cd12b63,True,True,2,328,69,259,243,3481,3091,390,243,9,376,81
IUBSYMUCCVWXPE-UHFFFAOYSA-N__CHEMBL3729,IUBSYMUCCVWXPE-UHFFFAOYSA-N,metoprolol,CHEMBL3729,CA4,SEQ:62f5e1881b0efc28f2f60c2972f6226477c26b841e00762613f38246a2677974,True,True,10,1001,798,203,1,1030,827,203,1,10,62,12
FBOUYBDGKBSUES-VXKWHMMOSA-N__CHEMBL2326,FBOUYBDGKBSUES-VXKWHMMOSA-N,solifenacin,CHEMBL2326,CA7,SEQ:e4a9ea745635c950475641c84676edde20d12f8fc62fb2c5df55eabe66448254,True,True,10,1158,1068,90,0,1159,1068,91,0,11,5,111
UJVDJAPJQWZRFR-DHIUTWEWSA-N__CHEMBL1808,UJVDJAPJQWZRFR-DHIUTWEWSA-N,macimorelin,CHEMBL1808,ACE,SEQ:9b90c234c007ae25d011f573a0deccfd96ca908b193a043413120f802384f402,True,True,7,92,46,46,16,229,109,120,16,12,255,125
BRUQQQPBMZOVGD-XFKAJCMBSA-N__CHEMBL2326,BRUQQQPBMZOVGD-XFKAJCMBSA-N,oxycodone,CHEMBL2326,CA7,SEQ:e4a9ea745635c950475641c84676edde20d12f8fc62fb2c5df55eabe66448254,True,True,10,1158,1068,90,0,1159,1068,91,0,13,3,20
JVLBPIPGETUEET-WIXLDOGYSA-O__CHEMBL1902,JVLBPIPGETUEET-WIXLDOGYSA-O,methylnaltrexone,CHEMBL1902,FKBP1A,SEQ:7c2c9a4005a08f9f8ed2ce2e3b7d9432dd39547abafef80ffab6adbb89753b2c,True,True,10,360,248,112,1,431,310,121,1,14,23,23
UEJJHQNACJXSKW-UHFFFAOYSA-N__CHEMBL2085,UEJJHQNACJXSKW-UHFFFAOYSA-N,thalidomide,CHEMBL2085,MIF,SEQ:6fcd7510546f6916475197b4cc685730be47749ee22261b24813a38c97516602,True,True,2,125,74,51,13,270,117,153,13,15,294,186
YFGHCGITMMYXAQ-LJQANCHMSA-N__CHEMBL1994,YFGHCGITMMYXAQ-LJQANCHMSA-N,armodafinil,CHEMBL1994,NR3C2,SEQ:cc3ab1bd86da746c869394db023aa68c2e557d769f04f80ee36b584a8929621c,True,True,10,130,114,16,2,584,496,88,2,16,7,24
HSUGRBWQSSZJOP-RTWAWAEBSA-N__CHEMBL286,HSUGRBWQSSZJOP-RTWAWAEBSA-N,diltiazem,CHEMBL286,REN,SEQ:fcfb09a6bd3571f67e1a10ecdcd3005e00f3bd03a7e392bbe0ad742723ca029f,True,True,10,33,26,7,3,1004,918,86,3,17,242,81
WYQFJHHDOKWSHR-MNOVXSKESA-N__CHEMBL3045,WYQFJHHDOKWSHR-MNOVXSKESA-N,upadacitinib,CHEMBL3045,PRKCB,SEQ:16ffa90895441e3c32abb8702ebfe89e4438f590980615be67ff8928f20bd1c9,True,True,6,401,191,210,208,607,351,256,208,18,139,200
LCQLHJZYVOQKHU-VKHMYHEASA-N__CHEMBL4393,LCQLHJZYVOQKHU-VKHMYHEASA-N,carglumic acid,CHEMBL4393,MMP12,SEQ:d33636de0202233be8069eb472da2746f837b54b1ddb71cc15ccd39b47d43373,True,True,7,151,138,13,9,588,470,118,9,19,3,87
GDLBFKVLRPITMI-UHFFFAOYSA-N__CHEMBL1844,GDLBFKVLRPITMI-UHFFFAOYSA-N,diazoxide,CHEMBL1844,CSF1R,SEQ:52b1cbc0ca3474810cb7949467e3a5a2851350643eb734f1c33aaca65b4a6fe4,True,True,3,173,57,116,91,2284,2091,193,91,20,69,67
GOTYRUGSSMKFNF-UHFFFAOYSA-N__CHEMBL4895,GOTYRUGSSMKFNF-UHFFFAOYSA-N,lenalidomide,CHEMBL4895,AXL,SEQ:0e1b606ba4a2733bcc0bfda24d9072606dc3876638804d08520b6d5c668ea019,True,True,1,487,367,120,91,3048,2713,335,91,21,118,275
FABUFPQFXZVHFB-PVYNADRNSA-N__CHEMBL1844,FABUFPQFXZVHFB-PVYNADRNSA-N,ixabepilone,CHEMBL1844,CSF1R,SEQ:52b1cbc0ca3474810cb7949467e3a5a2851350643eb734f1c33aaca65b4a6fe4,True,True,3,173,57,116,91,2284,2091,193,91,22,98,48
YQEZLKZALYSWHR-ZDUSSCGKSA-N__CHEMBL2850,YQEZLKZALYSWHR-ZDUSSCGKSA-N,esketamine,CHEMBL2850,GSK3A,SEQ:67ced0ee45a5604018657739b01b5cc9768f680f2dd9cde0fd1b2564d2c7a677,True,True,5,322,32,290,267,1628,1122,506,267,23,88,121
HEFNNWSXXWATRW-UHFFFAOYSA-N__CHEMBL3729,HEFNNWSXXWATRW-UHFFFAOYSA-N,ibuprofen,CHEMBL3729,CA4,SEQ:62f5e1881b0efc28f2f60c2972f6226477c26b841e00762613f38246a2677974,True,True,10,1001,798,203,1,1030,827,203,1,24,214,3
RLAWWYSOJDYHDC-BZSNNMDCSA-N__CHEMBL286,RLAWWYSOJDYHDC-BZSNNMDCSA-N,lisinopril,CHEMBL286,REN,SEQ:fcfb09a6bd3571f67e1a10ecdcd3005e00f3bd03a7e392bbe0ad742723ca029f,True,True,10,33,26,7,3,1004,918,86,3,25,109,34
QNZCBYKSOIHPEH-UHFFFAOYSA-N__CHEMBL1974,QNZCBYKSOIHPEH-UHFFFAOYSA-N,apixaban,CHEMBL1974,FLT3,SEQ:68d60cea30219da8cef67dbcc1b81dcdebc8456663f7f54b6fb8cc6666a7b416,True,True,5,485,242,243,229,3064,2102,962,229,26,379,215
UIAGMCDKSXEBJQ-UHFFFAOYSA-N__CHEMBL2326,UIAGMCDKSXEBJQ-UHFFFAOYSA-N,nimodipine,CHEMBL2326,CA7,SEQ:e4a9ea745635c950475641c84676edde20d12f8fc62fb2c5df55eabe66448254,True,True,10,1158,1068,90,0,1159,1068,91,0,27,5,3
PYGWGZALEOIKDF-UHFFFAOYSA-N__CHEMBL1974,PYGWGZALEOIKDF-UHFFFAOYSA-N,etravirine,CHEMBL1974,FLT3,SEQ:68d60cea30219da8cef67dbcc1b81dcdebc8456663f7f54b6fb8cc6666a7b416,True,True,5,485,242,243,229,3064,2102,962,229,28,67,78
CJBJHOAVZSMMDJ-HEXNFIEUSA-N__CHEMBL1902,CJBJHOAVZSMMDJ-HEXNFIEUSA-N,darunavir,CHEMBL1902,FKBP1A,SEQ:7c2c9a4005a08f9f8ed2ce2e3b7d9432dd39547abafef80ffab6adbb89753b2c,True,True,10,360,248,112,1,431,310,121,1,29,114,52
LEBVLXFERQHONN-UHFFFAOYSA-N__CHEMBL2252,LEBVLXFERQHONN-UHFFFAOYSA-N,bupivacaine,CHEMBL2252,CTSC,SEQ:11218c4d9b56cea287841837e6126434a6d3e34733904e87928c45e26a9e6beb,True,True,8,1,0,1,0,298,267,31,0,30,84,29
LOMMPXLFBTZENJ-ZACQAIPSSA-N__CHEMBL208,LOMMPXLFBTZENJ-ZACQAIPSSA-N,belzutifan,CHEMBL208,PGR,SEQ:55af49dbd176eaddc736537238e00422c66a0de2d3ff6fb967010908ca36a64d,True,True,2,322,286,36,16,1016,873,143,16,31,5,29
OFPXSFXSNFPTHF-UHFFFAOYSA-N__CHEMBL2243,OFPXSFXSNFPTHF-UHFFFAOYSA-N,oxaprozin,CHEMBL2243,FAAH,SEQ:230062b9df5cd3cae4733c4846754a164253baff8678a5f36679cc8daff348bd,True,True,10,207,194,13,1,1893,1369,524,1,32,151,31
BSMCAPRUBJMWDF-KRWDZBQOSA-N__CHEMBL5366,BSMCAPRUBJMWDF-KRWDZBQOSA-N,cobimetinib,CHEMBL5366,PARP2,SEQ:632f3cd643185c2ab1b1d79edf533faab80d97ad98dab3ec2b2e20ad3635b044,True,True,6,45,33,12,1,787,481,306,1,33,257,263
HOIIHACBCFLJET-SFTDATJTSA-N__CHEMBL2023,HOIIHACBCFLJET-SFTDATJTSA-N,lumateperone,CHEMBL2023,COMT,SEQ:fc502f28a5134139f882e1cd5f20b4d641ea2c1f06edf89614d705d32c7fe408,True,True,3,17,12,5,0,134,106,28,0,34,329,289
TXEIIPDJKFWEEC-UHFFFAOYSA-N__CHEMBL2008,TXEIIPDJKFWEEC-UHFFFAOYSA-N,tafamidis,CHEMBL2008,RARB,SEQ:73c83ae388f8feb7c4dc79ffcbcd63aebac2d46b63bf76339a088ecdf3e67bc5,True,True,2,87,71,16,9,210,175,35,9,35,147,5
AYXYPKUFHZROOJ-ZETCQYMHSA-N__CHEMBL1944,AYXYPKUFHZROOJ-ZETCQYMHSA-N,pregabalin,CHEMBL1944,MME,SEQ:1a916537b7b555892eb6262b941745a4bee0eec5d0d65b73609e69a3a5ace44f,True,True,10,318,300,18,8,462,423,39,8,36,55,38
WCWSTNLSLKSJPK-LKFCYVNXSA-N__CHEMBL1935,WCWSTNLSLKSJPK-LKFCYVNXSA-N,cabotegravir,CHEMBL1935,ALDH2,SEQ:c6dc987207be93233446f3947fccc4d81639830021577c917834d80f57fd44dd,True,True,2,39,3,36,35,152,78,74,35,37,115,100
HWXVIOGONBBTBY-ONEGZZNKSA-N__CHEMBL2326,HWXVIOGONBBTBY-ONEGZZNKSA-N,pacritinib,CHEMBL2326,CA7,SEQ:e4a9ea745635c950475641c84676edde20d12f8fc62fb2c5df55eabe66448254,True,True,10,1158,1068,90,0,1159,1068,91,0,38,22,68
SOLUWJRYJLAZCX-LYOVBCGYSA-N__CHEMBL3717,SOLUWJRYJLAZCX-LYOVBCGYSA-N,bictegravir,CHEMBL3717,MET,SEQ:cc24e8701a5717fd1fa418174adb3b6cbaeae8a76f78b33a995f44c5bb394056,True,True,2,576,291,285,256,4527,3872,655,256,39,52,247
KRNAOFGYEFKHPB-ANJVHQHFSA-N__CHEMBL286,KRNAOFGYEFKHPB-ANJVHQHFSA-N,rimegepant,CHEMBL286,REN,SEQ:fcfb09a6bd3571f67e1a10ecdcd3005e00f3bd03a7e392bbe0ad742723ca029f,True,True,10,33,26,7,3,1004,918,86,3,40,2,175
LWQQLNNNIPYSNX-UROSTWAQSA-N__CHEMBL1994,LWQQLNNNIPYSNX-UROSTWAQSA-N,calcipotriene,CHEMBL1994,NR3C2,SEQ:cc3ab1bd86da746c869394db023aa68c2e557d769f04f80ee36b584a8929621c,True,True,10,130,114,16,2,584,496,88,2,41,1,104
KVWDHTXUZHCGIO-UHFFFAOYSA-N__CHEMBL2292,KVWDHTXUZHCGIO-UHFFFAOYSA-N,olanzapine,CHEMBL2292,DYRK1A,SEQ:ca8783b8053e1373c8358af24d59933449f4a63bbae1a5f44f9b3c81490c6c7f,True,True,1,440,110,330,289,3781,3103,678,289,42,259,172
NDCUAPJVLWFHHB-UHNVWZDZSA-N__CHEMBL4588,NDCUAPJVLWFHHB-UHNVWZDZSA-N,avibactam,CHEMBL4588,MMP8,SEQ:105be8ac4b61f7c2148c4b1815409b66f38ac0f3b2e42851f3f5da1e2b3d77ab,True,True,5,248,203,45,7,761,558,203,7,43,20,45
KWTWDQCKEHXFFR-SMDDNHRTSA-N__CHEMBL206,KWTWDQCKEHXFFR-SMDDNHRTSA-N,tapentadol,CHEMBL206,ESR1,SEQ:59afaf3c8774c9cec06a003e9fa0d1fb1da47637c45ea570236e0ca79b5a0a44,True,True,3,519,351,168,57,3275,2499,776,57,44,316,98
WGFOBBZOWHGYQH-MXHNKVEKSA-N__CHEMBL1871,WGFOBBZOWHGYQH-MXHNKVEKSA-N,lubiprostone,CHEMBL1871,AR,SEQ:043f80df5b673d9048e118735cb0230b0baaa23f788c3bae0010f9995412d852,True,True,7,726,610,116,80,2081,1551,530,80,45,38,236
LEBVLXFERQHONN-UHFFFAOYSA-N__CHEMBL1902,LEBVLXFERQHONN-UHFFFAOYSA-N,bupivacaine,CHEMBL1902,FKBP1A,SEQ:7c2c9a4005a08f9f8ed2ce2e3b7d9432dd39547abafef80ffab6adbb89753b2c,True,True,10,360,248,112,1,431,310,121,1,46,121,238
QKDRXGFQVGOQKS-CRSSMBPESA-N__CHEMBL286,QKDRXGFQVGOQKS-CRSSMBPESA-N,sotagliflozin,CHEMBL286,REN,SEQ:fcfb09a6bd3571f67e1a10ecdcd3005e00f3bd03a7e392bbe0ad742723ca029f,True,True,10,33,26,7,3,1004,918,86,3,47,266,208
SFNSLLSYNZWZQG-VQIMIIECSA-N__CHEMBL1936,SFNSLLSYNZWZQG-VQIMIIECSA-N,glasdegib,CHEMBL1936,KIT,SEQ:7b430dd4888d7410e8d65d331b8bd4f5bd9abd4f3a9290f2a93f37b0ed495c5c,True,True,1,689,483,206,116,2773,2365,408,116,48,215,20
DEVSOMFAQLZNKR-RJRFIUFISA-N__CHEMBL5145,DEVSOMFAQLZNKR-RJRFIUFISA-N,selinexor,CHEMBL5145,BRAF,SEQ:1a1d669b0622fbe831f52ddb1be8e99ed35c39eea791b55b52db12a80811e274,True,True,3,593,301,292,276,3382,2846,536,276,49,157,24
NDCUAPJVLWFHHB-UHNVWZDZSA-N__CHEMBL4073,NDCUAPJVLWFHHB-UHNVWZDZSA-N,avibactam,CHEMBL4073,MMP7,SEQ:0979d0f16275fb9831c003699f0d784233dfefee41a6be01942a90b08379d9d0,True,True,4,73,33,40,7,253,129,124,7,50,107,249
WJOHZNCJWYWUJD-IUGZLZTKSA-N__CHEMBL3045,WJOHZNCJWYWUJD-IUGZLZTKSA-N,fluocinonide,CHEMBL3045,PRKCB,SEQ:16ffa90895441e3c32abb8702ebfe89e4438f590980615be67ff8928f20bd1c9,True,True,6,401,191,210,208,607,351,256,208,51,80,164
WBGKWQHBNHJJPZ-LECWWXJVSA-N__CHEMBL1994,WBGKWQHBNHJJPZ-LECWWXJVSA-N,desonide,CHEMBL1994,NR3C2,SEQ:cc3ab1bd86da746c869394db023aa68c2e557d769f04f80ee36b584a8929621c,True,True,10,130,114,16,2,584,496,88,2,52,1,5
STUWGJZDJHPWGZ-LBPRGKRZSA-N__CHEMBL284,STUWGJZDJHPWGZ-LBPRGKRZSA-N,alpelisib,CHEMBL284,DPP4,SEQ:272729ea12e07654f922db22308673539882764491f0b55e31767ec1f714c328,True,True,3,456,387,69,28,3187,2483,704,28,53,18,121
MOTJMGVDPWRKOC-QPVYNBJUSA-N__CHEMBL5705,MOTJMGVDPWRKOC-QPVYNBJUSA-N,atrasentan,CHEMBL5705,EGLN3,SEQ:9ed9d245a1ccec30c57b21996b7795d43966ae87dc4c5292f48fd56fb80def56,True,True,6,4,4,0,0,162,135,27,0,54,53,107
GNXFOGHNGIVQEH-UHFFFAOYSA-N__CHEMBL3729,GNXFOGHNGIVQEH-UHFFFAOYSA-N,methocarbamol,CHEMBL3729,CA4,SEQ:62f5e1881b0efc28f2f60c2972f6226477c26b841e00762613f38246a2677974,True,True,10,1001,798,203,1,1030,827,203,1,55,14,5
WEAJZXNPAWBCOA-INIZCTEOSA-N__CHEMBL1902,WEAJZXNPAWBCOA-INIZCTEOSA-N,avanafil,CHEMBL1902,FKBP1A,SEQ:7c2c9a4005a08f9f8ed2ce2e3b7d9432dd39547abafef80ffab6adbb89753b2c,True,True,10,360,248,112,1,431,310,121,1,56,233,250
QZZUEBNBZAPZLX-QFIPXVFZSA-N__CHEMBL2148,QZZUEBNBZAPZLX-QFIPXVFZSA-N,indacaterol,CHEMBL2148,JAK3,SEQ:18a68eca96f64db10c5b38e1f1bf1b013e7dd5091fad780578010a93474da833,True,True,3,913,787,126,88,5467,4473,994,88,57,347,363
PYGWGZALEOIKDF-UHFFFAOYSA-N__CHEMBL4179,PYGWGZALEOIKDF-UHFFFAOYSA-N,etravirine,CHEMBL4179,MAPK9,SEQ:91879df6c55d94de68c2f51e05a06f8a798076a5bca1b45a5ad1d3fefa3c065f,True,True,3,340,43,297,280,1258,762,496,280,58,87,212
HSUGRBWQSSZJOP-RTWAWAEBSA-N__CHEMBL4393,HSUGRBWQSSZJOP-RTWAWAEBSA-N,diltiazem,CHEMBL4393,MMP12,SEQ:d33636de0202233be8069eb472da2746f837b54b1ddb71cc15ccd39b47d43373,True,True,7,151,138,13,9,588,470,118,9,59,27,39
XRVDGNKRPOAQTN-FQEVSTJZSA-N__CHEMBL288,XRVDGNKRPOAQTN-FQEVSTJZSA-N,ozanimod,CHEMBL288,PDE4D,SEQ:b670d96ac031d642bcd46a7d3df563138ff90dbe4e385dcc2b475467300706ea,True,True,3,102,53,49,27,1887,1508,379,27,60,237,13
ZZUFCTLCJUWOSV-UHFFFAOYSA-N__CHEMBL286,ZZUFCTLCJUWOSV-UHFFFAOYSA-N,furosemide,CHEMBL286,REN,SEQ:fcfb09a6bd3571f67e1a10ecdcd3005e00f3bd03a7e392bbe0ad742723ca029f,True,True,10,33,26,7,3,1004,918,86,3,61,21,206
